Freq_GHz,"dB(S(P1B:1,P1B:1))","dB(S(P4B:1,P4B:1))","dB(S(P4L:1,P4L:1))","dB(S(P2B:1,P2B:1))","dB(S(P1L:1,P1L:1))","dB(S(P3L:1,P3L:1))","dB(S(P2L:1,P2L:1))","dB(S(P3B:1,P3B:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P4L:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P1L:1))","dB(S(P1B:1,P3L:1))","dB(S(P1B:1,P2L:1))","dB(S(P1B:1,P3B:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P4L:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P1L:1))","dB(S(P4B:1,P3L:1))","dB(S(P4B:1,P2L:1))","dB(S(P4B:1,P3B:1))","dB(S(P4L:1,P1B:1))","dB(S(P4L:1,P4B:1))","dB(S(P4L:1,P2B:1))","dB(S(P4L:1,P1L:1))","dB(S(P4L:1,P3L:1))","dB(S(P4L:1,P2L:1))","dB(S(P4L:1,P3B:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P4L:1))","dB(S(P2B:1,P1L:1))","dB(S(P2B:1,P3L:1))","dB(S(P2B:1,P2L:1))","dB(S(P2B:1,P3B:1))","dB(S(P1L:1,P1B:1))","dB(S(P1L:1,P4B:1))","dB(S(P1L:1,P4L:1))","dB(S(P1L:1,P2B:1))","dB(S(P1L:1,P3L:1))","dB(S(P1L:1,P2L:1))","dB(S(P1L:1,P3B:1))","dB(S(P3L:1,P1B:1))","dB(S(P3L:1,P4B:1))","dB(S(P3L:1,P4L:1))","dB(S(P3L:1,P2B:1))","dB(S(P3L:1,P1L:1))","dB(S(P3L:1,P2L:1))","dB(S(P3L:1,P3B:1))","dB(S(P2L:1,P1B:1))","dB(S(P2L:1,P4B:1))","dB(S(P2L:1,P4L:1))","dB(S(P2L:1,P2B:1))","dB(S(P2L:1,P1L:1))","dB(S(P2L:1,P3L:1))","dB(S(P2L:1,P3B:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P4L:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P1L:1))","dB(S(P3B:1,P3L:1))","dB(S(P3B:1,P2L:1))"
7.738000,-12.083794,-17.794967,-3.713110,-16.984294,-3.646754,-3.051120,-3.768888,-12.037335,-35.282746,-26.572471,-40.196439,-27.815026,-32.700923,-42.918746,-46.221101,-35.282746,-26.149313,-45.988381,-32.436763,-35.794265,-32.810585,-39.989691,-26.572471,-26.149313,-37.429774,-22.786144,-27.432945,-18.591748,-34.357833,-40.196439,-45.988381,-37.429774,-40.411430,-35.215749,-31.139705,-50.844692,-27.815026,-32.436763,-22.786144,-40.411430,-19.348796,-27.731974,-34.390283,-32.700923,-35.794265,-27.432945,-35.215749,-19.348796,-25.531796,-37.319644,-42.918746,-32.810585,-18.591748,-31.139705,-27.731974,-25.531796,-34.430127,-46.221101,-39.989691,-34.357833,-50.844692,-34.390283,-37.319644,-34.430127
7.985500,-16.694723,-15.993224,-2.970630,-21.615455,-2.942631,-2.500341,-3.112122,-16.662097,-53.607045,-35.285934,-44.033107,-36.380672,-39.571078,-41.744768,-52.594563,-53.607045,-34.214290,-53.534236,-48.967420,-40.702840,-39.573329,-48.849495,-35.285934,-34.214290,-39.620959,-29.996011,-28.972722,-21.460916,-36.096981,-44.033107,-53.534236,-39.620959,-52.999293,-38.577516,-35.783425,-57.321091,-36.380672,-48.967420,-29.996011,-52.999293,-22.190726,-29.692816,-40.102812,-39.571078,-40.702840,-28.972722,-38.577516,-22.190726,-30.236084,-39.693643,-41.744768,-39.573329,-21.460916,-35.783425,-29.692816,-30.236084,-42.917989,-52.594563,-48.849495,-36.096981,-57.321091,-40.102812,-39.693643,-42.917989
8.233000,-20.461509,-13.976157,-2.469038,-24.873891,-2.495919,-2.170004,-2.689855,-19.151516,-57.859308,-38.161437,-47.271583,-37.945271,-42.551271,-44.980122,-54.627994,-57.859308,-39.510718,-60.566576,-49.674586,-44.953801,-42.990907,-54.519832,-38.161437,-39.510718,-41.886492,-33.931538,-31.402797,-23.219543,-37.770678,-47.271583,-60.566576,-41.886492,-51.641715,-40.617508,-38.882550,-55.795949,-37.945271,-49.674586,-33.931538,-51.641715,-23.897245,-33.151150,-42.908152,-42.551271,-44.953801,-31.402797,-40.617508,-23.897245,-33.895531,-38.562095,-44.980122,-42.990907,-23.219543,-38.882550,-33.151150,-33.895531,-50.539868,-54.627994,-54.519832,-37.770678,-55.795949,-42.908152,-38.562095,-50.539868
