"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,108.506357417951,0,-1897.54935118747,0,1771.32878377538,0,680.266847404064
0,8,5,262.47493376926,5,-1831.03944066828,5,1755.13139080073,5,843.060549774596
0,8,10,414.445917387887,10,-1750.59421439376,10,1725.57638816477,10,999.438052307465
0,8,15,563.262717325905,15,-1656.82590911002,15,1682.88870728338,15,1148.20922778508
0,8,20,707.792747877744,20,-1550.44815823911,20,1627.39322718357,20,1288.24183773156
0,8,25,846.936048241289,25,-1432.27056069781,25,1559.51230197799,25,1418.47014943122
0,8,30,979.633653883749,30,-1303.19251936099,30,1479.7625464951,30,1537.90304679801
0,8,35,1104.87565590118,35,-1164.19639606268,35,1388.75090452831,35,1645.63157336741
0,8,40,1221.70888703504,40,-1016.34003522933,40,1287.17002962735,40,1740.83585000398
0,8,45,1329.24417585057,45,-860.748713044984,45,1175.79301358641,45,1822.7913146766
0,8,50,1426.66311386831,50,-698.606573420087,50,1055.46750274884,50,1890.87423681304
0,8,55,1513.22428414676,55,-531.14761594128,55,927.109246906649,55,1944.56646426625
0,8,60,1588.26890391305,60,-359.646304389462,60,791.695129891631,60,1983.45936676506
0,8,65,1651.22583829757,65,-185.407867300863,65,650.255734899547,65,2007.25694583728
0,8,70,1701.61594701524,70,-9.75836438977473,70,503.867501129731,70,2015.77808753679
0,8,75,1739.05573091231,75,165.965405566582,75,353.644531432802,75,2008.95794083006
0,8,80,1763.26025062658,80,340.426078573926,80,200.730113315264,80,1986.84841115165
0,8,85,1774.04529514794,85,512.295903568435,85,46.2880178312393,85,1949.61776537249
0,8,90,1771.32878377538,90,680.266847404064,90,-108.506357417951,90,1897.54935118747
5,8,0,-320.718061081174,0,-1900.22800217835,0,1744.33478761708,0,273.352962392742
5,8,5,-163.074463597332,5,-1876.73247916149,5,1758.10541758344,5,441.13511121024
5,8,10,-2.10193396988871,10,-1838.06140170896,10,1757.82078608997,10,609.794734101358
5,8,15,160.901218807222,15,-1783.55933445114,15,1742.70979636494,15,777.828185087271
5,8,20,324.466351526063,20,-1712.73339245399,20,1712.12148792842,20,943.568462707516
5,8,25,486.965412995158,25,-1625.28762765506,25,1665.56353741032,25,1105.20507409218
5,8,30,646.630822486201,30,-1521.15489795744,30,1602.73983301546,30,1260.81083518582
5,8,35,801.584210607963,35,-1400.5247798219,35,1523.58492609541,35,1408.37531602938
5,8,40,949.873375329119,40,-1263.86610237427,40,1428.29319546068,40,1545.84432187989
5,8,45,1089.5162660561,45,-1111.94277512215,45,1317.34073874142,45,1671.16447757343
5,8,50,1218.55032547231,50,-945.821755214592,50,1191.49832127323,50,1782.33167417407
5,8,55,1335.08512733076,55,-766.872250887851,55,1051.83414720408,55,1877.44186471562
5,8,60,1437.35597699773,60,-576.755576500733,60,899.705741494239,60,1954.74248000306
5,8,65,1523.77600990294,65,-377.405446970217,65,736.740810349675,65,2012.68259369985
5,8,70,1592.98434058574,70,-170.998906336268,70,564.807542729127,70,2049.95991186713
5,8,75,1643.88798039411,75,40.0814959612361,75,385.975387442242,75,2065.56270394024
5,8,80,1675.69554328832,80,253.293261114806,80,202.46785175544,80,2058.80493180905
5,8,85,1687.94117548175,85,465.985839776038,85,16.6092860314985,85,2029.35306664901
5,8,90,1680.49764715704,90,675.457174058922,90,-169.232080344053,90,1977.24339853259
10,8,0,-743.797967956491,0,-1816.63019351785,0,1627.66128150686,0,-127.175361013487
10,8,5,-594.558481024575,5,-1836.63187802948,5,1675.49458067465,5,38.819777415067
10,8,10,-435.491675346586,10,-1841.97218439141,10,1711.40461132541,10,212.919970461305
10,8,15,-267.422839679562,15,-1830.6856249924,15,1733.17220234993,15,393.662047845782
10,8,20,-91.6792959000757,20,-1800.936328904,20,1738.57631587059,20,579.17742510704
10,8,25,89.8903737059182,25,-1751.10157400528,25,1725.51882535688,25,767.198764427381
10,8,30,274.928737185396,30,-1679.85771878275,30,1692.15497979815,30,955.084475978558
10,8,35,460.614794316838,35,-1586.26434767879,35,1637.02090241729,35,1139.86236866335
10,8,40,643.740991880591,40,-1469.84196680633,40,1559.14937914045,40,1318.29267264591
10,8,45,820.818516940679,45,-1330.63842057449,45,1458.16577804362,45,1486.94942467263
10,8,50,988.205333566727,50,-1169.27938553032,50,1334.35715269308,50,1642.31792576165
10,8,55,1142.24975317914,55,-986.998846809116,55,1188.7093138888,55,1780.90475399371
10,8,60,1279.44118076736,60,-785.646354013077,60,1022.90876173729,60,1899.35574766872
10,8,65,1396.55913648017,65,-567.669034653453,65,839.308686177673,65,1994.57656121825
10,8,70,1490.81174427506,70,-336.067734514497,70,640.860593394562,70,2063.84991458326
10,8,75,1559.95558899766,75,-94.3281545980291,75,431.015326071548,75,2104.9435568188
10,8,80,1602.39010853549,80,153.67064919719,80,213.59915961094,80,2116.20326579044
10,8,85,1617.22140637991,85,403.766659594955,85,-7.32785937310052,85,2096.6258936957
10,8,90,1604.29240577761,90,651.639287305,90,-227.623212313375,90,2045.90849568887
15,8,0,-1132.9334139017,0,-1649.48585765603,0,1428.92281853617,0,-496.658262896808
15,8,5,-1004.05889644555,5,-1710.33106331151,5,1513.45023828406,5,-339.752481863656
15,8,10,-858.149863790635,10,-1758.88523479668,10,1591.02039331785,10,-168.169306920091
15,8,15,-694.922306996349,15,-1791.94791686947,15,1657.54350409557,15,17.0844923166723
15,8,20,-515.049840175519,20,-1806.29987006575,20,1708.65366189752,20,214.356990975252
15,8,25,-320.250400569927,25,-1798.84086249982,25,1739.96930300069,25,421.312414252614
