"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,223.159153101436,0,1305.84552757769,0,-2436.74497193171,0,-1752.16543636745
0,8,5,9.93364723496559,5,1148.16511107633,5,-2446.92202337958,5,-1859.30985475861
0,8,10,-203.367459685063,10,981.746464798633,10,-2438.47652073762,10,-1952.30380247306
0,8,15,-415.12081744026,15,807.856135129096,15,-2411.47273938047,15,-2030.43953941743
0,8,20,-623.714855117932,20,627.817532474354,20,-2366.11619438958,20,-2093.12240545392
0,8,25,-827.562046138832,25,443.000859310892,25,-2302.75207645937,25,-2139.87534612304
0,8,30,-1025.11099029299,30,254.812682116842,30,-2221.86262478758,30,-2170.34254331611
0,8,35,-1214.85822083208,35,64.6852265517794,35,-2124.06345694382,35,-2184.29212326587
0,8,40,-1395.35964675918,40,-125.934522645351,40,-2010.09888364814,40,-2181.61792124595
0,8,45,-1565.24154323326,45,-315.595834083806,45,-1880.83624411701,45,-2162.34028954842
0,8,50,-1723.21100644465,50,-502.855270662908,50,-1737.25930508817,50,-2126.60594259066
0,8,55,-1868.06579339374,55,-686.287674999952,55,-1580.46077376176,55,-2074.68684033002
0,8,60,-1998.70347168614,60,-864.497015738418,60,-1411.63398163872,60,-2006.9781184843
0,8,65,-2114.12980970885,65,-1036.12701218955,65,-1232.0638025475,65,-1923.99508131039
0,8,70,-2213.4663433332,70,-1199.87145644731,70,-1043.11687397844,70,-1826.36927982771
0,8,75,-2295.95706155727,75,-1354.48415441932,75,-846.231196147207,75,-1714.84370533363
0,8,80,-2360.9741602061,80,-1498.78841011631,80,-642.905187944929,80,-1590.26713479101
0,8,85,-2408.02281990059,85,-1631.68598101913,85,-434.686283065624,85,-1453.58767112309
0,8,90,-2436.74497193171,90,-1752.16543636745,90,-223.159153101437,90,-1305.84552757769
5,8,0,141.273784186983,0,1399.46890585674,0,-2379.40758096851,0,-1748.94381919205
5,8,5,-50.4864468981584,5,1235.88777459229,5,-2416.65879437939,5,-1820.41658918542
5,8,10,-247.471500267005,10,1069.47858260831,10,-2437.834708144,10,-1876.59975941624
5,8,15,-448.36936111491,15,901.698184050778,15,-2442.06099777738,15,-1917.78736433206
5,8,20,-651.709858270902,20,733.89414456158,20,-2428.58393274742,20,-1944.42782135548
5,8,25,-855.879725023305,25,567.284272842264,25,-2396.79892635652,25,-1957.10058389775
5,8,30,-1059.14270858356,30,402.9405157554,30,-2346.2761011288,30,-1956.48900983523
5,8,35,-1259.66398282783,35,241.778121394956,35,-2276.78198762352,35,-1943.35025778236
5,8,40,-1455.53796233251,40,84.5508119866643,40,-2188.29667105229,40,-1918.48326199505
5,8,45,-1644.81851250712,45,-68.1475180282779,45,-2081.02592748343,45,-1882.69603903596
5,8,50,-1825.55050830057,50,-215.87434445837,50,-1955.40813478785,50,-1836.77372856734
5,8,55,-1995.80171532658,55,-358.323384144735,55,-1812.11598557788,55,-1781.44885254161
5,8,60,-2153.69404974079,60,-495.303227719966,60,-1652.05325228637,60,-1717.37528099392
5,8,65,-2297.43340868532,65,-626.71051818487,65,-1476.34704138969,65,-1645.10731238447
5,8,70,-2425.33743841837,70,-752.498792749186,70,-1286.33611066754,70,-1565.08511070061
5,8,75,-2535.8608052321,75,-872.644401422868,75,-1083.55590088741,75,-1477.62749419193
5,8,80,-2627.617735453,80,-987.111154435011,80,-869.72094767696,80,-1382.93275068591
5,8,85,-2699.4017753546,85,-1095.81551408068,85,-646.705293182676,85,-1281.087775775
5,8,90,-2750.20287153955,90,-1198.59422080183,90,-416.521419240303,90,-1172.08541093163
10,8,0,81.754885385678,0,1492.37915598522,0,-2309.00464603104,0,-1720.53943814049
10,8,5,-86.4252493406792,5,1324.52937007847,5,-2373.5311788337,5,-1760.66276266851
10,8,10,-265.257172271389,10,1158.19663391075,10,-2423.56662394422,10,-1783.41481606252
10,8,15,-453.502465982152,15,995.371178632681,15,-2457.22446828315,15,-1789.76515093102
10,8,20,-649.572558447446,20,837.840848086275,20,-2472.78404597466,20,-1780.98291315347
10,8,25,-851.562335432091,25,687.130488956835,25,-2468.75682726598,25,-1758.60022081679
10,8,30,-1057.29702999767,30,544.447870216909,30,-2443.94418999922,30,-1724.36091597009
10,8,35,-1264.39000697116,35,410.640024511981,35,-2397.48370318558,35,-1680.15590847717
10,8,40,-1470.308250284,40,286.163569771,40,-2328.88160140732,40,-1627.9473672156
10,8,45,-1672.44177396555,45,171.071957395276,45,-2238.03002921731,45,-1569.68495663032
10,8,50,-1868.17289916053,50,65.0217458372017,50,-2125.20871164783,50,-1507.21809391551
