"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,1849.31721103926,0,703.750205824566,0,292.556816419762,0,-2055.49400236058
0,8,5,1867.77800735808,5,521.924117334314,5,130.264934303812,5,-2109.00809900845
0,8,10,1872.02388524571,10,336.125871164749,10,-33.0183426183081,10,-2146.47137056896
0,8,15,1862.02253100769,15,147.769504157271,15,-196.050330016082,15,-2167.59869892459
0,8,20,1837.85006098876,20,-41.7114780025103,20,-357.590256024007,20,-2172.22929234952
0,8,25,1799.69044228149,25,-230.875010628614,25,-516.40870426469,25,-2160.32790923176
0,8,30,1747.83409262567,30,-418.28144501769,30,-671.296970449817,30,-2131.9851262831
0,8,35,1682.67567015388,35,-602.50450504494,35,-821.076261349628,35,-2087.4166491956
0,8,40,1604.71106980487,40,-782.142141986631,40,-964.606666121166,40,-2026.96167099109
0,8,45,1514.53364926362,45,-955.827204957466,45,-1100.79583171809,45,-1951.08029055742
0,8,50,1412.82971315104,50,-1122.23784575433,50,-1228.60727635695,50,-1860.35001101812
0,8,55,1300.37328983148,55,-1280.10757891926,55,-1347.06827776937,55,-1755.46134458492
0,8,60,1178.02024058944,60,-1428.23492045853,60,-1455.27727620591,60,-1637.21255734289
0,8,65,1046.70174600845,65,-1565.49253186129,65,-1552.41073585007,65,-1506.50359396351
0,8,70,907.417219124541,70,-1690.83579982635,70,-1637.72941242318,70,-1364.32922858233
0,8,75,761.226699289595,75,-1803.31078640015,75,-1710.5839792797,75,-1211.77149396712
0,8,80,609.242784631808,80,-1902.06148902063,80,-1770.41996917505,80,-1049.99144659519
0,8,85,452.622164512121,85,-1986.33635521354,85,-1816.78199409617,85,-880.2203303125
0,8,90,292.556816419762,90,-2055.49400236058,90,-1849.31721103926,90,-703.750205824566
5,8,0,1761.65816482986,0,709.007930294965,0,337.448189624237,0,-2117.83128356143
5,8,5,1784.99371830573,5,486.932154960557,5,142.11434975687,5,-2173.437995931
5,8,10,1787.59441038279,10,261.175285642241,10,-54.6142663618416,10,-2205.28782676179
5,8,15,1769.46217001244,15,34.5372680345803,15,-250.241993900265,15,-2213.27926297053
5,8,20,1730.95426014382,20,-190.223568321229,20,-442.303607645965,20,-2197.69082500786
5,8,25,1672.77226786389,25,-410.448484192018,25,-628.423759841442,25,-2159.16506352524
5,8,30,1595.93982791608,30,-623.631749296465,30,-806.373147734513,30,-2098.68280181184
5,8,35,1501.77000852614,35,-827.467759968725,35,-974.119058538418,35,-2017.52884507399
5,8,40,1391.82381336401,40,-1019.89043888023,40,-1129.86820021525,40,-1917.25069863546
5,8,45,1267.86170406449,45,-1199.10388712607,45,-1272.1001116976,45,-1799.61206882012
5,8,50,1131.79039307748,50,-1363.60368011435,50,-1399.5899343889,50,-1666.54305272092
5,8,55,985.607372251645,55,-1512.18862749414,55,-1511.41988853914,55,-1520.0889533066
5,8,60,831.345712602417,60,-1643.96322830997,60,-1606.97939783656,60,-1362.35958837943
5,8,65,671.021589390149,65,-1758.33142275026,65,-1685.95440424538,65,-1195.48080616973
5,8,70,506.586758945821,70,-1854.98255254547,70,-1748.30697313443,70,-1021.54969255229
5,8,75,339.887855283203,75,-1933.87067998437,75,-1794.24676893264,75,-842.594674543302
5,8,80,172.633910701444,80,-1995.18857352436,80,-1824.196352177,80,-660.541413509809
5,8,85,6.37296836443053,85,-2039.33774525612,85,-1838.75248612552,85,-477.185061236102
5,8,90,-157.521915449772,90,-2066.89592712416,90,-1838.64573127852,90,-294.169142893385
10,8,0,1678.61883060331,0,696.421905525445,0,384.471031059775,0,-2168.25852835653
10,8,5,1708.42510023833,5,437.24346388134,5,153.717631924685,5,-2224.08378689349
10,8,10,1709.30077279847,10,175.061649754207,10,-79.3096579073249,10,-2247.68645790353
10,8,15,1681.20064122897,15,-85.6788630950446,15,-310.320362640908,15,-2239.27013125631
10,8,20,1624.83581635398,20,-340.682542371885,20,-535.070445119255,20,-2199.75697694942
10,8,25,1541.65242931603,25,-585.931369826157,25,-749.515966883776,25,-2130.73791732324
10,8,30,1433.77616844262,30,-817.798155951043,30,-949.959747806343,30,-2034.39824909931
10,8,35,1303.92493395481,35,-1033.13981210557,35,-1133.18280012463,35,-1913.42309425726
10,8,40,1155.2939969057,40,-1229.36690815467,40,-1296.55300740882,40,-1770.88805144166
10,8,45,991.419908971816,45,-1404.48735883239,45,-1438.10477367701,45,-1610.14103258585
10,8,50,816.030874576168,50,-1557.12368195684,50,-1556.58510260317,50,-1434.68146840855
10,8,55,632.89224459197,55,-1686.50483415917,55,-1651.46366288724,55,-1248.04284975622
10,8,60,445.656139670524,60,-1792.4350384658,60,-1722.90670485989,60,-1053.68397020508
10,8,65,257.723924291715,65,-1875.2431719551,65,-1771.71704756283,65,-854.893309350658
10,8,70,72.1293408018084,70,-1935.7171038158,70,-1799.24457917558,70,-654.709831039904
10,8,75,-108.551365324789,75,-1975.0278179468,75,-1807.273634961,75,-455.862169660131
