"Freq [GHz]","dB(S(P1L,P1L)) []","mag(S(P1L,P1L)) []","ang_deg(S(P1L,P1L)) [deg]","re(S(P1L,P1L)) []","im(S(P1L,P1L)) []","re(Z(P1L,P1L)) []","im(Z(P1L,P1L)) []"
8,-5.53402575680547,0.528808846819419,28.7752312277674,0.463508811619378,0.254555255348767,102.143781797804,72.1894414373683
