"Freq [GHz]","dB(S(P1L,P1L)) []","mag(S(P1L,P1L)) []","ang_deg(S(P1L,P1L)) [deg]","re(S(P1L,P1L)) []","im(S(P1L,P1L)) []","re(Z(P1L,P1L)) []","im(Z(P1L,P1L)) []"
8,-10.0983241717141,0.312668256125311,58.2641728727633,0.164464616329703,0.265918837926099,58.6759084029277,34.5873697725688
