window_start_phi_deg,window_stop_phi_deg,sample_count,gain_total_min_dbi,gain_total_min_theta_deg,gain_total_min_phi_deg,gain_total_max_dbi,gain_total_max_theta_deg,gain_total_max_phi_deg,candidate,candidate_index
45.0,315.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
50.0,320.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
55.0,325.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
60.0,330.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
65.0,335.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
70.0,340.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
75.0,345.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
80.0,350.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
85.0,355.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
90.0,0.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
95.0,5.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
100.0,10.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
105.0,15.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
110.0,20.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
115.0,25.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
120.0,30.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
125.0,35.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
130.0,40.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
135.0,45.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
140.0,50.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
145.0,55.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
150.0,60.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
155.0,65.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
160.0,70.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
165.0,75.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
170.0,80.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
175.0,85.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
180.0,90.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
185.0,95.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
190.0,100.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
195.0,105.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
200.0,110.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
205.0,115.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
210.0,120.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
215.0,125.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
220.0,130.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
225.0,135.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
230.0,140.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
235.0,145.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
240.0,150.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
245.0,155.0,550,-7.37548148573004,55.0,245.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
250.0,160.0,550,-7.18706196097503,55.0,250.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
255.0,165.0,550,-6.06256583907157,55.0,255.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
260.0,170.0,550,-5.38585278803816,45.0,170.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
265.0,175.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
270.0,180.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
275.0,185.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
280.0,190.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
285.0,195.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
290.0,200.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
295.0,205.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
300.0,210.0,550,-5.44587033951355,45.0,175.0,3.23439861455988,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
305.0,215.0,550,-5.44587033951355,45.0,175.0,3.14955375887672,45.0,305.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
310.0,220.0,550,-5.44587033951355,45.0,175.0,2.84861928620032,45.0,310.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
315.0,225.0,550,-5.44587033951355,45.0,175.0,2.32168390558915,45.0,315.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
320.0,230.0,550,-5.44587033951355,45.0,175.0,2.01610463638323,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
325.0,235.0,550,-5.54770619600616,55.0,235.0,2.01610463638323,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
330.0,240.0,550,-6.6613225582166,55.0,240.0,2.01610463638323,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
335.0,245.0,550,-7.37548148573004,55.0,245.0,2.01610463638323,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
340.0,250.0,550,-7.37548148573004,55.0,245.0,2.01610463638323,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
345.0,255.0,550,-7.37548148573004,55.0,245.0,2.01610463638323,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
350.0,260.0,550,-7.37548148573004,55.0,245.0,2.08284251364375,80.0,260.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
355.0,265.0,550,-7.37548148573004,55.0,245.0,2.24224755095849,80.0,265.0,edgeifa_s19p0_foldpar_stub0p45_c0p150_l8p0,29
0.0,270.0,550,-7.43084395141949,55.0,245.0,2.33048759405445,80.0,270.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
5.0,275.0,550,-7.43084395141949,55.0,245.0,2.40507195342156,75.0,275.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
10.0,280.0,550,-7.43084395141949,55.0,245.0,2.43799742427087,75.0,280.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
15.0,285.0,550,-7.43084395141949,55.0,245.0,2.43799742427087,75.0,280.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
20.0,290.0,550,-7.43084395141949,55.0,245.0,2.80640507641705,45.0,290.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
25.0,295.0,550,-7.43084395141949,55.0,245.0,3.11498407436804,45.0,295.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
30.0,300.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
35.0,305.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
40.0,310.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
45.0,315.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
50.0,320.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
55.0,325.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
60.0,330.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
65.0,335.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
70.0,340.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
75.0,345.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
80.0,350.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
85.0,355.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
90.0,0.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
95.0,5.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
100.0,10.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
105.0,15.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
110.0,20.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
115.0,25.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
120.0,30.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
125.0,35.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
130.0,40.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
135.0,45.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
140.0,50.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
145.0,55.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
150.0,60.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
155.0,65.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
160.0,70.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
165.0,75.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
170.0,80.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
175.0,85.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
180.0,90.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
185.0,95.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
190.0,100.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
195.0,105.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
200.0,110.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
205.0,115.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
210.0,120.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
215.0,125.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
220.0,130.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
225.0,135.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
230.0,140.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
235.0,145.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
240.0,150.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
245.0,155.0,550,-7.43084395141949,55.0,245.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
250.0,160.0,550,-7.28273140761629,55.0,250.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
255.0,165.0,550,-6.16139809674701,55.0,255.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
260.0,170.0,550,-5.34358318057484,45.0,170.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
265.0,175.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
270.0,180.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
275.0,185.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
280.0,190.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
285.0,195.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
290.0,200.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
295.0,205.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
300.0,210.0,550,-5.41210382660959,45.0,175.0,3.24667243009899,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
305.0,215.0,550,-5.41210382660959,45.0,175.0,3.184215274387,45.0,305.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
310.0,220.0,550,-5.41210382660959,45.0,175.0,2.9120101465442,45.0,310.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
315.0,225.0,550,-5.41210382660959,45.0,175.0,2.41834706008898,45.0,315.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
320.0,230.0,550,-5.41210382660959,45.0,175.0,1.97716601730282,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
325.0,235.0,550,-5.52679388937668,55.0,235.0,1.97716601730282,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
330.0,240.0,550,-6.66758038187215,55.0,240.0,1.97716601730282,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
335.0,245.0,550,-7.43084395141949,55.0,245.0,1.97716601730282,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
340.0,250.0,550,-7.43084395141949,55.0,245.0,1.97716601730282,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
345.0,255.0,550,-7.43084395141949,55.0,245.0,1.97716601730282,90.0,65.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
350.0,260.0,550,-7.43084395141949,55.0,245.0,2.10036437104701,80.0,260.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
355.0,265.0,550,-7.43084395141949,55.0,245.0,2.24330828100462,80.0,265.0,edgeifa_s19p0_foldpar_stub0p45_c0p140_l9p5,30
0.0,270.0,550,-6.82545555992326,55.0,245.0,2.29225359805005,80.0,270.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
5.0,275.0,550,-6.82545555992326,55.0,245.0,2.41149418781152,75.0,275.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
10.0,280.0,550,-6.82545555992326,55.0,245.0,2.45877739035791,75.0,280.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
15.0,285.0,550,-6.82545555992326,55.0,245.0,2.57436423106737,45.0,285.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
20.0,290.0,550,-6.82545555992326,55.0,245.0,3.01948688495626,45.0,290.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
25.0,295.0,550,-6.82545555992326,55.0,245.0,3.30336941150395,45.0,295.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
30.0,300.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
35.0,305.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
40.0,310.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
45.0,315.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
50.0,320.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
55.0,325.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
60.0,330.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
65.0,335.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
70.0,340.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
75.0,345.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
80.0,350.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
85.0,355.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
90.0,0.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
95.0,5.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
100.0,10.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
105.0,15.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
110.0,20.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
115.0,25.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
120.0,30.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
125.0,35.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
130.0,40.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
135.0,45.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
140.0,50.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
145.0,55.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
150.0,60.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
155.0,65.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
160.0,70.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
165.0,75.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
170.0,80.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
175.0,85.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
180.0,90.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
185.0,95.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
190.0,100.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
195.0,105.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
200.0,110.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
205.0,115.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
210.0,120.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
215.0,125.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
220.0,130.0,550,-6.82545555992326,55.0,245.0,3.40611224595009,45.0,300.0,edgeifa_s19p0_foldpar_stub0p45_c0p130_l11p0,31
