"Freq [GHz]","dB(S(P1L,P1L)) []","mag(S(P1L,P1L)) []","ang_deg(S(P1L,P1L)) [deg]","re(S(P1L,P1L)) []","im(S(P1L,P1L)) []","re(Z(P1L,P1L)) []","im(Z(P1L,P1L)) []"
8,-2.66411643265035,0.735858275548791,23.5594557181525,0.674521397367064,0.294122910001284,119.12846131428,152.835101304327
