"Freq [GHz]","dB(S(P1L,P1L)) []","mag(S(P1L,P1L)) []","ang_deg(S(P1L,P1L)) [deg]","re(S(P1L,P1L)) []","im(S(P1L,P1L)) []","re(Z(P1L,P1L)) []","im(Z(P1L,P1L)) []"
8,-2.51596025368077,0.748517549827091,15.6948701551242,0.720609799157535,0.202484665486768,184.665484332074,170.070968677468
