"Freq [GHz]","dB(S(P1L,P1L)) []","mag(S(P1L,P1L)) []","ang_deg(S(P1L,P1L)) [deg]","re(S(P1L,P1L)) []","im(S(P1L,P1L)) []","re(Z(P1L,P1L)) []","im(Z(P1L,P1L)) []"
8,-7.43583162785604,0.424823388449054,41.0267852870789,0.320487951957238,0.278859075562534,75.9524185676243,51.6885242988698
