amp_b,phase_b_deg,score,avg_rms_bias_deg,p95_rms_bias_deg,avg_max_abs_bias_deg,max_abs_bias_deg,avg_valid_percent,avg_reference_monotonic_percent,curve_count,pdoa_rms_target_met,pdoa_max_target_met
1.0,-90.0,112.02666252528992,46.57987431202797,79.0333695411822,135.64958704946272,179.89332215735396,99.72888127853882,71.08763693270735,288,False,False
1.0,-92.5,112.54739385810318,46.58542124009289,78.86848524156835,135.93960957850717,179.78213721212876,99.73839421613394,71.14550730307774,288,False,False
1.025,-90.0,112.77399436306969,46.51184062852187,78.97603221160723,135.66891622569915,179.93018815715124,99.71461187214612,71.24195792036168,288,False,False
1.0,-87.5,112.81680916512252,46.65678260909743,79.19800449391649,135.487831187944,179.96711928246935,99.73839421613394,71.199302295253,288,False,False
0.975,-90.0,112.96921291835267,46.62559254303931,79.09423021938231,135.85069851151698,179.78987273748442,99.71461187214612,71.12621717962094,288,False,False
0.975,-92.5,113.49663514758196,46.645987556429645,78.9365415617704,135.96285026273324,179.5940327049527,99.7431506849315,71.20364936532776,288,False,False
1.025,-87.5,113.58198329835615,46.611160523849485,79.14771988666432,135.6218773325386,179.85320726718135,99.73839421613394,71.25717266562337,288,False,False
1.0,-85.0,113.71844117897966,46.860616892057415,79.36252261966102,135.38787565156784,179.70335094182326,99.73839421613394,71.05965266910103,288,False,False
0.975,-87.5,113.77481810602598,46.72051635811417,79.25154751793205,135.4360229199689,179.8240596280565,99.71461187214612,71.17567286434658,288,False,False
0.95,-90.0,114.01291145771408,46.72322368105926,79.15890388245846,136.10923784652817,179.95312380372218,99.69558599695586,71.24195792036168,288,False,False
1.0,-95.0,114.11854963436052,46.812185600967595,80.17912202335191,136.8891383944604,179.97601343256167,99.74790715372907,71.39274691358024,288,False,False
0.975,-95.0,114.13603418650362,46.746543466243004,78.7783111196781,136.19090709715778,179.81025797789346,99.71461187214612,71.45442097026604,288,False,False
1.05,-87.5,114.39942518471302,46.627086104725976,79.10045654291561,135.6919184122252,179.74342362899085,99.7431506849315,71.22266779690489,288,False,False
0.95,-92.5,114.52320319398872,46.73206476166662,79.00869763436633,136.22011318029757,179.77296867674454,99.70985540334856,71.43513084680926,288,False,False
1.025,-85.0,114.534694910971,46.809899801929035,79.31938504643526,135.42529158459223,179.94895606782336,99.73839421613394,71.0265062597809,288,False,False
1.025,-92.5,114.54477897058315,46.67379545958814,80.74061067937541,136.52771709276442,179.9738745767212,99.7431506849315,71.16126543209877,288,False,False
1.0,-97.5,114.6439727759308,46.94603044620256,79.77642012334975,137.0438954199804,179.88990779444987,99.67656012176559,71.40877673448097,288,False,False
0.975,-85.0,114.65997462672489,46.87278495137693,79.40865550073465,134.78702248181875,179.93897343388971,99.71461187214612,71.09878406239909,288,False,False
0.95,-87.5,114.72710255869863,46.725221343725174,79.3086136214787,134.62546669725748,179.9718502087237,99.6908295281583,71.21589878778846,288,False,False
1.0,-82.5,114.78895461439062,47.141025225274994,79.61136759124726,135.08431484754644,179.9885104559798,99.7431506849315,71.11944040787938,288,False,False
1.05,-90.0,114.83479331107365,46.64579963265126,80.95206375452614,136.401342804489,179.98262754268256,99.72412480974124,71.2770061728395,288,False,False
1.025,-95.0,114.97265320826286,46.7839250432331,80.25201894393277,136.86923413169455,179.81354317659623,99.7431506849315,71.35416666666667,288,False,False
0.925,-90.0,115.0403173596864,46.81903460146814,79.22771654046868,135.44317500414527,179.75856624609912,99.70034246575342,71.33650669448792,288,False,False
1.0,-100.0,115.13463008126857,47.24846892579602,78.99391800602926,137.3660695557052,179.98120863929722,99.67180365296804,71.58238784559207,288,False,False
0.95,-95.0,115.15188875589027,46.83166942382916,78.85778796472675,136.28646798928068,179.74568767482117,99.66704718417047,71.53158146409321,288,False,False
1.075,-87.5,115.23294692744061,46.653617981743636,79.0560012568726,135.77817437722302,179.85931578314666,99.72412480974124,71.22266779690489,288,False,False
1.05,-92.5,115.31911955717062,46.64165197468232,80.73744712020854,136.48698161571772,179.78034434187884,99.72888127853882,71.21913580246913,288,False,False
1.05,-85.0,115.39333900242777,46.8247537967624,79.4175128540317,135.5512517062932,179.60228368796652,99.72412480974124,71.08464832203096,288,False,False
0.975,-97.5,115.40919509299201,47.04919787997817,79.44027943108682,137.12564989448853,179.7487382022348,99.68131659056317,71.56635802469135,288,False,False
1.025,-97.5,115.4221456222311,46.884480153249264,79.71807073300428,137.02625263168304,179.98903740021785,99.67180365296804,71.38867153538516,288,False,False
0.95,-85.0,115.64366050656177,46.94952023373271,79.45802399116286,134.5261818446595,179.91229806112347,99.71936834094369,71.29360266537498,288,False,False
0.925,-92.5,115.64754507891503,46.888481595700064,79.08530869209837,136.31256001944396,179.81326882571386,99.68607305936072,71.49109937402191,288,False,False
1.075,-90.0,115.65849407424186,46.70506359925782,80.8517320215069,136.39979354422678,179.9839360663633,99.73839421613394,71.25771604938272,288,False,False
0.975,-82.5,115.67287214595864,47.163636504499486,79.56569496788153,134.56262841706516,179.96384512324926,99.7574200913242,71.02188749782647,288,False,False
1.0,-102.5,115.6923533752385,47.74125510753293,78.02655402026873,138.36978947735085,179.91736993076688,99.67656012176559,71.78590835134263,288,False,False
1.05,-95.0,115.73354006277877,46.74550467182913,80.1234968072958,137.0061387060563,179.97016604494468,99.73839421613394,71.21451704051469,288,False,False
