"Freq [GHz]","dB(S(P1,P1)) []","mag(S(P1,P1)) []","ang_deg(S(P1,P1)) [deg]","re(S(P1,P1)) []","im(S(P1,P1)) []","re(Z(P1,P1)) []","im(Z(P1,P1)) []"
8,-4.78602829142677,0.576366307483805,28.7366435126689,0.505380374514041,0.277107916629178,103.877448465627,86.208991644093
