"Freq [GHz]","dB(S(P1,P1)) []","mag(S(P1,P1)) []","ang_deg(S(P1,P1)) [deg]","re(S(P1,P1)) []","im(S(P1,P1)) []","re(Z(P1,P1)) []","im(Z(P1,P1)) []"
8,-0.615540601824019,0.931586035679015,136.263835980675,-0.67309972467119,0.644041382614278,2.05577660985381,20.0383000764997
