"Freq [GHz]","dB(S(P1,P1)) []","mag(S(P1,P1)) []","ang_deg(S(P1,P1)) [deg]","re(S(P1,P1)) []","im(S(P1,P1)) []","re(Z(P1,P1)) []","im(Z(P1,P1)) []"
8,-6.29917610288546,0.484218295767966,29.0163828903965,0.423439722339636,0.234874774084756,98.7560003575421,60.5990966278659
