window_start_phi_deg,window_stop_phi_deg,sample_count,gain_total_min_dbi,gain_total_min_theta_deg,gain_total_min_phi_deg,gain_total_max_dbi,gain_total_max_theta_deg,gain_total_max_phi_deg,candidate,candidate_index
50.0,320.0,90,-3.1672576315402,90.0,90.0,4.60893141428326,45.0,50.0,h5p0_l9p6_w8p2_feed1p45,2
55.0,325.0,80,-3.1672576315402,90.0,90.0,4.54282217756843,45.0,55.0,h5p0_l9p6_w8p2_feed1p45,2
60.0,330.0,70,-3.1672576315402,90.0,90.0,4.46121960219789,45.0,60.0,h5p0_l9p6_w8p2_feed1p45,2
65.0,335.0,60,-3.1672576315402,90.0,90.0,4.36117857234125,45.0,65.0,h5p0_l9p6_w8p2_feed1p45,2
70.0,340.0,50,-3.1672576315402,90.0,90.0,4.24051729869164,45.0,70.0,h5p0_l9p6_w8p2_feed1p45,2
75.0,345.0,40,-3.1672576315402,90.0,90.0,4.09837679410749,45.0,75.0,h5p0_l9p6_w8p2_feed1p45,2
80.0,350.0,30,-3.1672576315402,90.0,90.0,3.93559652156766,45.0,80.0,h5p0_l9p6_w8p2_feed1p45,2
85.0,355.0,20,-3.1672576315402,90.0,90.0,3.75478897672246,45.0,85.0,h5p0_l9p6_w8p2_feed1p45,2
90.0,0.0,20,-3.1672576315402,90.0,90.0,4.76949096146437,45.0,0.0,h5p0_l9p6_w8p2_feed1p45,2
0.0,270.0,190,-2.34756184830061,90.0,90.0,5.10111410378969,45.0,15.0,h5p8_l8p6_w8p0_feed1p20,3
5.0,275.0,180,-2.34756184830061,90.0,90.0,5.10111410378969,45.0,15.0,h5p8_l8p6_w8p0_feed1p20,3
10.0,280.0,170,-2.34756184830061,90.0,90.0,5.10111410378969,45.0,15.0,h5p8_l8p6_w8p0_feed1p20,3
15.0,285.0,160,-2.34756184830061,90.0,90.0,5.10111410378969,45.0,15.0,h5p8_l8p6_w8p0_feed1p20,3
20.0,290.0,150,-2.34756184830061,90.0,90.0,5.09528551074971,45.0,20.0,h5p8_l8p6_w8p0_feed1p20,3
25.0,295.0,140,-2.34756184830061,90.0,90.0,5.07506585202525,45.0,25.0,h5p8_l8p6_w8p0_feed1p20,3
30.0,300.0,130,-2.34756184830061,90.0,90.0,5.03432442824281,45.0,30.0,h5p8_l8p6_w8p0_feed1p20,3
35.0,305.0,120,-2.34756184830061,90.0,90.0,4.96768213594582,45.0,35.0,h5p8_l8p6_w8p0_feed1p20,3
