window_start_phi_deg,window_stop_phi_deg,sample_count,gain_total_min_dbi,gain_total_min_theta_deg,gain_total_min_phi_deg,gain_total_max_dbi,gain_total_max_theta_deg,gain_total_max_phi_deg,candidate,candidate_index
75.0,345.0,40,-3.0096165468173,90.0,90.0,4.37631938967955,45.0,75.0,h5p0_l9p6_w8p2_feed3p20,10
80.0,350.0,30,-3.0096165468173,90.0,90.0,4.10326275069416,45.0,80.0,h5p0_l9p6_w8p2_feed3p20,10
85.0,355.0,20,-3.0096165468173,90.0,90.0,3.81457318820469,45.0,85.0,h5p0_l9p6_w8p2_feed3p20,10
90.0,0.0,20,-3.0096165468173,90.0,90.0,5.8840002535035,45.0,0.0,h5p0_l9p6_w8p2_feed3p20,10
0.0,270.0,190,-2.88120493801964,90.0,30.0,3.3397607092549,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
5.0,275.0,180,-2.88120493801964,90.0,30.0,2.95079540777391,45.0,5.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
10.0,280.0,170,-2.88120493801964,90.0,30.0,2.53247895057646,45.0,10.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
15.0,285.0,160,-2.88120493801964,90.0,30.0,2.09397096115802,45.0,15.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
20.0,290.0,150,-2.88120493801964,90.0,30.0,1.64480915930823,45.0,20.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
25.0,295.0,140,-2.88120493801964,90.0,30.0,1.19491185704568,45.0,25.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
30.0,300.0,130,-2.88120493801964,90.0,30.0,0.755283071629263,45.0,30.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
35.0,305.0,120,-2.73731942262269,90.0,35.0,0.338784679102538,45.0,35.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
40.0,310.0,110,-2.45939475537703,90.0,40.0,-0.0402955637622117,45.0,40.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
45.0,315.0,100,-2.08546645149373,90.0,45.0,-0.36893712029054,45.0,45.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
50.0,320.0,90,-2.04030202539547,45.0,90.0,-0.63987540648612,45.0,50.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
55.0,325.0,80,-2.04030202539547,45.0,90.0,-0.657289332338549,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
60.0,330.0,70,-2.04030202539547,45.0,90.0,-0.657289332338549,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
65.0,335.0,60,-2.04030202539547,45.0,90.0,-0.657289332338549,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
70.0,340.0,50,-2.04030202539547,45.0,90.0,-0.683775456920143,70.0,70.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
75.0,345.0,40,-2.04030202539547,45.0,90.0,-0.792506725521241,70.0,75.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
80.0,350.0,30,-2.04030202539547,45.0,90.0,-0.957913993957026,70.0,80.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
85.0,355.0,20,-2.04030202539547,45.0,90.0,-1.15542056452785,70.0,85.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
90.0,0.0,20,-2.04030202539547,45.0,90.0,3.3397607092549,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p093_l0p64,11
0.0,270.0,190,-2.88120493801942,90.0,30.0,3.33976070925512,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
5.0,275.0,180,-2.88120493801942,90.0,30.0,2.95079540777413,45.0,5.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
10.0,280.0,170,-2.88120493801942,90.0,30.0,2.53247895057668,45.0,10.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
15.0,285.0,160,-2.88120493801942,90.0,30.0,2.09397096115824,45.0,15.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
20.0,290.0,150,-2.88120493801942,90.0,30.0,1.64480915930845,45.0,20.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
25.0,295.0,140,-2.88120493801942,90.0,30.0,1.1949118570459,45.0,25.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
30.0,300.0,130,-2.88120493801942,90.0,30.0,0.755283071629485,45.0,30.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
35.0,305.0,120,-2.73731942262247,90.0,35.0,0.338784679102758,45.0,35.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
40.0,310.0,110,-2.45939475537681,90.0,40.0,-0.0402955637619908,45.0,40.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
45.0,315.0,100,-2.08546645149351,90.0,45.0,-0.368937120290319,45.0,45.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
50.0,320.0,90,-2.04030202539525,45.0,90.0,-0.639875406485899,45.0,50.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
55.0,325.0,80,-2.04030202539525,45.0,90.0,-0.657289332338328,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
60.0,330.0,70,-2.04030202539525,45.0,90.0,-0.657289332338328,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
65.0,335.0,60,-2.04030202539525,45.0,90.0,-0.657289332338328,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
70.0,340.0,50,-2.04030202539525,45.0,90.0,-0.683775456919921,70.0,70.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
75.0,345.0,40,-2.04030202539525,45.0,90.0,-0.79250672552102,70.0,75.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
80.0,350.0,30,-2.04030202539525,45.0,90.0,-0.957913993956805,70.0,80.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
85.0,355.0,20,-2.04030202539525,45.0,90.0,-1.15542056452763,70.0,85.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
90.0,0.0,20,-2.04030202539525,45.0,90.0,3.33976070925512,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p085_l0p70,12
0.0,270.0,190,-2.88120493801958,90.0,30.0,3.33976070925496,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
5.0,275.0,180,-2.88120493801958,90.0,30.0,2.95079540777397,45.0,5.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
10.0,280.0,170,-2.88120493801958,90.0,30.0,2.53247895057652,45.0,10.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
15.0,285.0,160,-2.88120493801958,90.0,30.0,2.09397096115808,45.0,15.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
20.0,290.0,150,-2.88120493801958,90.0,30.0,1.64480915930829,45.0,20.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
25.0,295.0,140,-2.88120493801958,90.0,30.0,1.19491185704574,45.0,25.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
30.0,300.0,130,-2.88120493801958,90.0,30.0,0.755283071629322,45.0,30.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
35.0,305.0,120,-2.73731942262263,90.0,35.0,0.338784679102596,45.0,35.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
40.0,310.0,110,-2.45939475537697,90.0,40.0,-0.0402955637621533,45.0,40.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
45.0,315.0,100,-2.08546645149367,90.0,45.0,-0.368937120290481,45.0,45.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
50.0,320.0,90,-2.04030202539541,45.0,90.0,-0.639875406486062,45.0,50.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
55.0,325.0,80,-2.04030202539541,45.0,90.0,-0.657289332338491,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
60.0,330.0,70,-2.04030202539541,45.0,90.0,-0.657289332338491,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
65.0,335.0,60,-2.04030202539541,45.0,90.0,-0.657289332338491,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
70.0,340.0,50,-2.04030202539541,45.0,90.0,-0.683775456920084,70.0,70.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
75.0,345.0,40,-2.04030202539541,45.0,90.0,-0.792506725521183,70.0,75.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
80.0,350.0,30,-2.04030202539541,45.0,90.0,-0.957913993956968,70.0,80.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
85.0,355.0,20,-2.04030202539541,45.0,90.0,-1.15542056452779,70.0,85.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
90.0,0.0,20,-2.04030202539541,45.0,90.0,3.33976070925496,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p105_l0p58,13
0.0,270.0,190,-2.8812049380197,90.0,30.0,3.33976070925484,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
5.0,275.0,180,-2.8812049380197,90.0,30.0,2.95079540777384,45.0,5.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
10.0,280.0,170,-2.8812049380197,90.0,30.0,2.5324789505764,45.0,10.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
15.0,285.0,160,-2.8812049380197,90.0,30.0,2.09397096115796,45.0,15.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
20.0,290.0,150,-2.8812049380197,90.0,30.0,1.64480915930817,45.0,20.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
25.0,295.0,140,-2.8812049380197,90.0,30.0,1.19491185704561,45.0,25.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
30.0,300.0,130,-2.8812049380197,90.0,30.0,0.7552830716292,45.0,30.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
35.0,305.0,120,-2.73731942262275,90.0,35.0,0.338784679102475,45.0,35.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
40.0,310.0,110,-2.45939475537709,90.0,40.0,-0.0402955637622745,45.0,40.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
45.0,315.0,100,-2.08546645149379,90.0,45.0,-0.368937120290603,45.0,45.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
50.0,320.0,90,-2.04030202539553,45.0,90.0,-0.639875406486183,45.0,50.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
55.0,325.0,80,-2.04030202539553,45.0,90.0,-0.657289332338612,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
60.0,330.0,70,-2.04030202539553,45.0,90.0,-0.657289332338612,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
65.0,335.0,60,-2.04030202539553,45.0,90.0,-0.657289332338612,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
70.0,340.0,50,-2.04030202539553,45.0,90.0,-0.683775456920205,70.0,70.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
75.0,345.0,40,-2.04030202539553,45.0,90.0,-0.792506725521304,70.0,75.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
80.0,350.0,30,-2.04030202539553,45.0,90.0,-0.957913993957089,70.0,80.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
85.0,355.0,20,-2.04030202539553,45.0,90.0,-1.15542056452791,70.0,85.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
90.0,0.0,20,-2.04030202539553,45.0,90.0,3.33976070925484,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p45_l0p24,14
0.0,270.0,190,-2.88120493801949,90.0,30.0,3.33976070925505,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
5.0,275.0,180,-2.88120493801949,90.0,30.0,2.95079540777406,45.0,5.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
10.0,280.0,170,-2.88120493801949,90.0,30.0,2.53247895057661,45.0,10.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
15.0,285.0,160,-2.88120493801949,90.0,30.0,2.09397096115817,45.0,15.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
20.0,290.0,150,-2.88120493801949,90.0,30.0,1.64480915930838,45.0,20.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
25.0,295.0,140,-2.88120493801949,90.0,30.0,1.19491185704583,45.0,25.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
30.0,300.0,130,-2.88120493801949,90.0,30.0,0.755283071629413,45.0,30.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
35.0,305.0,120,-2.73731942262254,90.0,35.0,0.338784679102688,45.0,35.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
40.0,310.0,110,-2.45939475537688,90.0,40.0,-0.0402955637620614,45.0,40.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
45.0,315.0,100,-2.08546645149358,90.0,45.0,-0.36893712029039,45.0,45.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
50.0,320.0,90,-2.04030202539532,45.0,90.0,-0.63987540648597,45.0,50.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
55.0,325.0,80,-2.04030202539532,45.0,90.0,-0.657289332338399,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
60.0,330.0,70,-2.04030202539532,45.0,90.0,-0.657289332338399,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
65.0,335.0,60,-2.04030202539532,45.0,90.0,-0.657289332338399,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
70.0,340.0,50,-2.04030202539532,45.0,90.0,-0.683775456919993,70.0,70.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
75.0,345.0,40,-2.04030202539532,45.0,90.0,-0.792506725521091,70.0,75.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
80.0,350.0,30,-2.04030202539532,45.0,90.0,-0.957913993956876,70.0,80.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
85.0,355.0,20,-2.04030202539532,45.0,90.0,-1.1554205645277,70.0,85.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
90.0,0.0,20,-2.04030202539532,45.0,90.0,3.33976070925505,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p65_l0p20,15
0.0,270.0,190,-2.88120493801968,90.0,30.0,3.33976070925486,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
5.0,275.0,180,-2.88120493801968,90.0,30.0,2.95079540777386,45.0,5.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
10.0,280.0,170,-2.88120493801968,90.0,30.0,2.53247895057642,45.0,10.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
15.0,285.0,160,-2.88120493801968,90.0,30.0,2.09397096115798,45.0,15.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
20.0,290.0,150,-2.88120493801968,90.0,30.0,1.64480915930819,45.0,20.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
25.0,295.0,140,-2.88120493801968,90.0,30.0,1.19491185704564,45.0,25.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
30.0,300.0,130,-2.88120493801968,90.0,30.0,0.75528307162922,45.0,30.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
35.0,305.0,120,-2.73731942262273,90.0,35.0,0.338784679102494,45.0,35.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
40.0,310.0,110,-2.45939475537707,90.0,40.0,-0.0402955637622546,45.0,40.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
45.0,315.0,100,-2.08546645149377,90.0,45.0,-0.368937120290583,45.0,45.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
50.0,320.0,90,-2.04030202539551,45.0,90.0,-0.639875406486163,45.0,50.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
55.0,325.0,80,-2.04030202539551,45.0,90.0,-0.657289332338591,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
60.0,330.0,70,-2.04030202539551,45.0,90.0,-0.657289332338591,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
65.0,335.0,60,-2.04030202539551,45.0,90.0,-0.657289332338591,70.0,65.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
70.0,340.0,50,-2.04030202539551,45.0,90.0,-0.683775456920185,70.0,70.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
75.0,345.0,40,-2.04030202539551,45.0,90.0,-0.792506725521284,70.0,75.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
80.0,350.0,30,-2.04030202539551,45.0,90.0,-0.957913993957069,70.0,80.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
85.0,355.0,20,-2.04030202539551,45.0,90.0,-1.15542056452789,70.0,85.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
90.0,0.0,20,-2.04030202539551,45.0,90.0,3.33976070925486,45.0,0.0,h5p0_l8p8_w8p0_feed3p80_c0p90_l0p16,16
0.0,270.0,190,-2.40711489721259,90.0,90.0,6.28053425245999,45.0,0.0,h5p0_l8p8_w8p0_feed5p50,17
5.0,275.0,180,-2.40711489721259,90.0,90.0,6.27729365651957,45.0,5.0,h5p0_l8p8_w8p0_feed5p50,17
10.0,280.0,170,-2.40711489721259,90.0,90.0,6.26411548263015,45.0,10.0,h5p0_l8p8_w8p0_feed5p50,17
15.0,285.0,160,-2.40711489721259,90.0,90.0,6.23983393435327,45.0,15.0,h5p0_l8p8_w8p0_feed5p50,17
20.0,290.0,150,-2.40711489721259,90.0,90.0,6.20325560703223,45.0,20.0,h5p0_l8p8_w8p0_feed5p50,17
25.0,295.0,140,-2.40711489721259,90.0,90.0,6.15291867505463,45.0,25.0,h5p0_l8p8_w8p0_feed5p50,17
30.0,300.0,130,-2.40711489721259,90.0,90.0,6.08695113558815,45.0,30.0,h5p0_l8p8_w8p0_feed5p50,17
35.0,305.0,120,-2.40711489721259,90.0,90.0,6.00316117178269,45.0,35.0,h5p0_l8p8_w8p0_feed5p50,17
40.0,310.0,110,-2.40711489721259,90.0,90.0,5.89933974763642,45.0,40.0,h5p0_l8p8_w8p0_feed5p50,17
45.0,315.0,100,-2.40711489721259,90.0,90.0,5.77362974019709,45.0,45.0,h5p0_l8p8_w8p0_feed5p50,17
50.0,320.0,90,-2.40711489721259,90.0,90.0,5.62477839468139,45.0,50.0,h5p0_l8p8_w8p0_feed5p50,17
55.0,325.0,80,-2.40711489721259,90.0,90.0,5.45214910778328,45.0,55.0,h5p0_l8p8_w8p0_feed5p50,17
60.0,330.0,70,-2.40711489721259,90.0,90.0,5.25548695095245,45.0,60.0,h5p0_l8p8_w8p0_feed5p50,17
65.0,335.0,60,-2.40711489721259,90.0,90.0,5.03455642240999,45.0,65.0,h5p0_l8p8_w8p0_feed5p50,17
70.0,340.0,50,-2.40711489721259,90.0,90.0,4.78885301846846,45.0,70.0,h5p0_l8p8_w8p0_feed5p50,17
75.0,345.0,40,-2.40711489721259,90.0,90.0,4.51759681811181,45.0,75.0,h5p0_l8p8_w8p0_feed5p50,17
80.0,350.0,30,-2.40711489721259,90.0,90.0,4.22012559613768,45.0,80.0,h5p0_l8p8_w8p0_feed5p50,17
85.0,355.0,20,-2.40711489721259,90.0,90.0,3.89662777879305,45.0,85.0,h5p0_l8p8_w8p0_feed5p50,17
90.0,0.0,20,-2.40711489721259,90.0,90.0,6.28053425245999,45.0,0.0,h5p0_l8p8_w8p0_feed5p50,17
0.0,270.0,190,-2.2036791768713,90.0,90.0,6.09755295241402,45.0,10.0,h5p0_l8p8_w8p0_feed7p00,18
5.0,275.0,180,-2.2036791768713,90.0,90.0,6.09755295241402,45.0,10.0,h5p0_l8p8_w8p0_feed7p00,18
10.0,280.0,170,-2.2036791768713,90.0,90.0,6.09755295241402,45.0,10.0,h5p0_l8p8_w8p0_feed7p00,18
15.0,285.0,160,-2.2036791768713,90.0,90.0,6.0960848414807,45.0,15.0,h5p0_l8p8_w8p0_feed7p00,18
20.0,290.0,150,-2.2036791768713,90.0,90.0,6.08506350637943,45.0,20.0,h5p0_l8p8_w8p0_feed7p00,18
25.0,295.0,140,-2.2036791768713,90.0,90.0,6.06129696316643,45.0,25.0,h5p0_l8p8_w8p0_feed7p00,18
30.0,300.0,130,-2.2036791768713,90.0,90.0,6.02141288300265,45.0,30.0,h5p0_l8p8_w8p0_feed7p00,18
35.0,305.0,120,-2.2036791768713,90.0,90.0,5.96221027766771,45.0,35.0,h5p0_l8p8_w8p0_feed7p00,18
40.0,310.0,110,-2.2036791768713,90.0,90.0,5.88114424299661,45.0,40.0,h5p0_l8p8_w8p0_feed7p00,18
45.0,315.0,100,-2.2036791768713,90.0,90.0,5.77673983606782,45.0,45.0,h5p0_l8p8_w8p0_feed7p00,18
50.0,320.0,90,-2.2036791768713,90.0,90.0,5.64872246078887,45.0,50.0,h5p0_l8p8_w8p0_feed7p00,18
55.0,325.0,80,-2.2036791768713,90.0,90.0,5.49776625009614,45.0,55.0,h5p0_l8p8_w8p0_feed7p00,18
60.0,330.0,70,-2.2036791768713,90.0,90.0,5.32494327324875,45.0,60.0,h5p0_l8p8_w8p0_feed7p00,18
65.0,335.0,60,-2.2036791768713,90.0,90.0,5.13111439930731,45.0,65.0,h5p0_l8p8_w8p0_feed7p00,18
70.0,340.0,50,-2.2036791768713,90.0,90.0,4.91655197377383,45.0,70.0,h5p0_l8p8_w8p0_feed7p00,18
75.0,345.0,40,-2.2036791768713,90.0,90.0,4.68098669861308,45.0,75.0,h5p0_l8p8_w8p0_feed7p00,18
80.0,350.0,30,-2.2036791768713,90.0,90.0,4.4240634432265,45.0,80.0,h5p0_l8p8_w8p0_feed7p00,18
85.0,355.0,20,-2.2036791768713,90.0,90.0,4.14597410931131,45.0,85.0,h5p0_l8p8_w8p0_feed7p00,18
90.0,0.0,20,-2.2036791768713,90.0,90.0,6.0830089742504,45.0,0.0,h5p0_l8p8_w8p0_feed7p00,18
0.0,270.0,190,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
5.0,275.0,180,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
10.0,280.0,170,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
15.0,285.0,160,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
20.0,290.0,150,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
25.0,295.0,140,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
30.0,300.0,130,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
35.0,305.0,120,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
40.0,310.0,110,-1.45555695373393,90.0,90.0,5.7438264248653,45.0,40.0,h5p0_l8p8_w8p0_feed8p00,19
45.0,315.0,100,-1.45555695373393,90.0,90.0,5.71582686883414,45.0,45.0,h5p0_l8p8_w8p0_feed8p00,19
50.0,320.0,90,-1.45555695373393,90.0,90.0,5.65548498901993,45.0,50.0,h5p0_l8p8_w8p0_feed8p00,19
55.0,325.0,80,-1.45555695373393,90.0,90.0,5.56249238362663,45.0,55.0,h5p0_l8p8_w8p0_feed8p00,19
60.0,330.0,70,-1.45555695373393,90.0,90.0,5.43912832381422,45.0,60.0,h5p0_l8p8_w8p0_feed8p00,19
65.0,335.0,60,-1.45555695373393,90.0,90.0,5.28918258727214,45.0,65.0,h5p0_l8p8_w8p0_feed8p00,19
70.0,340.0,50,-1.45555695373393,90.0,90.0,5.11665741034159,45.0,70.0,h5p0_l8p8_w8p0_feed8p00,19
75.0,345.0,40,-1.45555695373393,90.0,90.0,4.92467491634436,45.0,75.0,h5p0_l8p8_w8p0_feed8p00,19
80.0,350.0,30,-1.45555695373393,90.0,90.0,4.71490635988245,45.0,80.0,h5p0_l8p8_w8p0_feed8p00,19
85.0,355.0,20,-1.45555695373393,90.0,90.0,4.48760143155005,45.0,85.0,h5p0_l8p8_w8p0_feed8p00,19
90.0,0.0,20,-1.45555695373393,90.0,90.0,5.51695957850679,45.0,0.0,h5p0_l8p8_w8p0_feed8p00,19
0.0,270.0,190,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
5.0,275.0,180,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
10.0,280.0,170,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
15.0,285.0,160,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
20.0,290.0,150,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
25.0,295.0,140,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
30.0,300.0,130,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
35.0,305.0,120,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
40.0,310.0,110,-1.99014403269599,90.0,65.0,5.52206288980842,45.0,40.0,h5p0_l10p4_w8p6_feed8p80,20
45.0,315.0,100,-1.99014403269599,90.0,65.0,5.50064642154084,45.0,45.0,h5p0_l10p4_w8p6_feed8p80,20
50.0,320.0,90,-1.99014403269599,90.0,65.0,5.44301122537806,45.0,50.0,h5p0_l10p4_w8p6_feed8p80,20
55.0,325.0,80,-1.99014403269599,90.0,65.0,5.34973017196121,45.0,55.0,h5p0_l10p4_w8p6_feed8p80,20
60.0,330.0,70,-1.99014403269599,90.0,65.0,5.22580347782517,45.0,60.0,h5p0_l10p4_w8p6_feed8p80,20
65.0,335.0,60,-1.99014403269599,90.0,65.0,5.07889121216118,45.0,65.0,h5p0_l10p4_w8p6_feed8p80,20
70.0,340.0,50,-1.98499309317377,90.0,70.0,4.91689278293569,45.0,70.0,h5p0_l10p4_w8p6_feed8p80,20
75.0,345.0,40,-1.88868596887213,90.0,75.0,4.74570661442272,45.0,75.0,h5p0_l10p4_w8p6_feed8p80,20
80.0,350.0,30,-1.83921701546245,90.0,90.0,4.56791959552789,45.0,80.0,h5p0_l10p4_w8p6_feed8p80,20
