"Phi [deg]","Freq [GHz]","Theta [deg]","dB(GainTotal) []","Theta [deg]","dB(RealizedGainTotal) []"
0,8,0,4.3313966439513,0,-4.45801521763031
5,8,0,4.3313966439513,0,-4.45801521763031
10,8,0,4.3313966439513,0,-4.4580152176303
15,8,0,4.3313966439513,0,-4.4580152176303
20,8,0,4.3313966439513,0,-4.4580152176303
25,8,0,4.3313966439513,0,-4.4580152176303
30,8,0,4.3313966439513,0,-4.4580152176303
35,8,0,4.3313966439513,0,-4.4580152176303
40,8,0,4.3313966439513,0,-4.4580152176303
45,8,0,4.3313966439513,0,-4.4580152176303
50,8,0,4.3313966439513,0,-4.4580152176303
55,8,0,4.3313966439513,0,-4.4580152176303
60,8,0,4.3313966439513,0,-4.4580152176303
65,8,0,4.3313966439513,0,-4.4580152176303
70,8,0,4.3313966439513,0,-4.4580152176303
75,8,0,4.3313966439513,0,-4.4580152176303
80,8,0,4.3313966439513,0,-4.4580152176303
85,8,0,4.3313966439513,0,-4.4580152176303
90,8,0,4.3313966439513,0,-4.4580152176303
0,8,5,4.5709371667544,5,-4.21847469482721
5,8,5,4.57679071362361,5,-4.21262114795799
10,8,5,4.57929831095979,5,-4.21011355062182
15,8,5,4.57861750685996,5,-4.21079435472164
20,8,5,4.57494035657295,5,-4.21447150500866
25,8,5,4.56848763237171,5,-4.2209242292099
30,8,5,4.55950289052586,5,-4.22990897105575
35,8,5,4.54824646340551,5,-4.2411653981761
40,8,5,4.53498944051981,5,-4.2544224210618
45,8,5,4.52000770295045,5,-4.26940415863116
50,8,5,4.50357608058198,5,-4.28583578099963
55,8,5,4.48596270969618,5,-4.30344915188543
60,8,5,4.46742367845445,5,-4.32198818312716
65,8,5,4.4481980578727,5,-4.34121380370891
70,8,5,4.42850342436896,5,-4.36090843721265
75,8,5,4.40853198521897,5,-4.38087987636264
80,8,5,4.38844741894652,5,-4.40096444263509
85,8,5,4.36838253784761,5,-4.421029323734
90,8,5,4.34843786899891,5,-4.4409739925827
0,8,10,4.71159763619284,10,-4.07781422538876
5,8,10,4.70710517169973,10,-4.08230668988187
10,8,10,4.69469833804713,10,-4.09471352353448
15,8,10,4.67506660746268,10,-4.11434525411892
20,8,10,4.64896259730836,10,-4.14044926427325
25,8,10,4.61718893448327,10,-4.17222292709833
30,8,10,4.58058559618667,10,-4.20882626539494
35,8,10,4.54001735759731,10,-4.2493945039843
40,8,10,4.49636096198951,10,-4.29305089959209
45,8,10,4.45049167763657,10,-4.33892018394503
50,8,10,4.40326901871643,10,-4.38614284286517
55,8,10,4.35552157244026,10,-4.43389028914135
60,8,10,4.30803106970621,10,-4.4813807918754
65,8,10,4.26151603414637,10,-4.52789582743523
70,8,10,4.21661551739972,10,-4.57279634418189
75,8,10,4.1738735558335,10,-4.61553830574811
80,8,10,4.13372505438775,10,-4.65568680719386
85,8,10,4.09648381552539,10,-4.69292804605621
90,8,10,4.06233339213643,10,-4.72707846944517
0,8,15,4.75459216589739,15,-4.03481969568421
5,8,15,4.72317130482131,15,-4.06624055676029
10,8,15,4.6790570980717,15,-4.11035476350991
15,8,15,4.62364257428219,15,-4.16576928729941
20,8,15,4.55838684501465,15,-4.23102501656696
25,8,15,4.4848040811733,15,-4.3046077804083
30,8,15,4.40445474047135,15,-4.38495712111025
35,8,15,4.3189371275938,15,-4.4704747339878
40,8,15,4.22987702912951,15,-4.5595348324521
45,8,15,4.13891325795891,15,-4.6504986036227
50,8,15,4.04767750514476,15,-4.74173435643685
55,8,15,3.9577678358912,15,-4.83164402569041
60,8,15,3.87071627162576,15,-4.91869558995585
65,8,15,3.78795191531776,15,-5.00145994626385
70,8,15,3.71076177930598,15,-5.07865008227562
75,8,15,3.64025174955222,15,-5.14916011202939
80,8,15,3.5773099926973,15,-5.2121018688843
85,8,15,3.52257472579588,15,-5.26683713578572
90,8,15,3.47640781808971,15,-5.3130040434919
0,8,20,4.7031455627605,20,-4.0862662988211
5,8,20,4.62944426372203,20,-4.15996759785958
10,8,20,4.53860605380584,20,-4.25080580777576
15,8,20,4.43273995482466,20,-4.35667190675694
20,8,20,4.31400745635034,20,-4.47540440523126
25,8,20,4.1846236419955,20,-4.60478821958611
30,8,20,4.04686666243624,20,-4.74254519914537
35,8,20,3.90308951555369,20,-4.88632234602791
40,8,20,3.75572595836576,20,-5.03368590321584
45,8,20,3.60728240793662,20,-5.18212945364499
50,8,20,3.46031021066628,20,-5.32910165091533
55,8,20,3.31735709317647,20,-5.47205476840514
60,8,20,3.1809015798653,20,-5.60851028171631
65,8,20,3.05327798170463,20,-5.73613387987698
70,8,20,2.93660090799014,20,-5.85281095359147
75,8,20,2.83269676737913,20,-5.95671509420248
80,8,20,2.74304619292355,20,-6.04636566865806
85,8,20,2.66873733928712,20,-6.12067452229448
90,8,20,2.61042724161808,20,-6.17898461996353
0,8,25,4.56305727975876,25,-4.22635458182285
5,8,25,4.43444863074056,25,-4.35496323084105
10,8,25,4.28475771646853,25,-4.50465414511308
15,8,25,4.11677248870977,25,-4.67263937287184
20,8,25,3.93332014429633,25,-4.85609171728528
25,8,25,3.73728551027144,25,-5.05212635131017
30,8,25,3.53165547913215,25,-5.25775638244945
35,8,25,3.31957235950726,25,-5.46983950207435
40,8,25,3.10437025537421,25,-5.68504160620739
45,8,25,2.88956854171047,25,-5.89984331987114
50,8,25,2.67880717133027,25,-6.11060469025134
55,8,25,2.47572730524124,25,-6.31368455634036
60,8,25,2.28382056075951,25,-6.5055913008221
65,8,25,2.10628224575344,25,-6.68312961582817
70,8,25,1.94590210000429,25,-6.84350976157732
75,8,25,1.80501032027885,25,-6.98440154130275
80,8,25,1.68547375162509,25,-7.10393810995652
85,8,25,1.58871719726364,25,-7.20069466431796
90,8,25,1.51573609551926,25,-7.27367576606234
0,8,30,4.34331401248853,30,-4.44609784909308
5,8,30,4.15105529166648,30,-4.63835656991512
10,8,30,3.9342835071724,30,-4.85512835440921
15,8,30,3.69651597799762,30,-5.09289588358399
20,8,30,3.44131553582571,30,-5.34809632575589
25,8,30,3.17232726322981,30,-5.61708459835179
30,8,30,2.893384196818,30,-5.89602766476361
35,8,30,2.60863564531263,30,-6.18077621626898
40,8,30,2.32262145281095,30,-6.46679040877065
45,8,30,2.04021573175467,30,-6.74919612982694
50,8,30,1.76640460179739,30,-7.02300725978421
55,8,30,1.50593406612938,30,-7.28347779545222
60,8,30,1.26293444812219,30,-7.52647741345942
65,8,30,1.04065704870131,30,-7.74875481288029
70,8,30,0.841424002064656,30,-7.94798785951695
75,8,30,0.66680661564573,30,-8.12260524593588
80,8,30,0.517954200341624,30,-8.27145766123998
85,8,30,0.395939878838449,30,-8.39347198274316
90,8,30,0.301991147653133,30,-8.48742071392847
0,8,35,4.05623532590556,35,-4.73317653567604
5,8,35,3.79618803270629,35,-4.99322382887532
10,8,35,3.50883533339642,35,-5.28057652818519
15,8,35,3.19871932678654,35,-5.59069253479507
20,8,35,2.87047781802156,35,-5.91893404356005
25,8,35,2.52889910568054,35,-6.26051275590106
30,8,35,2.17914070397939,35,-6.61027115760221
35,8,35,1.82699279170782,35,-6.96241906987379
40,8,35,1.47897224629069,35,-7.31043961529092
45,8,35,1.14203626253583,35,-7.64737559904577
50,8,35,0.822851152322113,35,-7.96656070925949
55,8,35,0.526802069649804,35,-8.2626097919318
60,8,35,0.257143820774674,35,-8.53226804080693
65,8,35,0.0147079608282121,35,-8.77470390075339
70,8,35,-0.201650909481263,35,-8.99106277106287
75,8,35,-0.394028148335246,35,-9.18344000991685
80,8,35,-0.564251780854359,35,-9.35366364243596
85,8,35,-0.712874454067801,35,-9.50228631564941
90,8,35,-0.838619644082208,35,-9.62803150566381
0,8,40,3.71662197832339,40,-5.07278988325821
5,8,40,3.38949215770131,40,-5.3999197038803
10,8,40,3.03326597348263,40,-5.75614588809897
15,8,40,2.65420842196413,40,-6.13520343961747
20,8,40,2.2587978480208,40,-6.5306140135608
25,8,40,1.85378787237319,40,-6.93562398920842
30,8,40,1.44662606161041,40,-7.3427857999712
35,8,40,1.04594201034541,40,-7.74346985123619
40,8,40,0.661552138120571,40,-8.12785972346104
45,8,40,0.303460739879242,40,-8.48595112170236
50,8,40,-0.0201661567581778,40,-8.80957801833978
55,8,40,-0.305294761952017,40,-9.09470662353362
60,8,40,-0.55334465643217,40,-9.34275651801378
65,8,40,-0.770662009850233,40,-9.56007387143184
70,8,40,-0.966312414488767,40,-9.75572427607037
75,8,40,-1.14923483780666,40,-9.93864669938826
80,8,40,-1.32587565324687,40,-10.1152875148285
85,8,40,-1.49886837051206,40,-10.2882802320937
90,8,40,-1.66671219167259,40,-10.4561240532542
0,8,45,3.33976070925505,45,-5.44965115232656
5,8,45,2.95079540777406,45,-5.83861645380755
10,8,45,2.53247895057661,45,-6.256932911005
15,8,45,2.09397096115817,45,-6.69544090042343
20,8,45,1.64480915930838,45,-7.14460270227323
