"Freq [GHz]","dB(S(P1,P1)) []","mag(S(P1,P1)) []","ang_deg(S(P1,P1)) [deg]","re(S(P1,P1)) []","im(S(P1,P1)) []","re(Z(P1,P1)) []","im(Z(P1,P1)) []"
8,-2.98369722908497,0.709275793911469,22.295828370038,0.656248451463098,0.269091288935616,130.375757353821,141.199494942397
