"Freq [GHz]","dB(S(P1,P1)) []","mag(S(P1,P1)) []","ang_deg(S(P1,P1)) [deg]","re(S(P1,P1)) []","im(S(P1,P1)) []","re(Z(P1,P1)) []","im(Z(P1,P1)) []"
8,-3.22135666985247,0.690132002055481,20.6681701027063,0.645715282146356,0.243585620806643,141.658977930829,131.773595556931
