"Freq [GHz]","dB(S(P1,P1)) []","mag(S(P1,P1)) []","ang_deg(S(P1,P1)) [deg]","re(S(P1,P1)) []","im(S(P1,P1)) []","re(Z(P1,P1)) []","im(Z(P1,P1)) []"
8,-10.9704456097873,0.282798902378921,0.308648108800063,0.28279479912258,0.00152340931526285,89.4294808561338,0.296160944871343
