"Freq [GHz]","dB(S(P1,P1)) []","mag(S(P1,P1)) []","ang_deg(S(P1,P1)) [deg]","re(S(P1,P1)) []","im(S(P1,P1)) []","re(Z(P1,P1)) []","im(Z(P1,P1)) []"
8,-2.22021026403071,0.774443050213609,19.5708346663023,0.729701992928158,0.259416729492976,142.57748515106,184.824971197779
