freq_ghz,baseline,phi_deg,linear_pol_deg,theta_deg,measured_pdoa_deg,nominal_pdoa_deg,raw_residual_wrapped_deg,raw_residual_unwrapped_deg,raw_residual_centered_deg,phase_center_delta_x_mm,phase_center_delta_y_mm,phase_center_delta_mag_mm,calibrated_residual_deg,left_mag,right_mag,ux,uy,group
7.738000,E1-E3,45.000000,0.000000,220.000000,11.141229,-101.537611,112.678840,-247.321160,85.106152,2.409750,-3.103823,3.929454,82.174801,3860.605772,2383.494154,-0.454519,-0.454519,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,225.000000,6.512999,-111.697756,118.210755,-241.789245,90.638067,2.409750,-3.103823,3.929454,87.413397,3904.482852,2044.309181,-0.500000,-0.500000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,230.000000,-4.908721,-121.007813,116.099092,-243.900908,88.526404,2.409750,-3.103823,3.929454,85.032956,3845.831995,1803.383045,-0.541675,-0.541675,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,235.000000,-26.783119,-129.396927,102.613809,-257.386191,75.041121,2.409750,-3.103823,3.929454,71.305483,3717.288956,1701.218693,-0.579228,-0.579228,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,240.000000,-53.591314,-136.801253,83.209939,-276.790061,55.637252,2.409750,-3.103823,3.929454,51.687853,3558.994564,1742.049041,-0.612372,-0.612372,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,245.000000,-72.610256,-143.164439,70.554183,-289.445817,42.981495,2.409750,-3.103823,3.929454,38.848394,3416.465614,1897.229884,-0.640856,-0.640856,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,250.000000,-83.188872,-148.438057,65.249185,-294.750815,37.676498,2.409750,-3.103823,3.929454,33.391150,3335.711768,2131.898269,-0.664463,-0.664463,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,255.000000,-89.391545,-152.581972,63.190427,-296.809573,35.617740,2.409750,-3.103823,3.929454,31.212758,3355.398639,2423.654112,-0.683013,-0.683013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,260.000000,-93.884359,-155.564645,61.680287,-298.319713,34.107599,2.409750,-3.103823,3.929454,29.616509,3498.788104,2764.053040,-0.696364,-0.696364,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,265.000000,-98.297080,-157.363378,59.066298,-300.933702,31.493610,2.409750,-3.103823,3.929454,26.950592,3771.040993,3153.737824,-0.704416,-0.704416,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,270.000000,-104.127578,-157.964481,53.836903,-306.163097,26.264215,2.409750,-3.103823,3.929454,21.703843,4164.136166,3597.882773,-0.707107,-0.707107,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,275.000000,-113.712966,-157.363378,43.650412,-316.349588,16.077724,2.409750,-3.103823,3.929454,11.534706,4664.657802,4103.089153,-0.704416,-0.704416,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,280.000000,-131.749141,-155.564645,23.815504,-336.184496,-3.757183,2.409750,-3.103823,3.929454,-8.248273,5258.773276,4675.258979,-0.696364,-0.696364,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,285.000000,-163.286271,-152.581972,-10.704299,-370.704299,-38.276987,2.409750,-3.103823,3.929454,-42.681968,5933.140001,5317.906143,-0.683013,-0.683013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,290.000000,164.354136,-148.438057,-47.207807,-407.207807,-74.780495,2.409750,-3.103823,3.929454,-79.065843,6673.419756,6030.606190,-0.664463,-0.664463,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,295.000000,145.796462,-143.164439,-71.039098,-431.039098,-98.611786,2.409750,-3.103823,3.929454,-102.744887,7462.249557,6807.540754,-0.640856,-0.640856,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,300.000000,136.794543,-136.801253,-86.404204,-446.404204,-113.976891,2.409750,-3.103823,3.929454,-117.926290,8277.807019,7636.285018,-0.612372,-0.612372,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,305.000000,132.596207,-129.396927,-98.006866,-458.006866,-125.579554,2.409750,-3.103823,3.929454,-129.315192,9093.523731,8497.081759,-0.579228,-0.579228,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,310.000000,131.116142,-121.007813,-107.876045,-467.876045,-135.448733,2.409750,-3.103823,3.929454,-138.942180,9879.107838,9362.841944,-0.541675,-0.541675,phi45.0_pol0.0
