freq_ghz,phi_deg,theta_deg,linear_pol_deg,strategy,baseline,pdoa_deg,pdoa_unwrapped_deg,left_mag_rel_db,right_mag_rel_db,valid,left_mag,right_mag
7.738000,45.000000,0.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-52.402703,-52.402703,-1.465151,-1.068680,True,0.867879,0.908412
7.738000,45.000000,5.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-34.006803,-34.006803,-1.446879,-1.095927,True,0.869707,0.905567
7.738000,45.000000,10.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-16.170158,-16.170158,-1.447132,-1.140609,True,0.869682,0.900920
7.738000,45.000000,15.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,0.599736,0.599736,-1.476138,-1.203033,True,0.866782,0.894469
7.738000,45.000000,20.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,15.924373,15.924373,-1.534099,-1.282008,True,0.861017,0.886373
7.738000,45.000000,25.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,29.602307,29.602307,-1.611093,-1.376584,True,0.853419,0.876774
7.738000,45.000000,30.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,41.600865,41.600865,-1.692811,-1.486554,True,0.845427,0.865743
7.738000,45.000000,35.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,52.006678,52.006678,-1.766842,-1.611924,True,0.838252,0.853337
7.738000,45.000000,40.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,60.964913,60.964913,-1.825435,-1.751984,True,0.832617,0.839687
7.738000,45.000000,45.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,68.623873,68.623873,-1.864930,-1.904521,True,0.828839,0.825070
7.738000,45.000000,50.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,75.089392,75.089392,-1.883978,-2.065567,True,0.827024,0.809913
7.738000,45.000000,55.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,80.390203,80.390203,-1.882063,-2.229800,True,0.827206,0.794743
7.738000,45.000000,60.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,84.456403,84.456403,-1.858720,-2.391441,True,0.829432,0.780090
7.738000,45.000000,65.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,87.112890,87.112890,-1.813337,-2.545166,True,0.833777,0.766405
7.738000,45.000000,70.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,88.085939,88.085939,-1.745339,-2.686428,True,0.840330,0.754042
7.738000,45.000000,75.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,87.015670,87.015670,-1.654694,-2.810633,True,0.849146,0.743336
7.738000,45.000000,80.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,83.465536,83.465536,-1.542762,-2.910704,True,0.860159,0.734821
7.738000,45.000000,85.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,76.929147,76.929147,-1.413433,-2.972819,True,0.873062,0.729585
7.738000,45.000000,90.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,66.866078,66.866078,-1.274225,-2.971618,True,0.887167,0.729686
7.738000,45.000000,95.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,52.869236,52.869236,-1.136622,-2.873453,True,0.901334,0.737979
7.738000,45.000000,100.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,35.116805,35.116805,-1.014884,-2.670922,True,0.914056,0.755389
7.738000,45.000000,105.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,14.912329,14.912329,-0.923187,-2.444933,True,0.923757,0.775301
7.738000,45.000000,110.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-5.675894,-5.675894,-0.871969,-2.329521,True,0.929220,0.785671
7.738000,45.000000,115.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-25.249367,-25.249367,-0.864549,-2.362955,True,0.930014,0.782653
7.738000,45.000000,120.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-43.817449,-43.817449,-0.893805,-2.480375,True,0.926887,0.772144
7.738000,45.000000,125.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-62.278147,-62.278147,-0.937791,-2.612683,True,0.922205,0.760471
7.738000,45.000000,130.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-81.588221,-81.588221,-0.958432,-2.722007,True,0.920016,0.750960
7.738000,45.000000,135.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-101.962829,-101.962829,-0.918454,-2.790578,True,0.924260,0.745054
7.738000,45.000000,140.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-122.292128,-122.292128,-0.815108,-2.805691,True,0.935323,0.743759
7.738000,45.000000,145.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-140.584434,-140.584434,-0.683108,-2.747766,True,0.949645,0.748736
7.738000,45.000000,150.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-155.217177,-155.217177,-0.558325,-2.576833,True,0.963387,0.763616
7.738000,45.000000,155.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-165.209572,-165.209572,-0.457081,-2.213338,True,0.974682,0.796251
7.738000,45.000000,160.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-168.710119,-168.710119,-0.382235,-1.535848,True,0.983117,0.860844
7.738000,45.000000,165.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-156.793954,-156.793954,-0.333577,-0.590152,True,0.988640,0.959863
7.738000,45.000000,170.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-100.408517,-100.408517,-0.314325,-0.229453,True,0.990833,1.000563
7.738000,45.000000,175.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-64.507115,-64.507115,-0.337855,-0.980913,True,0.988153,0.917638
7.738000,45.000000,180.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-56.809886,-56.809886,-0.447025,-1.838661,True,0.975811,0.831350
7.738000,45.000000,185.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-54.387098,-54.387098,-0.794943,-2.367693,True,0.937497,0.782226
7.738000,45.000000,190.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-47.329471,-47.329471,-1.813410,-2.638019,True,0.833770,0.758256
7.738000,45.000000,195.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,25.181351,25.181351,-1.350918,-2.748874,True,0.879369,0.748640
7.738000,45.000000,200.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,75.438401,75.438401,-0.339913,-2.755643,True,0.987919,0.748057
7.738000,45.000000,205.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,73.542854,73.542854,-0.084853,-2.679295,True,1.017359,0.754661
