freq_ghz,baseline,phi_deg,linear_pol_deg,theta_deg,measured_pdoa_deg,nominal_pdoa_deg,raw_residual_wrapped_deg,raw_residual_unwrapped_deg,raw_residual_centered_deg,phase_center_delta_x_mm,phase_center_delta_y_mm,phase_center_delta_mag_mm,calibrated_residual_deg,left_mag,right_mag,ux,uy,group
7.738000,E1-E3,45.000000,0.000000,120.000000,79.763784,136.801253,-57.037470,-417.037470,-75.630543,-2.337724,-4.070130,4.693709,-39.168692,1900.773278,3582.758640,0.612372,0.612372,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,125.000000,53.234919,129.396927,-76.162008,-436.162008,-94.755082,-2.337724,-4.070130,4.693709,-60.266717,1869.998816,3617.743413,0.579228,0.579228,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,130.000000,21.712699,121.007813,-99.295113,-459.295113,-117.888187,-2.337724,-4.070130,4.693709,-85.635786,1962.839359,3607.028159,0.541675,0.541675,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,135.000000,0.395826,111.697756,-111.301930,-471.301930,-129.895004,-2.337724,-4.070130,4.693709,-100.124027,2183.735247,3531.522503,0.500000,0.500000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,140.000000,-10.981723,101.537611,-112.519335,-472.519335,-131.112408,-2.337724,-4.070130,4.693709,-104.049431,2502.023005,3378.818732,0.454519,0.454519,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,145.000000,-16.983880,90.604704,-107.588584,-467.588584,-126.181657,-2.337724,-4.070130,4.693709,-102.032645,2860.264292,3145.651405,0.405580,0.405580,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,150.000000,-19.832999,78.982240,-98.815240,-458.815240,-117.408313,-2.337724,-4.070130,4.693709,-96.357054,3190.155129,2842.950391,0.353553,0.353553,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,155.000000,-20.004100,66.758674,-86.762774,-446.762774,-105.355848,-2.337724,-4.070130,4.693709,-87.562554,3425.468458,2505.154077,0.298836,0.298836,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,160.000000,-16.411559,54.027034,-70.438593,-430.438593,-89.031667,-2.337724,-4.070130,4.693709,-74.631757,3512.384066,2203.055345,0.241845,0.241845,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,165.000000,-4.143841,40.884216,-45.028057,-405.028057,-63.621130,-2.337724,-4.070130,4.693709,-52.724197,3418.291338,2044.222032,0.183013,0.183013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,170.000000,37.970704,27.430244,10.540460,-349.459540,-8.052614,-2.337724,-4.070130,4.693709,-0.741588,3139.038491,2115.505823,0.122788,0.122788,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,175.000000,100.464923,13.767512,86.697412,-273.302588,68.104338,-2.337724,-4.070130,4.693709,71.773814,2706.162858,2392.483459,0.061628,0.061628,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,180.000000,120.361242,0.000000,120.361242,-239.638758,101.768169,-2.337724,-4.070130,4.693709,101.768169,2200.063034,2763.126037,0.000000,0.000000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,185.000000,-35.980521,-13.767512,-22.213010,-382.213010,-40.806083,-2.337724,-4.070130,4.693709,-44.475560,1778.578633,3115.489816,-0.061628,-0.061628,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,190.000000,-23.687705,-27.430244,3.742539,-356.257461,-14.850534,-2.337724,-4.070130,4.693709,-22.161560,1671.897380,3369.238681,-0.122788,-0.122788,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,195.000000,-11.660428,-40.884216,29.223788,-330.776212,10.630714,-2.337724,-4.070130,4.693709,-0.266220,1953.471521,3474.027394,-0.183013,-0.183013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,200.000000,-1.186760,-54.027034,52.840275,-307.159725,34.247201,-2.337724,-4.070130,4.693709,19.847291,2427.839709,3407.261179,-0.241845,-0.241845,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,205.000000,6.953795,-66.758674,73.712469,-286.287531,55.119396,-2.337724,-4.070130,4.693709,37.326102,2908.154297,3175.162728,-0.298836,-0.298836,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,210.000000,12.584641,-78.982240,91.566882,-268.433118,72.973808,-2.337724,-4.070130,4.693709,51.922548,3303.671311,2812.816754,-0.353553,-0.353553,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,215.000000,15.640229,-90.604704,106.244933,-253.755067,87.651860,-2.337724,-4.070130,4.693709,63.502847,3580.896644,2380.164269,-0.405580,-0.405580,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,220.000000,15.447925,-101.537611,116.985536,-243.014464,98.392463,-2.337724,-4.070130,4.693709,71.329485,3735.378503,1954.606072,-0.454519,-0.454519,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,225.000000,9.504106,-111.697756,121.201862,-238.798138,102.608788,-2.337724,-4.070130,4.693709,72.837811,3777.918643,1620.948457,-0.500000,-0.500000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,230.000000,-9.309793,-121.007813,111.698020,-248.301980,93.104946,-2.337724,-4.070130,4.693709,60.852545,3728.228401,1448.848674,-0.541675,-0.541675,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,235.000000,-46.526507,-129.396927,82.870420,-277.129580,64.277347,-2.337724,-4.070130,4.693709,29.788982,3612.619377,1449.997770,-0.579228,-0.579228,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,240.000000,-75.488691,-136.801253,61.312562,-298.687438,42.719489,-2.337724,-4.070130,4.693709,6.257637,3463.612949,1571.264188,-0.612372,-0.612372,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,245.000000,-87.891176,-143.164439,55.273263,-304.726737,36.680189,-2.337724,-4.070130,4.693709,-1.477652,3319.729784,1752.456302,-0.640856,-0.640856,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,250.000000,-93.310377,-148.438057,55.127680,-304.872320,36.534606,-2.337724,-4.070130,4.693709,-3.028820,3223.636162,1963.568225,-0.664463,-0.664463,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,255.000000,-96.469304,-152.581972,56.112667,-303.887333,37.519594,-2.337724,-4.070130,4.693709,-3.148317,3216.856912,2200.896908,-0.683013,-0.683013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,260.000000,-99.519851,-155.564645,56.044794,-303.955206,37.451721,-2.337724,-4.070130,4.693709,-4.011167,3331.312297,2474.237913,-0.696364,-0.696364,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,265.000000,-103.973776,-157.363378,53.389602,-306.610398,34.796529,-2.337724,-4.070130,4.693709,-7.145778,3582.512975,2797.714968,-0.704416,-0.704416,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,270.000000,-111.597202,-157.964481,46.367279,-313.632721,27.774206,-2.337724,-4.070130,4.693709,-14.328313,3970.216886,3184.619547,-0.707107,-0.707107,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,275.000000,-124.999379,-157.363378,32.364000,-327.636000,13.770926,-2.337724,-4.070130,4.693709,-28.171380,4485.350326,3645.029738,-0.704416,-0.704416,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,280.000000,-146.559342,-155.564645,9.005304,-350.994696,-9.587770,-2.337724,-4.070130,4.693709,-51.050657,5116.509918,4185.035711,-0.696364,-0.696364,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,285.000000,-172.140253,-152.581972,-19.558282,-379.558282,-38.151355,-2.337724,-4.070130,4.693709,-78.819266,5852.177171,4806.508406,-0.683013,-0.683013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,290.000000,168.014792,-148.438057,-43.547151,-403.547151,-62.140224,-2.337724,-4.070130,4.693709,-101.703651,6679.378850,5506.681384,-0.664463,-0.664463,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,295.000000,156.159837,-143.164439,-60.675724,-420.675724,-79.268798,-2.337724,-4.070130,4.693709,-117.426639,7580.968599,6277.318710,-0.640856,-0.640856,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,300.000000,149.763708,-136.801253,-73.435039,-433.435039,-92.028112,-2.337724,-4.070130,4.693709,-128.489963,8533.190651,7103.710701,-0.612372,-0.612372,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,305.000000,146.792422,-129.396927,-83.810650,-443.810650,-102.403724,-2.337724,-4.070130,4.693709,-136.892089,9504.456511,7964.041938,-0.579228,-0.579228,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,310.000000,146.201579,-121.007813,-92.790609,-452.790609,-111.383682,-2.337724,-4.070130,4.693709,-143.636083,10455.797301,8829.725993,-0.541675,-0.541675,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,315.000000,147.522917,-111.697756,-100.779327,-460.779327,-119.372401,-2.337724,-4.070130,4.693709,-149.143378,11343.200660,9667.049414,-0.500000,-0.500000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,320.000000,150.611926,-101.537611,-107.850463,-467.850463,-126.443536,-2.337724,-4.070130,4.693709,-153.506514,12121.870943,10440.028666,-0.454519,-0.454519,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,325.000000,155.584004,-90.604704,-113.811292,-473.811292,-132.404365,-2.337724,-4.070130,4.693709,-156.553378,12752.211655,11114.116524,-0.405580,-0.405580,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,330.000000,162.948597,-78.982240,-118.069162,-478.069162,-136.662236,-2.337724,-4.070130,4.693709,-157.713495,13206.892913,11660.635080,-0.353553,-0.353553,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,335.000000,174.159765,-66.758674,-119.081561,-479.081561,-137.674634,-2.337724,-4.070130,4.693709,-155.467928,13477.725143,12062.291775,-0.298836,-0.298836,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,340.000000,-166.619309,-54.027034,-112.592275,-472.592275,-131.185349,-2.337724,-4.070130,4.693709,-145.585258,13580.369568,12319.778662,-0.241845,-0.241845,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,345.000000,-130.965191,-40.884216,-90.080975,-450.080975,-108.674049,-2.337724,-4.070130,4.693709,-119.570983,13554.486687,12457.373123,-0.183013,-0.183013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,350.000000,-93.149459,-27.430244,-65.719214,-425.719214,-84.312288,-2.337724,-4.070130,4.693709,-91.623314,13457.212721,12522.604914,-0.122788,-0.122788,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,355.000000,-89.475496,-13.767512,-75.707985,-435.707985,-94.301058,-2.337724,-4.070130,4.693709,-97.970535,13349.431340,12574.698191,-0.061628,-0.061628,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,360.000000,-121.546046,-0.000000,-121.546046,-481.546046,-140.139119,-2.337724,-4.070130,4.693709,-140.139119,13277.527324,12662.041333,-0.000000,-0.000000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,45.000000,0.000000,-1.357382,0.000000,-1.357382,-1.357382,180.532908,-2.337724,-4.070130,4.693709,180.532908,12991.996242,12731.887662,0.000000,0.000000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,5.000000,17.098348,13.767512,3.330837,3.330837,185.221127,-2.337724,-4.070130,4.693709,188.890603,12571.589014,13009.239530,0.061628,0.061628,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,10.000000,35.120108,27.430244,7.689864,7.689864,189.580154,-2.337724,-4.070130,4.693709,196.891180,12227.565818,13252.999001,0.122788,0.122788,phi45.0_pol45.0
