"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,5774.13810212101,0,-4274.92847367066,0,85.7130148965203,0,-84.6475574936659
0,8,5,5759.63614485894,5,-4266.03860093729,5,-417.862444020537,5,288.259118334273
0,8,10,5701.2998787711,10,-4224.68159854625,10,-918.257717426358,10,658.971968216074
0,8,15,5599.57327806681,15,-4151.17221825777,15,-1411.66449514339,15,1024.6696435216
0,8,20,5455.23054360165,20,-4046.06991084204,20,-1894.32765366606,20,1382.56896412747
0,8,25,5269.37021074142,25,-3910.17456832099,25,-2362.57383491802,25,1729.94610009837
0,8,30,5043.40678884473,30,-3744.52043630706,30,-2812.83940272517,30,2064.15730167751
0,8,35,4779.05999599264,35,-3550.36824276958,35,-3241.69756423871,35,2382.65901981863
0,8,40,4478.34167089573,40,-3329.19560313366,40,-3645.88444989789,40,2683.02726413007
0,8,45,4143.54046158667,45,-3082.68577473463,45,-4022.32395344812,45,2962.97605090533
0,8,50,3777.20440742679,50,-2812.71484621331,50,-4368.15114296701,50,3220.37480083935
0,8,55,3382.12154698802,55,-2521.33745934864,55,-4680.73406472614,55,3453.2645540235
0,8,60,2961.29869939585,60,-2210.77117199315,60,-4957.69377394821,60,3659.8728788134
0,8,65,2517.93858062023,65,-1883.37958111866,65,-5196.92244001318,65,3838.62736110385
0,8,70,2055.41542887321,70,-1541.65433441617,70,-5396.59938832208,70,3988.16757134974
0,8,75,1577.24932461869,75,-1188.19616735244,75,-5555.20495673006,75,4107.35541825623
0,8,80,1087.07940063465,80,-825.695110002693,80,-5671.53206109285,80,4195.28381034078
0,8,85,588.636146015284,85,-456.910014297486,85,-5744.69538190604,85,4251.28355944702
0,8,90,85.713014896522,90,-84.6475574936667,90,-5774.13810212102,90,4274.92847367066
5,8,0,6462.08904952681,0,-2739.7023685366,0,78.0178988320838,0,-41.3431239012585
5,8,5,6448.63906755241,5,-2743.76009362335,5,-435.83958073976,5,138.952453288713
5,8,10,6390.89610849149,10,-2748.14286014946,10,-946.701297700069,10,321.910285271179
5,8,15,6289.19369547733,15,-2751.90743242306,15,-1450.71343538936,15,510.103196748456
5,8,20,6144.16088902358,20,-2753.47460058156,20,-1944.03752877065,20,705.867836905518
5,8,25,5956.7279594608,25,-2750.67766965641,25,-2422.86657826353,25,911.18563652181
5,8,30,5728.1332336174,30,-2740.83060263695,30,-2883.44313145955,30,1127.57218063962
5,8,35,5459.93085806359,35,-2720.81474661863,35,-3322.08004307473,35,1355.97800342737
5,8,40,5153.99899180933,40,-2687.18265193133,40,-3735.18472222342,40,1596.70379011087
5,8,45,4812.54761816015,45,-2636.27702040288,45,-4119.28769687648,45,1849.33289449932
5,8,50,4438.124779769,50,-2564.3622973766,50,-4471.07621913701,50,2112.68392221645
5,8,55,4033.61964490265,55,-2467.7658700704,55,-4787.43336639454,55,2384.78586286844
5,8,60,3602.26047346529,60,-2343.02527983074,60,-5065.48264882443,60,2662.87785735524
5,8,65,3147.60534120827,65,-2187.03733389881,65,-5302.63752640886,65,2943.43514585233
5,8,70,2673.5234679801,70,-1997.20455542105,70,-5496.65451080806,70,3222.22205519292
5,8,75,2184.16523345246,75,-1771.57408274148,75,-5645.68774778138,75,3494.37206195643
5,8,80,1683.91947875095,80,-1508.96396262209,80,-5748.34223365539,80,3754.49403360439
5,8,85,1177.35747944032,85,-1209.0718127372,85,-5803.72221455709,85,3996.80274144594
5,8,90,669.163992766358,90,-872.561082129589,90,-5811.4709484549,90,4215.27070378179
10,8,0,6790.86598945889,0,-1187.19917922307,0,63.0652514652461,0,1.28448225642661
10,8,5,6780.71903064208,5,-1202.05238031377,5,-439.771038935205,5,7.35566887701906
10,8,10,6731.02372227166,10,-1245.37358957497,10,-940.321253311895,10,19.7179146125412
10,8,15,6641.87601095654,15,-1315.43311578485,15,-1435.32428323008,15,45.1734944049603
10,8,20,6513.53517674427,20,-1409.27883563207,20,-1921.51974487788,20,90.165348709571
10,8,25,6346.4114671122,25,-1522.78721952577,25,-2395.64920722803,25,160.583983163261
10,8,30,6141.05515716608,30,-1650.7387061462,30,-2854.44380102226,30,261.576656333592
10,8,35,5898.15504523321,35,-1786.92004450909,35,-3294.59832336544,35,397.361105403057
10,8,40,5618.55420243126,40,-1924.2564103566,40,-3712.73578686438,40,571.047433594736
