window_start_phi_deg,window_stop_phi_deg,sample_count,gain_total_min_dbi,gain_total_min_theta_deg,gain_total_min_phi_deg,xpd_min_db,xpd_p5_db,xpd_median_db,candidate,active_source,candidate_index
330.0,240.0,550,-22.7164361608488,85.0,200.0,-41.26944483161448,-20.67433321953437,-5.6589783914256975,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1A,5
335.0,245.0,550,-22.7164361608488,85.0,200.0,-41.26944483161448,-20.677676938741797,-5.710272966387224,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1A,5
340.0,250.0,550,-22.7164361608488,85.0,200.0,-41.26944483161448,-20.677676938741797,-5.72143131081035,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1A,5
345.0,255.0,550,-22.7164361608488,85.0,200.0,-41.26944483161448,-20.677676938741797,-5.81241298546689,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1A,5
350.0,260.0,550,-22.7164361608488,85.0,200.0,-41.26944483161448,-20.677676938741797,-5.906527130542168,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1A,5
355.0,265.0,550,-22.7164361608488,85.0,200.0,-41.26944483161448,-20.34463835384223,-5.933644244916174,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1A,5
0.0,270.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.68906118189367,30.732485000969007,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
5.0,275.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,19.17589162449387,30.732485000969007,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
10.0,280.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,30.732485000969007,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
15.0,285.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,30.732485000969007,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
20.0,290.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,30.737258923212543,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
25.0,295.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,30.566661163992123,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
30.0,300.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,30.34878907034285,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
35.0,305.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,30.1542138128899,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
40.0,310.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,30.09024389120153,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
45.0,315.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,29.85332163240865,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
50.0,320.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,29.662778610401098,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
55.0,325.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,29.576580065537957,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
60.0,330.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,29.526612428272934,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
65.0,335.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,29.396323545782575,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
70.0,340.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,29.319952894350635,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
75.0,345.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,29.111861490082397,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
80.0,350.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,20.46364755316582,28.990328332241738,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
85.0,355.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,19.17210833064906,28.88285447914437,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
90.0,0.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.55413474070759,28.749114050996955,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
95.0,5.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.55532304648876,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
100.0,10.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.391547514356454,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
105.0,15.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.48772352319555,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
110.0,20.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.577569056990523,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
115.0,25.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.630067555002295,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
120.0,30.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.757999349461084,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
125.0,35.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.81029554706597,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
130.0,40.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.831023326161684,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
135.0,45.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.854851887128685,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
140.0,50.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.88285447914437,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
145.0,55.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.893343866658576,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
150.0,60.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.893343866658576,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
155.0,65.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.893343866658576,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
160.0,70.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.893343866658576,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
165.0,75.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.893343866658576,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
170.0,80.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.893343866658576,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
175.0,85.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,28.983965742089858,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
180.0,90.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,29.111861490082397,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
185.0,95.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.30925248337685,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
190.0,100.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.39328463744383,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
195.0,105.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.526009617033356,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
200.0,110.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.526009617033356,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
205.0,115.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.333405423293833,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
210.0,120.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.29918393861204,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
215.0,125.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.16775581530907,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
220.0,130.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.111861490082397,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
225.0,135.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.100480586108905,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
230.0,140.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.109165282468325,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
235.0,145.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.29918393861204,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
240.0,150.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.526612428272934,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
245.0,155.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.754791930904084,29.794051023191773,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
250.0,160.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.874076422404713,30.09048946877826,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
255.0,165.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,18.98542993594539,30.536126143208143,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
260.0,170.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,19.13656207214712,30.536126143208143,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
265.0,175.0,550,-26.6197972646843,60.0,0.0,-11.502664854668986,19.13656207214712,30.536126143208143,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
270.0,180.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.536126143208143,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
275.0,185.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.412327106975845,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
280.0,190.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.412327106975845,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
285.0,195.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.536126143208143,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
290.0,200.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.654978961297314,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
295.0,205.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.787298456395558,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
300.0,210.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.934031802282217,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
305.0,215.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,31.062124904202282,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
310.0,220.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,31.062124904202282,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
315.0,225.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,31.00630434491517,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
320.0,230.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.9731902669026,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
325.0,235.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.92770688829394,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
330.0,240.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.908983513720628,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
335.0,245.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.580965279121372,30.823017235745485,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
340.0,250.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.55413474070759,30.754825029156464,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
345.0,255.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,30.732485000969007,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
350.0,260.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,30.732485000969007,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
355.0,265.0,550,-30.689309984393,50.0,180.0,-28.235891845783353,18.54716816494667,30.732485000969007,me_sym_h6p5_cap4p2_loop9p4_air1p0,P1B,5
0.0,270.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.8642146542503237,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
5.0,275.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.885550022342514,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
10.0,280.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.399510292132796,-0.8642146542503237,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
15.0,285.0,550,-19.6353818940865,90.0,240.0,-18.781927207988982,-10.743275927144953,-0.8090563891177366,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
20.0,290.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-10.161786567116042,-0.728448303120084,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
25.0,295.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.682850713510748,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
30.0,300.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.6566101446482121,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
35.0,305.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.6033356180231947,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
40.0,310.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.5119989584260697,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
45.0,315.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.4035044558896301,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
50.0,320.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.29147134283197906,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
55.0,325.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.14712507553297519,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
60.0,330.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.04691448573081201,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
65.0,335.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.017363291531861516,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
70.0,340.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,0.03597081914303616,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
75.0,345.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,0.07591442520731079,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
80.0,350.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,0.14993865167168188,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
85.0,355.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,0.14993865167168188,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
90.0,0.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,0.015059721366122509,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
95.0,5.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.905688918108702,-0.04691448573081201,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
100.0,10.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-10.518429431428213,-0.21379017615409945,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
105.0,15.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.272206775268137,-0.3749999719138134,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
110.0,20.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.5476942429935967,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
115.0,25.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.682850713510748,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
120.0,30.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.9110046996107974,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
125.0,35.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.1596055382085377,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
130.0,40.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.328282661938628,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
135.0,45.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5627223180360397,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
140.0,50.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.6813269310212362,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
145.0,55.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.6813269310212362,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
150.0,60.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.6226745266975335,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
155.0,65.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5510106515650137,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
160.0,70.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
165.0,75.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
170.0,80.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
175.0,85.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
180.0,90.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
185.0,95.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
190.0,100.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
195.0,105.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
200.0,110.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
205.0,115.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.5009619134695495,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
210.0,120.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.2222388853248065,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
215.0,125.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-1.0562487147060438,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
220.0,130.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.9087523207875101,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
225.0,135.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.7309168741866628,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
230.0,140.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.6155181146073978,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
235.0,145.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.5739622897933673,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
240.0,150.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.467852547477829,-0.46241340210872717,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
245.0,155.0,550,-18.496114596234,90.0,245.0,-26.98136483588256,-11.336949170627753,-0.5592735982939977,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
250.0,160.0,550,-16.7692915396117,85.0,250.0,-26.98136483588256,-11.195693219610018,-0.4483913994606551,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
255.0,165.0,550,-15.0682867025888,85.0,255.0,-26.98136483588256,-10.584266048116808,-0.37614099583824023,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
260.0,170.0,550,-13.5873475113277,85.0,260.0,-26.98136483588256,-10.54588223751686,-0.22326288393217225,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
265.0,175.0,550,-12.3355545381457,85.0,265.0,-26.98136483588256,-10.32748782406034,-0.07127520229221962,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
270.0,180.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.015059721366122509,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
275.0,185.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.287853787309943,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
280.0,190.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.4321617074096191,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
285.0,195.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.720048134441636,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
290.0,200.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.6731868248660484,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
295.0,205.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.6033747174864341,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
300.0,210.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.510502182541142,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
305.0,215.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.4529162880183627,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
310.0,220.0,550,-11.6969222175579,50.0,115.0,-26.98136483588256,-10.07184879831982,0.42867077184356783,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
315.0,225.0,550,-13.6840117222194,90.0,225.0,-26.98136483588256,-10.094281683776693,0.3170429674784319,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
320.0,230.0,550,-16.1169385365144,90.0,230.0,-26.98136483588256,-10.336271412201603,0.12532442954875594,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
325.0,235.0,550,-18.5721805372956,90.0,235.0,-26.98136483588256,-10.54588223751686,0.03597081914303616,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
330.0,240.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.248630837555735,-0.04691448573081201,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
335.0,245.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.322186484420342,-0.20889955847430922,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
340.0,250.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.467852547477829,-0.29835481173699807,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
345.0,255.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.4381141885857098,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
350.0,260.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.6033356180231947,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
355.0,265.0,550,-19.6353818940865,90.0,240.0,-26.98136483588256,-11.754615470950665,-0.6872349034571328,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,6
0.0,270.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,1.0151940956103571,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
5.0,275.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,1.215802577782701,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
10.0,280.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,1.3723888364625414,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
15.0,285.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,1.4257805386825444,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
20.0,290.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,1.4447345469040453,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
25.0,295.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,1.5434752595669765,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
30.0,300.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,1.8218304650694201,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
35.0,305.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,2.1024656748520236,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
40.0,310.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,2.4643579074104998,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
45.0,315.0,550,-12.0626006881313,45.0,120.0,-22.91429215210462,-15.1226522241317,2.8755366541731537,cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,6
