"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,7162.68591421571,0,10593.6358400187,0,-32.0408991074355,0,-14.1074189904773
0,8,5,7132.6371834781,5,10552.094314761,5,-656.18818473458,5,-937.349936037116
0,8,10,7048.30477697015,10,10430.2449802392,10,-1275.34148205863,10,-1853.45865408315
0,8,15,6910.33051522666,15,10229.0151834636,15,-1884.78866063198,15,-2755.46143262267
0,8,20,6719.76446569066,20,9949.93640469364,20,-2479.89145943141,20,-3636.49348586683
0,8,25,6478.05695106603,25,9595.13260194811,25,-3056.12078682516,25,-4489.84962790875
0,8,30,6187.04751148605,30,9167.30404640228,30,-3609.09118969499,30,-5309.03530323695
0,8,35,5848.95090450223,35,8669.7067716938,35,-4134.59422938239,35,-6087.81601422435
0,8,40,5466.34024944204,40,8106.12779354065,40,-4628.63051044795,40,-6820.2647694197
0,8,45,5042.12744441711,45,7480.85628826488,45,-5087.44011848548,45,-7500.8071915313
0,8,50,4579.54100502037,50,6798.65094957088,50,-5507.531235341,50,-8124.26394180413
0,8,55,4082.10149337297,55,6064.70377201297,55,-5885.70671395729,55,-8685.89013791514
0,8,60,3553.59472452072,60,5284.60053678178,60,-6219.08841059349,60,-9181.41146539276
0,8,65,2998.04295409571,65,4464.27830053663,65,-6505.13908923681,65,-9607.05670773092
0,8,70,2419.6742665222,70,3609.98021081946,70,-6741.68173150068,70,-9959.5864476238
0,8,75,1822.89039674119,75,2728.2079919323,75,-6926.91610504909,75,-10236.3177208875
0,8,80,1212.23323034966,80,1825.67246288952,80,-7059.43246445178,80,-10435.1444354377
0,8,85,592.350237108737,85,909.242464032971,85,-7138.22228019813,85,-10554.5533999217
0,8,90,-32.0408991074362,90,-14.1074189904768,90,-7162.68591421571,90,-10593.6358400187
5,8,0,5817.16320764314,0,12442.3878015553,0,-43.8397792403351,0,-23.9078545112357
5,8,5,5794.04363555619,5,12400.4268692876,5,-555.787717571361,5,-952.126911297152
5,8,10,5736.47560086406,10,12278.0906350397,10,-1065.62281825955,10,-1873.12656775131
5,8,15,5644.29587856543,15,12076.2200133092,15,-1571.89080303915,15,-2779.92181692824
5,8,20,5517.1859894137,20,11796.2137827535,20,-2073.01666769506,20,-3665.58805849669
5,8,25,5354.70817582279,25,11440.0365848326,25,-2567.24456553831,25,-4523.29679279561
5,8,30,5156.354537008,30,11010.2274711014,30,-3052.5863912769,30,-5346.3567268063
5,8,35,4921.6074248289,35,10509.9070708525,35,-3526.78151397233,35,-6128.26116017351
5,8,40,4650.00878021131,40,9942.78119483293,40,-3987.26971805144,40,-6862.74195084776
5,8,45,4341.2357406157,45,9313.13858905657,45,-4431.17895296061,45,-7543.82973419598
5,8,50,3995.17958258099,50,8625.84061749288,50,-4855.32897634386,50,-8165.91942487198
5,8,55,3612.02489006519,55,7886.30088690021,55,-5256.25141567149,55,-8723.83940854823
5,8,60,3192.32576823307,60,7100.45322465811,60,-5630.22618436914,60,-9212.92227299362
5,8,65,2737.07596073654,65,6274.70696400202,65,-5973.33358861549,65,-9629.07447584434
5,8,70,2247.76988064967,70,5415.88915291939,70,-6281.52087057863,70,-9968.84203669588
5,8,75,1726.4518311376,75,4531.17404573316,75,-6550.68137549836,75,-10229.4692039685
5,8,80,1175.75106651357,80,3628.0010145963,80,-6776.74402727459,80,-10408.9471029335
5,8,85,598.900816530625,85,2713.98278070844,85,-6955.77037322552,85,-10506.0496290011
