"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,5040.79594455069,0,7527.28309565566,0,-16.8713160354229,0,20.4103902214781
0,8,5,5020.14376204357,5,7500.41839364731,5,-456.141430171017,5,-635.713226549142
0,8,10,4961.28525426162,10,7416.47097878687,10,-891.940032597284,10,-1286.99868181158
0,8,15,4864.6683699888,15,7276.07974159023,15,-1320.95043280737,15,-1928.48929999439
0,8,20,4731.02842205329,20,7080.31314414302,20,-1739.90760261211,20,-2555.30295015055
0,8,25,4561.38249115288,25,6830.66108845892,25,-2145.62302497604,25,-3162.66920192197
0,8,30,4357.02168525676,30,6529.02357742572,30,-2535.0089605573,30,-3745.96563139489
0,8,35,4119.5013134942,35,6177.69625463608,35,-2905.10194726845,35,-4300.75300053699
0,8,40,3850.62904931306,40,5779.35293315367,40,-3253.08535401238,40,-4822.80904247935
0,8,45,3552.45117299325,45,5337.02524618126,45,-3576.31081694563,45,-5308.16059551673
0,8,50,3227.2369982183,50,4854.07957450145,50,-3872.31839512641,50,-5753.11384126721
0,8,55,2877.46160122792,55,4334.1914262863,55,-4138.85529215051,55,-6154.28241686054
0,8,60,2505.78698399339,60,3781.31746426079,60,-4373.89300129218,60,-6508.61318720424
0,8,65,2115.04181477512,65,3199.66539311033,65,-4575.64274366522,65,-6813.40948118522
0,8,70,1708.19990024924,70,2593.66193630752,70,-4742.56908191034,70,-7066.35161496526
0,8,75,1288.35755304317,75,1967.91914607351,75,-4873.40160580062,75,-7265.51454617565
0,8,80,858.710026926874,80,1327.19930287581,80,-4967.14460083041,80,-7409.38252465201
0,8,85,422.527199002378,85,676.378671598376,85,-5023.08462620396,85,-7496.86062820828
0,8,90,-16.8713160354239,90,20.4103902214727,90,-5040.79594455069,90,-7527.28309565567
5,8,0,2998.13869877925,0,9243.4711950258,0,-53.797146627576,0,19.0355272031402
5,8,5,2986.93228659128,5,9216.6756985853,5,-336.466593686617,5,-653.192231111422
5,8,10,2965.04138665163,10,9130.47948852193,10,-619.447088553433,10,-1320.40575086442
5,8,15,2931.87122161895,15,8985.51531577569,15,-903.907783897444,15,-1977.2822819636
5,8,20,2886.35314544394,20,8782.86578146039,20,-1190.82869962479,20,-2618.55502632801
5,8,25,2826.98989821439,25,8524.06557363145,25,-1480.89948795219,25,-3239.04507466259
5,8,30,2751.91958465762,30,8211.10365766666,30,-1774.42755872687,30,-3833.69632963866
5,8,35,2658.99669695782,35,7846.42428975714,35,-2071.25882356363,35,-4397.61416590332
5,8,40,2545.88793751368,40,7432.92544772275,40,-2370.71406659759,40,-4926.10824695171
5,8,45,2410.18005050383,45,6973.95308422814,45,-2671.54359316955,45,-5414.7395062484
5,8,50,2249.49636673789,50,6473.28953024245,50,-2971.90233987729,50,-5859.37082540561
5,8,55,2061.61833232684,55,5935.13443224964,55,-3269.34705146517,55,-6256.22043477578
5,8,60,1844.60795775387,60,5364.07680825481,60,-3560.85645181752,60,-6601.91655803732
5,8,65,1596.92691802275,65,4765.05715724024,65,-3842.87457675089,65,-6893.55136380445
5,8,70,1317.5479802092,70,4143.31904399272,70,-4111.37662280149,70,-7128.73191709849
5,8,75,1006.05454813161,75,3504.35018255425,75,-4361.95583323984,75,-7305.62558231535
5,8,80,662.724401732333,80,2853.81372098913,80,-4589.92912923859,80,-7422.9972511084
5,8,85,288.594167172155,85,2197.47114155937,85,-4790.45844128771,85,-7480.23587693779
5,8,90,-114.498332254499,90,1541.09888072824,90,-4958.68404291013,90,-7477.3681030284
10,8,0,698.324308555543,0,10477.5928030031,0,-82.8978095123399,0,10.408973212382
10,8,5,697.15064729315,5,10452.9905220782,5,-208.936901042583,5,-643.020040961462
10,8,10,713.221519829908,10,10373.490305243,10,-338.663360019949,10,-1292.10554803737
10,8,15,745.103307902238,15,10239.4064724895,15,-477.36313630702,15,-1932.27956685125
10,8,20,790.21637934142,20,10051.2665795962,20,-629.965736618751,20,-2558.92886906206
10,8,25,844.901433448853,25,9809.84380018605,25,-800.837696343658,25,-3167.36820717273
10,8,30,904.520889384598,30,9516.205719949,30,-993.585540828382,30,-3752.82337610388
10,8,35,963.595643623917,35,9171.7772662924,35,-1210.8743139988,35,-4310.42925629575
