"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,53.9777077197844,0,6.02401317270076,0,83.9873949064492,0,-104.357637258229
0,8,5,61.0922900301076,5,-3.09427740275231,5,78.9633303042086,5,-104.485552284418
0,8,10,67.7419231247683,10,-12.1890186587946,10,73.3383070789905,10,-103.81826916762
0,8,15,73.8759992807581,15,-21.1909941229128,15,67.1551350540206,15,-102.360866335273
0,8,20,79.4478344746732,20,-30.0316933262836,20,60.4608719019106,20,-100.124435502933
0,8,25,84.4150236763221,25,-38.6438332098091,25,53.3064650073544,25,-97.1259972596286
0,8,30,88.7397635766093,30,-46.9618701888235,30,45.7463637267686,30,-93.3883715308979
0,8,35,92.3891402935442,35,-54.9224989793484,35,37.8381049958125,35,-88.9400039053766
0,8,40,95.3353798667571,40,-62.4651343895289,40,29.6418754385658,40,-83.8147491466927
0,8,45,97.5560596341077,45,-69.5323724095257,45,21.2200533109777,45,-78.0516135382733
0,8,50,99.0342788816834,50,-76.0704270906916,50,12.6367337646747,50,-71.6944580219747
0,8,55,99.758787468437,55,-82.0295398891177,55,3.95724104415406,55,-64.7916643898316
0,8,60,99.7240714465529,60,-87.3643583581972,60,-4.75236867016007,60,-57.3957670694054
0,8,65,98.93039502592,65,-92.0342813081289,65,-13.4258099893357,65,-49.5630533050692
0,8,70,97.383798563334,70,-96.0037678054873,70,-21.9970727877666,70,-41.3531347780916
0,8,75,95.0960525917358,75,-99.2426076611861,75,-30.4009245800871,75,-32.8284939257472
0,8,80,92.084568239348,80,-101.726151348258,80,-38.5734069797728,80,-24.0540084122413
0,8,85,88.3722647204762,85,-103.435497599641,85,-46.4523224610826,85,-15.0964573705109
0,8,90,83.9873949064492,90,-104.357637258229,90,-53.9777077197844,90,-6.02401317270075
5,8,0,87.767587607199,0,5.80828347423711,0,91.7937754959583,0,-78.9309861715446
5,8,5,95.028945005248,5,-2.84242578246911,5,86.796646357428,5,-78.9173095330163
5,8,10,101.85316853303,10,-11.4528864239818,10,81.178112787741,10,-78.1834845643101
5,8,15,108.185819393426,15,-19.9672638579176,15,74.979214270339,15,-76.7347892895473
5,8,20,113.975710182987,20,-28.3301869232038,20,68.245764857281,20,-74.5800408413768
5,8,25,119.175354694715,25,-36.4867950364205,25,61.0281474390769,25,-71.7316395059658
5,8,30,123.741431805845,30,-44.3828161170917,30,53.3810600891804,30,-68.2056603808454
5,8,35,127.635255116362,35,-51.9646892862012,35,45.3632043215536,35,-64.021981326618
5,8,40,130.823236685399,40,-59.1797430972458,40,37.0369074807485,40,-59.2044329713776
5,8,45,133.277330805464,45,-65.9764363522359,45,28.467674746452,45,-53.7809544649514
5,8,50,134.975442444317,50,-72.3046645544202,50,19.7236700285277,50,-47.7837375129947
5,8,55,135.901784822978,55,-78.1161309228549,55,10.8751289828545,55,-41.2493409632003
5,8,60,136.047171513669,60,-83.364776808788,60,1.99371114838063,60,-34.2187588674923
5,8,65,135.409230264114,65,-88.0072624867109,65,-6.84819848635895,65,-26.7374264859815
5,8,70,133.992528256076,70,-92.0034858320312,70,-15.5782255219268,70,-18.8551510810972
5,8,75,131.80860143995,75,-95.317123535948,75,-24.1247649129433,75,-10.6259574802259
5,8,80,128.875883726057,80,-97.9161774288352,80,-32.4177464185207,80,-2.10784211512565
5,8,85,125.219534973872,85,-99.773507336147,85,-40.3893902341688,85,6.63756662632341
5,8,90,120.871169775382,90,-100.867331769569,90,-47.974936451737,90,15.5454396250222
10,8,0,114.268728545464,0,2.44487631663045,0,98.5603186381827,0,-52.3103986109232
10,8,5,121.635085932955,5,-5.47228630957182,5,93.5934943945114,5,-52.0155896063685
10,8,10,128.645654035678,10,-13.3130198564954,10,88.0037202749802,10,-51.11198206335
10,8,15,135.244130035656,15,-21.0410862100768,15,81.8256191800765,15,-49.6040169701429
10,8,20,141.374850291873,20,-28.6200330524156,20,75.0986104108526,20,-47.4958125005243
10,8,25,146.983380685238,25,-36.0125164680853,25,67.8673585047935,25,-44.7916120301937
