"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,6533.08045180623,0,2425.7983827152,0,49.4843815748712,0,16.2848205923009
0,8,5,6512.53295632676,5,2417.98680313464,5,-520.099400644141,5,-195.199407868186
0,8,10,6442.42115267473,10,2391.77288396188,10,-1085.72491237965,10,-405.19805097017
0,8,15,6323.2786340106,15,2347.35612895022,15,-1643.08740195332,15,-612.112892239
0,8,20,6156.01214684161,20,2285.07457642487,20,-2187.94500427483,20,-814.369184794021
0,8,25,5941.89469013339,25,2205.40222660717,25,-2716.15102399649,25,-1010.4276361232
0,8,30,5682.55582701916,30,2108.94543418671,30,-3223.68549436871,30,-1198.79612302859
0,8,35,5379.96928284028,35,1996.43829359603,35,-3706.68577161427,35,-1378.04104758485
0,8,40,5036.43792390472,40,1868.73705210868,40,-4161.47593197977,40,-1546.79824768505
0,8,45,4654.57623128388,45,1726.81359328049,45,-4584.59474773505,45,-1703.78337913805
0,8,50,4237.290403033,50,1571.74804032889,50,-4972.82202920606,50,-1847.80169030328
0,8,55,3787.75623626914,55,1404.72053574297,55,-5323.20313236278,55,-1977.75711487213
0,8,60,3309.39495743752,60,1227.0022596866,60,-5633.07144544428,60,-2092.66061359441
0,8,65,2805.8471847125,65,1039.94575554979,65,-5900.06868348442,65,-2191.63770146421
0,8,70,2280.94522069496,70,844.974636276834,70,-6122.16283628437,70,-2273.93510307885
0,8,75,1738.68388627555,75,643.572749812173,75,-6297.6636332372,75,-2338.92648551949
0,8,80,1183.19011763555,80,437.272886121592,80,-6425.23540730783,80,-2386.11722512291
0,8,85,618.691557770617,85,227.645111735037,85,-6503.90726026563,85,-2415.14817186617
0,8,90,49.4843815748749,90,16.2848205923021,90,-6533.08045180624,90,-2425.79838271519
5,8,0,5890.78759775233,0,2898.87995395611,0,69.3604944832715,0,13.6412499215282
5,8,5,5877.24426878707,5,2902.40606618683,5,-441.516119727919,5,-106.167205128656
5,8,10,5823.71301164259,10,2903.31382668113,10,-950.894660470895,10,-227.862646634092
5,8,15,5730.0538423609,15,2900.96047852134,15,-1456.41981918795,15,-352.540753332206
5,8,20,5596.14205201022,20,2894.38941755438,20,-1955.61908558481,20,-481.133067216064
5,8,25,5421.90739173185,25,2882.36724100739,25,-2445.86480673654,25,-614.344211545013
5,8,30,5207.38388716512,30,2863.43187750204,30,-2924.34740380822,30,-752.596786256451
5,8,35,4952.76732382749,35,2835.95027987102,35,-3388.06210597434,35,-895.98575554619
5,8,40,4658.47698129023,40,2798.18388512588,40,-3833.81079028737,40,-1044.24385669196
5,8,45,4325.21792606231,45,2748.35982204664,45,-4258.21966123502,45,-1196.71923651098
5,8,50,3954.04011428263,50,2684.74567885148,50,-4657.77261366593,50,-1352.36617194678
5,8,55,3546.39070709558,55,2605.7255319094,55,-5028.85924837128,55,-1509.74936290805
5,8,60,3104.15635347138,60,2509.87488102456,60,-5367.83570044264,60,-1667.06190586286
5,8,65,2629.69272529148,65,2396.03213693791,65,-5671.09574222471,65,-1822.1566716314
5,8,70,2125.83926546305,70,2263.36436265672,70,-5935.14907432292,70,-1972.59042532427
5,8,75,1595.91789077625,75,2111.42508355164,75,-6156.70334984439,75,-2115.67964565373
5,8,80,1043.71523005552,80,1940.20215439735,80,-6332.74630809321,80,-2248.5666314755
5,8,85,473.448824372614,85,1750.15390742076,85,-6460.62443133277,85,-2368.29413429083
5,8,90,-110.281481042424,90,1542.23210558052,90,-6538.11477618816,90,-2471.88643826182
10,8,0,5428.22627107914,0,3382.68102798843,0,82.0592760261029,0,1.67389696624401
10,8,5,5422.85101699376,5,3396.88903509936,5,-352.217844085302,5,-35.9316055626419
10,8,10,5388.76871641242,10,3422.77295096216,10,-788.56887346877,10,-78.4879125711411
10,8,15,5324.76713901318,15,3458.89049424532,15,-1227.52530634948,15,-129.509420678184
10,8,20,5229.09577103276,20,3503.08272964974,20,-1669.17415803525,20,-192.17355423499
10,8,25,5099.59528631366,25,3552.54902146502,25,-2112.99739670415,25,-269.194010684248
10,8,30,4933.86201825117,30,3603.94312097712,30,-2557.7480172957,30,-362.709328373573
10,8,35,4729.43785549555,35,3653.48694295423,35,-3001.37009194628,35,-474.189983129017
10,8,40,4484.01460372192,40,3697.09818473939,40,-3440.96761478498,40,-604.366407135676
