"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-5901.06109900968,0,-1000.37142696967,0,7502.74020615181,0,1688.97116404394
0,8,5,-5224.69888463901,5,-849.361175388036,5,7988.50137761171,5,1769.7322335915
0,8,10,-4508.5735569968,10,-691.886772403395,10,8413.46522999897,10,1837.02457224788
0,8,15,-3758.1352622347,15,-529.14669330811,15,8774.39753179673,15,1890.33604468369
0,8,20,-2979.09528890288,20,-362.37948836924,20,9068.55137025143,20,1929.26091840335
0,8,25,-2177.38260159559,25,-192.854356713164,25,9293.68805703749,25,1953.50295161437
0,8,30,-1359.09871795059,30,-21.8614869538566,30,9448.09416602721,30,1962.87764780627
0,8,35,-530.471272415751,35,149.297761921498,35,9530.59457349823,35,1957.31365988043
0,8,40,302.193379809486,40,319.320764680177,40,9540.56140153459,40,1936.8533331446
0,8,45,1132.55815794502,45,486.913543608488,45,9477.91879655679,45,1901.65238303953
0,8,50,1954.30348464128,50,650.800616463504,50,9343.14350661335,50,1851.97871005042
0,8,55,2761.17538177871,55,809.734703663077,55,9137.2612530403,55,1788.21036082251
0,8,60,3547.03306701753,60,962.50622083659,60,8861.83892410241,60,1710.8326509978
0,8,65,4305.89568885922,65,1107.95248449239,65,8518.97265002746,65,1620.43447167
0,8,70,5031.98784453779,70,1244.9665607412,70,8111.27185018948,70,1517.7038075677
0,8,75,5719.78353432209,75,1372.50568973141,75,7641.83937385171,75,1403.4225010752
0,8,80,6364.04821771048,80,1489.59922168118,80,7114.24788561015,80,1278.46030193985
0,8,85,6959.87865144471,85,1595.35600410934,85,6532.51267525877,85,1143.76824795129
0,8,90,7502.74020615182,90,1688.97116404394,90,5901.06109900968,90,1000.37142696967
5,8,0,-6366.50158920477,0,80.1509145922156,0,7696.80619737481,0,956.330664866556
5,8,5,-5677.83635403501,5,155.985432888527,5,8227.99996586075,5,1104.26217083258
5,8,10,-4942.10752273345,10,250.763663304859,10,8695.06040215514,10,1250.83943333961
5,8,15,-4165.48964480003,15,365.156430255599,15,9093.24718939569,15,1392.98186485799
5,8,20,-3354.68753589933,20,499.316615317479,20,9418.45948586107,20,1527.43665323857
5,8,25,-2516.86190583288,25,652.849833537007,25,9667.3094598066,25,1650.87228279705
5,8,30,-1659.54292092907,30,824.801990332298,30,9837.18546399155,30,1759.97586351488
5,8,35,-790.533461856805,35,1013.66398265934,35,9926.30252002518,35,1851.55119037249
5,8,40,82.1956658677505,40,1217.39325410356,40,9933.73814992221,40,1922.6145197974
5,8,45,950.615903869598,45,1433.45140040534,45,9859.45207278917,45,1970.48521272875
5,8,50,1806.75353850395,50,1658.85656585711,50,9704.28885381981,50,1992.86863798083
5,8,55,2642.80161002724,55,1890.24898282047,55,9469.96321998691,55,1987.9290373271
5,8,60,3451.2280080807,60,2123.96769160057,60,9159.02840727658,60,1954.35040653026
5,8,65,4224.87676454391,65,2356.13623639973,65,8774.82854187109,65,1891.38382720392
5,8,70,4957.05983128012,70,2582.7549614378,70,8321.4366472104,70,1798.88007832954
5,8,75,5641.6370309913,75,2799.79742342105,75,7803.58037847594,75,1677.30675236783
5,8,80,6273.08237111368,80,3003.30838523091,80,7226.55798907639,80,1527.74949184295
5,8,85,6846.53548446245,85,3189.50085436148,85,6596.14731028961,85,1351.89734410355
5,8,90,7357.83757335792,90,3354.84967334176,90,5918.51066338301,90,1152.01260330006
10,8,0,-6451.57742779534,0,1412.0797741049,0,7712.24029080705,0,267.223688611651
10,8,5,-5769.36840093126,5,1420.17830610028,5,8284.55442523857,5,472.9364199754
10,8,10,-5034.04816926506,10,1457.4102281442,10,8791.78331403424,10,688.460024632779
10,8,15,-4252.13280305367,15,1526.08834614093,15,9227.26583661461,15,908.121939643467
10,8,20,-3431.05667842796,20,1627.51653366689,20,9585.07839381311,20,1125.85682567934
10,8,25,-2579.0751765867,25,1761.93773877735,25,9860.20251250029,25,1335.40105821294
10,8,30,-1705.13318358791,30,1928.51865882174,30,10048.6752917036,30,1530.49027921667
10,8,35,-818.703118926619,35,2125.36998294079,35,10147.7146636027,35,1705.05291312914
10,8,40,70.4018007181909,40,2349.5997093464,40,10155.8125850826,40,1853.39329836774
10,8,45,952.231748698464,45,2597.39595734364,45,10072.7909161165,45,1970.35909809677
10,8,50,1816.91349599939,50,2864.13496025693,50,9899.81672735124,50,2051.48881601648
10,8,55,2654.8636434179,55,3144.50955008161,55,9639.37594165737,55,2093.13643560127
10,8,60,3456.9928747735,60,3432.67339339211,60,9295.20639180035,60,2092.57131610334
10,8,65,4214.89274213646,65,3722.39644448658,65,8872.19343124434,65,2048.05242958202
10,8,70,4920.99747029424,70,4007.22745790305,70,8376.23305898543,70,1958.87675437563
10,8,75,5568.71463260596,75,4280.6598501226,75,7814.06902960828,75,1825.40213096387
10,8,80,6152.52022483406,80,4536.29762339778,80,7193.11155226809,80,1649.04515161048
10,8,85,6668.01556158324,85,4768.0183817874,85,6521.24588491425,85,1432.25474531778
10,8,90,7111.9454441787,90,4970.13062592956,90,5806.63936156722,90,1178.46211233467
15,8,0,-6144.61795313188,0,2884.55051460034,0,7546.10650712769,0,-350.424009137908
15,8,5,-5487.21946444582,5,2835.30883491215,5,8153.26711234553,5,-97.7297787517151
15,8,10,-4772.31142281432,10,2823.09167499196,10,8696.94014232162,10,174.496764144894
15,8,15,-4006.2899358214,15,2851.57071034549,15,9168.15497689858,15,458.015907007274
15,8,20,-3196.97352647749,20,2922.89916990523,20,9558.71113979706,20,744.04922637548
15,8,25,-2353.49652861703,25,3037.65549537213,25,9861.49144172563,25,1023.58993306251
15,8,30,-1486.13024143559,30,3194.84973297434,30,10070.7489125356,30,1287.70804310437
15,8,35,-606.038988211132,35,3391.9874388348,35,10182.3481010133,35,1527.83742229394
15,8,40,275.016453922141,40,3625.18299438839,40,10193.9449355633,40,1736.03431165475
15,8,45,1145.01177324229,45,3889.31244153487,45,10105.0942766534,45,1905.2000329853
15,8,50,1992.01007872683,50,4178.19529956896,50,9917.2797362064,50,2029.2637960847
15,8,55,2804.51222819864,55,4484.7952066012,55,9633.86556129895,55,2103.32452675001
15,8,60,3571.78884616431,60,4801.43043228437,60,9259.97489648672,60,2123.75313599545
15,8,65,4284.17821538701,65,5119.9870894568,65,8802.30236699011,65,2088.25847467371
15,8,70,4933.33660404696,70,5432.1299690264,70,8268.87172526153,70,1995.92125749189
15,8,75,5512.4302646596,75,5729.5080630714,75,7668.7514570643,75,1847.20045256564
15,8,80,6016.26127329032,80,6003.95373686694,80,7011.74290832933,80,1643.91604016333
15,8,85,6441.3226431285,85,6247.67586422706,85,6308.05670113427,85,1389.21075849402
15,8,90,6785.78182750342,90,6453.44778496916,90,5567.99382477799,90,1087.49169921566
20,8,0,-5464.64523988041,0,4366.1309289307,0,7210.00579569961,0,-880.111799405688
20,8,5,-4848.67423038056,5,4270.93941476523,5,7844.52904815983,5,-592.000441360302
20,8,10,-4172.80396572785,10,4218.74363367985,10,8419.71310667102,10,-276.379245704652
20,8,15,-3442.77245284295,15,4214.28612762016,15,8923.88033742554,15,56.0396570178141
20,8,20,-2666.36377927143,20,4260.24648625266,20,9346.08864527505,20,393.943874844532
20,8,25,-1853.31221281513,25,4357.20264542513,25,9676.66204388988,25,725.861108827611
20,8,30,-1015.07028913136,30,4503.69047007483,30,9907.67727007003,30,1040.57669965763
20,8,35,-164.456021346273,35,4696.34720564301,35,10033.3653211666,35,1327.50787070876
20,8,40,684.792985263465,40,4930.11964110617,40,10050.3980519007,40,1577.02033086451
20,8,45,1518.52352946969,45,5198.51610164269,45,9958.04404519759,45,1780.67962167866
20,8,50,2322.69254242602,50,5493.88221183067,50,9758.19162337992,50,1931.4358312761
20,8,55,3083.88141503428,55,5807.6829271683,55,9455.24757637897,55,2023.74540849925
20,8,60,3789.7716227205,60,6130.77685757939,60,9055.92682898726,60,2053.63760160815
20,8,65,4429.56063648873,65,6453.67294677205,65,8568.95120821379,65,2018.73560047448
20,8,70,4994.30235071639,70,6766.76398568619,70,8004.67610759254,70,1918.24387467886
20,8,75,5477.15992101341,75,7060.53617052405,75,7374.66389120193,75,1752.91338696485
20,8,80,5873.5614102281,80,7325.75868445687,80,6691.22363538184,80,1524.99505791355
20,8,85,6181.25102506395,85,7553.66139302591,85,5966.93869346212,85,1238.18881562713
20,8,90,6400.23216015672,90,7736.11116028304,90,5214.20605113412,90,897.590834358253
25,8,0,-4462.6452050814,0,5724.56936114611,0,6727.74136493766,0,-1314.82124409453
25,8,5,-3902.00702376236,5,5594.51985446586,5,7381.57537418408,5,-1003.38013319866
25,8,10,-3281.26398271329,10,5512.20724283898,10,7982.61398999242,10,-658.40779533679
25,8,15,-2604.89842712569,15,5483.13293910909,15,8516.0567439704,15,-292.858306252428
25,8,20,-1880.20362112087,20,5510.14026843093,20,8967.74074235722,20,79.7452556488043
25,8,25,-1117.22335714874,25,5593.42737862609,25,9324.98722388843,25,445.881339608323
25,8,30,-328.448886996596,30,5730.70273278247,30,9577.36877203431,30,792.549847417301
25,8,35,471.693230014419,35,5917.45071468998,35,9717.3168610652,35,1107.71373373063
25,8,40,1267.50120998771,40,6147.26974807959,40,9740.51903589397,40,1380.64678861809
25,8,45,2042.73294164911,45,6412.24708308854,45,9646.09019111874,45,1602.18398191843
25,8,50,2781.34627491956,50,6703.34047247623,50,9436.53335776059,50,1764.87977573664
25,8,55,3468.19022091403,55,7010.74409653454,55,9117.52509181098,55,1863.08517580485
25,8,60,4089.61204747486,60,7324.22200729074,60,8697.56678319091,60,1892.95691502213
25,8,65,4633.96274623558,65,7633.39675439614,65,8187.53865036673,65,1852.41379062616
25,8,70,5091.99459716964,70,7927.98525038813,70,7600.18365132018,70,1741.05708248345
25,8,75,5457.14840156163,75,8197.98037667199,75,6949.54027198629,75,1560.07405963771
25,8,80,5725.72608314332,80,8433.78623547328,80,6250.34044302634,80,1312.1443527184
25,8,85,5896.94026363212,85,8626.32602929169,85,5517.39273458829,85,1001.3664117171
25,8,90,5972.83005356989,90,8767.15091776328,90,4764.97936484839,90,633.214015389999
30,8,0,-3217.0918192755,0,6845.62450216615,0,6131.8245394192,0,-1653.91564726005
30,8,5,-2722.10535650893,5,6691.0732539783,5,6796.58351529545,5,-1331.63208900164
30,8,10,-2168.81905461507,10,6588.52774492206,10,7417.15207488567,10,-971.941922441035
30,8,15,-1559.8766523869,15,6543.85474667056,15,7975.24985377192,15,-589.591653984326
30,8,20,-901.674891644512,20,6559.63240591481,20,8453.07033486379,20,-199.769578809115
30,8,25,-204.360938682448,25,6635.2639652787,25,8834.55809090052,25,182.56529985967
30,8,30,518.581637269767,30,6767.2781731259,30,9106.55074724918,30,543.269132383913
30,8,35,1251.08884826217,35,6949.75537159585,35,9259.63954990909,35,869.481866238032
30,8,40,1975.49065315086,40,7174.81639189292,40,9288.66624009759,40,1149.96790638961
