"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,5601.06748365681,0,3084.65342083368,0,-41.1964142460443,0,-21.1487256945163
0,8,5,5576.16322679084,5,3071.07215038901,5,-529.204846170168,5,-289.913508420138
0,8,10,5508.82100078957,10,3034.11816651581,10,-1013.18570967231,10,-556.471874292121
0,8,15,5399.55332065523,15,2974.07271134479,15,-1489.45561814559,15,-818.795153193833
0,8,20,5249.19177941127,20,2891.39276704623,20,-1954.38987000689,20,-1074.88690657771
0,8,25,5058.88071917733,25,2786.70757791976,25,-2404.45003486457,25,-1322.79812156807
0,8,30,4830.06852203476,30,2660.81386146528,30,-2836.21088311031,30,-1560.64204412596
0,8,35,4564.49658696439,35,2514.66974488171,35,-3246.38645398462,35,-1786.60853838662
0,8,40,4264.18607674883,40,2349.38747314049,40,-3631.85506372237,40,-1998.97786288642
0,8,45,3931.42253570326,45,2166.22494412973,45,-3989.68306345115,45,-2196.13375883382
0,8,50,3568.73849530315,50,1966.57613529176,50,-4317.14716603057,50,-2376.57575081468
0,8,55,3178.89420009057,55,1751.96049461308,55,-4611.75517191176,55,-2538.93056631617
0,8,60,2764.85660054651,60,1524.01137670772,60,-4871.2649362808,60,-2681.9625871598
0,8,65,2329.77677280622,65,1284.46361200239,65,-5093.70143313456,65,-2804.58325330185
0,8,70,1876.9659370672,70,1035.14030362939,70,-5277.37178642114,70,-2905.85934743261
0,8,75,1409.87025720408,75,777.93895251096,75,-5420.87815384885,75,-2985.02009732356
0,8,80,932.044613380698,80,514.817016231544,80,-5523.12836531004,80,-3041.46304186947
0,8,85,447.125547265564,85,247.777011603591,85,-5583.34423495515,85,-3074.75861618115
0,8,90,-41.1964142460458,90,-21.148725694517,90,-5601.06748365681,90,-3084.65342083368
5,8,0,6785.06876489791,0,5194.25068393097,0,-18.0481991499027,0,-17.5971607535927
5,8,5,6767.37181686296,5,5179.62838901427,5,-489.9256317082,5,-323.961873359321
5,8,10,6709.5922319861,10,5135.13741496412,10,-959.166758180613,10,-627.406448573386
5,8,15,6611.95526572235,15,5061.24226388414,15,-1422.43605363603,15,-924.810379888889
5,8,20,6474.95292537113,20,4958.7694288951,20,-1876.3999911413,20,-1213.12569400173
5,8,25,6299.34907223506,25,4828.89667004042,25,-2317.74722536652,25,-1489.42397204056
5,8,30,6086.18308804586,30,4673.13543656396,30,-2743.21040405192,30,-1750.94193428617
5,8,35,5836.77170250244,35,4493.30654568147,35,-3149.58947863712,35,-1995.12445966521
5,8,40,5552.70860305287,40,4291.50944144882,40,-3533.77629513358,40,-2219.66389270443
5,8,45,5235.86149335585,45,4070.08558547871,45,-3892.78016358808,45,-2422.53452020714
5,8,50,4888.36633123188,50,3831.5767611477,50,-4223.75403453492,50,-2602.02118247798
5,8,55,4512.6185566212,55,3578.67929033062,55,-4524.02085850268,55,-2756.74112042405
5,8,60,4111.2612096663,60,3314.19535229891,60,-4791.09967356906,60,-2885.65834721103
5,8,65,3687.16993185545,65,3040.9827450732,65,-5022.73095790062,65,-2988.09006446072
5,8,70,3243.43493206087,70,2761.90452929208,70,-5216.90079859537,70,-3063.70490811232
5,8,75,2783.34007765181,75,2479.78003563331,75,-5371.86346197043,75,-3112.51309549336
5,8,80,2310.33933348936,80,2197.33869458281,80,-5486.16199862237,80,-3134.84883886085
5,8,85,1828.03081557793,85,1917.1780611278,85,-5558.64657268324,85,-3131.3456772042
5,8,90,1340.12875114864,90,1641.72725950221,90,-5588.49026184494,90,-3102.90564335943
10,8,0,7804.05698848218,0,7206.43157955506,0,-1.12854028246995,0,-7.88103940732602
10,8,5,7793.87521354174,5,7193.54117595559,5,-449.33931930565,5,-350.20494295065
