"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,3425.88045598775,0,-8215.34753820057,0,-698.936380176884,0,276.509710984286
0,8,5,3351.92762720346,5,-8159.98625129871,5,-994.861871941946,5,991.472224675443
0,8,10,3252.4646052269,10,-8042.52254189005,10,-1283.21586414751,10,1698.88903606952
0,8,15,3128.24836371275,15,-7863.85037972973,15,-1561.80380879998,15,2393.37627608187
0,8,20,2980.22426326273,20,-7625.32956785698,20,-1828.50548342457,20,3069.64847747312
0,8,25,2809.51885666068,25,-7328.77539367296,25,-2081.2911272385,25,3722.55880044637
0,8,30,2617.43131512557,30,-6976.44481350751,30,-2318.23688885619,30,4347.13820320577
0,8,35,2405.42354083411,35,-6571.01927581871,35,-2537.53946795999,35,4938.63325936496
0,8,40,2175.10904096247,40,-6115.58431375102,40,-2737.52983950439,40,5492.54233439209
0,8,45,1928.24064792235,45,-5613.60606236491,45,-2916.68595600445,45,6004.64984576676
0,8,50,1666.69717924801,50,-5068.9048792562,50,-3073.64433123619,50,6471.05834610843
0,8,55,1392.46913866031,55,-4485.62626932789,55,-3207.21041719003,55,6888.21818510437
0,8,60,1107.64356713156,60,-3868.20933499481,60,-3316.36769530245,60,7252.95452449179
0,8,65,814.388159243462,65,-3221.35299193375,65,-3400.28541277606,65,7562.49150049415
0,8,70,514.934765722509,70,-2549.98020749796,70,-3458.32490510998,70,7814.47334982054
0,8,75,211.562407708293,75,-1859.20053396297,75,-3490.04445672233,75,8006.98233844678
0,8,80,-93.4200679734566,80,-1154.27122174854,80,-3495.20266267257,80,8138.55335672932
0,8,85,-397.691560529349,85,-440.557208568588,85,-3473.7602658988,85,8208.18506977426
0,8,90,-698.936380176882,90,276.509710984286,90,-3425.88045598775,90,8215.34753820057
5,8,0,4633.87069158403,0,-6813.96092022454,0,-663.722188269764,0,486.138453702559
5,8,5,4559.88437198035,5,-6755.30382440783,5,-966.954187739358,5,1031.53445077846
5,8,10,4459.7572373527,10,-6664.00740263267,10,-1262.47366970789,10,1570.86129449532
5,8,15,4334.23278233214,15,-6540.33094058972,15,-1547.99038993436,15,2103.5672446315
5,8,20,4184.23825574861,20,-6384.1839932652,20,-1821.27641390948,20,2629.03534644911
5,8,25,4010.88306475095,25,-6195.15224596156,25,-2080.17797176137,25,3146.48874859366
5,8,30,3815.45729163772,30,-5972.54212751662,30,-2322.62826251968,30,3654.90212245098
5,8,35,3599.43000873236,35,-5715.44299740425,35,-2546.66148850302,35,4152.92251572607
5,8,40,3364.44698369747,40,-5422.80516531541,40,-2750.42835826935,40,4638.80277013892
5,8,45,3112.32726469453,45,-5093.53146983058,45,-2932.21322544802,45,5110.35033780241
5,8,50,2845.05803248139,50,-4726.57965637665,50,-3090.4529196248,50,5564.89394817704
5,8,55,2564.78702139786,55,-4321.07236721031,55,-3223.75716757688,55,5999.27011436634
5,8,60,2273.81176345199,60,-3876.41120003538,60,-3330.93029881286,60,6409.83093219751
5,8,65,1974.56492044487,65,-3392.39101850563,65,-3410.99368732201,65,6792.47402749503
5,8,70,1669.59505672745,70,-2869.31051804799,70,-3463.20811929332,70,7142.69485690293
5,8,75,1361.54238219446,75,-2308.07497433397,75,-3487.0950198379,75,7455.66087770735
5,8,80,1053.10926485045,80,-1710.28713885657,80,-3482.45525159286,80,7726.30638638027
5,8,85,747.02566690859,85,-1078.32240502647,85,-3449.38404796091,85,7949.44610037913
5,8,90,446.010078003973,90,-415.38465605315,90,-3388.2805953321,90,8119.90484227811
10,8,0,5576.45146231737,0,-5136.38122093429,0,-609.6866896954,0,678.467825743516
10,8,5,5507.57253943654,5,-5075.75074239959,5,-906.885523443536,5,1056.0892740234
10,8,10,5414.941518236,10,-5011.32393709854,10,-1196.99846225028,10,1428.36207058822
10,8,15,5299.07633487692,15,-4942.98236703327,15,-1478.06492851609,15,1799.05018774703
10,8,20,5160.5985784721,20,-4869.55582309128,20,-1748.14549948976,20,2171.7679262974
10,8,25,5000.23792627864,25,-4788.86269411448,25,-2005.32049972264,25,2549.77295236501
10,8,30,4818.83867097828,30,-4697.78688427699,30,-2247.68747188674,30,2935.7679942346
10,8,35,4617.36994989204,35,-4592.38979810355,35,-2473.35789775542,35,3331.71741251639
10,8,40,4396.94113360455,40,-4468.05490014409,40,-2680.45458156587,40,3738.68449158029
10,8,45,4158.82319461776,45,-4319.66143565202,45,-2867.11207052024,45,4156.69480060662
10,8,50,3904.47581733736,50,-4141.783074857,50,-3031.48316619844,50,4584.63037847981
10,8,55,3635.57866621487,55,-3928.90651124503,55,-3171.75480422328,55,5020.15883487346
10,8,60,3354.06379299389,60,-3675.66439526064,60,-3286.17623630811,60,5459.70074247397
10,8,65,3062.1448604938,65,-3377.07641306234,65,-3373.10150634403,65,5898.43792238432
10,8,70,2762.33791276275,70,-3028.79182422405,70,-3431.04672429884,70,6330.3643882167
10,8,75,2457.46802333741,75,-2627.32635621319,75,-3458.76074482844,75,6748.38080140886
10,8,80,2150.65644254884,80,-2170.28602521171,80,-3455.30575670593,80,7144.43228505053
10,8,85,1845.28390387354,85,-1656.57022658564,85,-3420.14223615904,85,7509.68832758909
10,8,90,1544.92751393191,90,-1086.54633872468,90,-3353.2109829701,90,7834.76226162757
15,8,0,6220.96840482034,0,-3302.54483245419,0,-540.855558816801,0,839.312016046729
15,8,5,6161.7847419095,5,-3241.70880494207,5,-822.819027580053,5,1058.81477016394
15,8,10,6082.88384691515,10,-3203.57488345924,10,-1098.68770313359,10,1273.14382518584
15,8,15,5984.5335439341,15,-3187.87464930971,15,-1366.86659223454,15,1489.74635219311
15,8,20,5867.05962652745,20,-3192.72115039877,20,-1625.7911211214,20,1715.88476677706
15,8,25,5730.8242985578,25,-3214.64841675096,25,-1873.93839920419,25,1958.33775840437
15,8,30,5576.20083187309,30,-3248.7016460727,30,-2109.81896558297,30,2223.11259086475
15,8,35,5403.55511826469,35,-3288.57620539908,35,-2331.94662125776,35,2515.17704510513
15,8,40,5213.24487169756,40,-3326.802392462,40,-2538.78905100929,40,2838.21828900908
15,8,45,5005.64523857315,45,-3354.97196320866,45,-2728.70690809084,45,3194.4349456539
15,8,50,4781.20577695356,50,-3364.0016144744,50,-2899.89305021074,50,3584.36781311461
15,8,55,4540.53872005163,55,-3344.42778835709,55,-3050.32599908098,55,4006.77405965846
15,8,60,4284.53286938067,60,-3286.72629524334,60,-3177.75200784333,60,4458.54918352817
15,8,65,4014.48215315514,65,-3181.64939050418,65,-3279.70821172818,65,4934.7004718592
15,8,70,3732.21357031577,70,-3020.57219593396,70,-3353.59535728992,70,5428.37505097316
15,8,75,3440.19651909455,75,-2795.83981979121,75,-3396.80297004208,75,5930.94489915667
15,8,80,3141.61479435351,80,-2501.1061930904,80,-3406.88314705207,80,6432.15045344163
15,8,85,2840.38403849112,85,-2131.65537731509,85,-3381.76219331018,85,6920.30372676168
15,8,90,2541.10115235986,90,-1684.69570276149,90,-3319.97285212374,90,7382.55110792907
20,8,0,6567.42536040487,0,-1435.24169920221,0,-462.931006399585,0,958.27841054698
20,8,5,6520.92329900481,5,-1376.17030619307,5,-725.010415959846,5,1035.812957179
20,8,10,6459.0842709268,10,-1362.41240653913,10,-982.028286090356,10,1108.0924636474
20,8,15,6382.08863936941,15,-1393.76369941139,15,-1232.43978097432,15,1185.52662394731
20,8,20,6290.24851439801,20,-1467.99868904806,20,-1474.8501439423,20,1278.32399517428
20,8,25,6183.89885202293,25,-1580.89287670101,25,-1708.09433024933,25,1396.1245164867
20,8,30,6063.2665556624,30,-1726.30400821126,30,-1931.25159238226,30,1547.6487529245
20,8,35,5928.34945488156,35,-1896.31085084477,35,-2143.58535242291,35,1740.37232764271
20,8,40,5778.83681645243,40,-2081.40766959794,40,-2344.41267362416,40,1980.23159821556
20,8,45,5614.0972987145,45,-2270.75243795091,45,-2532.92111225628,45,2271.36532282392
20,8,50,5433.25013443093,50,-2452.46602388277,50,-2707.9616284962,50,2615.89694103154
20,8,55,5235.32259907551,55,-2613.97765462046,55,-2867.85297295167,55,3013.76267292107
20,8,60,5019.48351341394,60,-2742.40905959186,60,-3010.23462401623,60,3462.59111222329
20,8,65,4785.33050371822,65,-2824.98666121479,65,-3132.00176143275,65,3957.63966320489
20,8,70,4533.19939776829,70,-2849.469173267,70,-3229.3474549944,70,4491.79186995934
20,8,75,4264.45828249267,75,-2804.57785047464,75,-3297.92529304443,75,5055.61788559043
20,8,80,3981.74669612905,80,-2680.41849706894,80,-3333.13145398005,80,5637.49894302707
20,8,85,3689.12218502291,85,-2468.88730017586,85,-3330.4902171109,85,6223.81659469433
20,8,90,3392.08195315875,90,-2164.05500802988,90,-3286.11256527099,90,6799.20899747503
25,8,0,6645.11161203574,0,353.225589496502,0,-381.917384516026,0,1030.36725646205
25,8,5,6612.07583597275,5,408.591348783782,5,-623.759539913469,5,986.958798672004
25,8,10,6567.29453968472,10,401.197947446861,10,-861.383430763543,10,938.255409448747
25,8,15,6511.20106163134,15,330.954967178356,15,-1092.70366665734,15,896.810542966013
25,8,20,6444.61089358838,20,199.985427085546,20,-1316.0593969643,20,874.963231144601
25,8,25,6368.43465020734,25,12.6511186034821,25,-1530.43778825911,25,884.439004901493
25,8,30,6283.33893234845,30,-224.477380568626,30,-1735.54974294624,30,935.972704024986
25,8,35,6189.4267139905,35,-502.709487401405,35,-1931.73706455795,35,1038.95714832005
25,8,40,6086.0052667047,40,-811.389103079278,40,-2119.71968989012,40,1201.11857515604
25,8,45,5971.4939855431,45,-1138.12381621901,45,-2300.21874405451,45,1428.22037457092
25,8,50,5843.50068168353,50,-1469.09563047045,50,-2473.51217089254,50,1723.80051454917
25,8,55,5699.06813001166,55,-1789.45221828535,55,-2638.99197430259,55,2088.95283616499
25,8,60,5535.06795546092,60,-2083.76580134564,60,-2794.79457250192,60,2522.16497993978
25,8,65,5348.69990673786,65,-2336.5349837699,65,-2937.5687620736,65,3019.22382677652
25,8,70,5138.04256439083,70,-2532.69838427546,70,-3062.43084349555,70,3573.19305638854
25,8,75,4902.59582520206,75,-2658.13128115577,75,-3163.13580725368,75,4174.45939008541
25,8,80,4643.75426203271,80,-2700.10762795628,80,-3232.46949411437,80,4810.83839196509
25,8,85,4365.15213810135,85,-2647.72568362095,85,-3262.84145060215,85,5467.73091755687
25,8,90,4072.82527717047,90,-2492.30965106585,90,-3247.03362218247,90,6128.32864936168
30,8,0,6504.90937085608,0,1970.96137576526,0,-302.778925354989,0,1056.41788299625
30,8,5,6484.05348649571,5,2020.96421434615,5,-527.480568352713,5,916.164409819899
30,8,10,6453.3834395386,10,1996.81488354102,10,-748.447138396033,10,770.840248745999
30,8,15,6414.05763672997,15,1897.84876581333,15,-962.301330441526,15,634.21150978006
30,8,20,6368.07496201969,20,1725.53643068738,20,-1166.55153257232,20,519.833800744991
30,8,25,6317.69115263179,25,1483.61401540533,25,-1360.03839893701,25,440.680309893736
30,8,30,6264.74458967839,30,1178.18438040802,30,-1543.10472700596,30,408.78438437532
30,8,35,6210.03060516054,35,817.768552016599,35,-1717.45760647744,35,434.888783367366
30,8,40,6152.84902804013,40,413.273802201047,40,-1885.74437256811,40,528.093894031999
30,8,45,6090.81098942072,45,-22.1620833537262,45,-2050.90842038512,45,695.506122246558
30,8,50,6019.9390834794,50,-473.482584818673,50,-2215.42206766933,50,941.90283510615
30,8,55,5935.04373938818,55,-924.186125854735,55,-2380.50922471599,55,1269.4441936954
30,8,60,5830.32020422264,60,-1356.92933847203,60,-2545.47103494493,60,1677.46614375265
30,8,65,5700.0909198208,65,-1754.19250545357,65,-2707.21507962214,65,2162.3778212077
30,8,70,5539.61538608668,70,-2098.92427782724,70,-2860.06637007898,70,2717.66347397479
30,8,75,5345.89562985596,75,-2375.09627218855,75,-2995.90939302759,75,3333.96370183629
30,8,80,5118.41037796787,80,-2568.1372841808,80,-3104.6773424995,80,3999.19575966215
30,8,85,4859.70914018907,85,-2665.26657608465,85,-3175.16879082282,85,4698.67632984808
30,8,90,4575.79001565489,90,-2655.78635069277,90,-3196.13461368246,90,5415.233060258
35,8,0,6209.31936006604,0,3352.33496751231,0,-228.625076193942,0,1042.31432153971
35,8,5,6198.08280080332,5,3395.83614007869,5,-441.451199481141,5,830.449611393331
35,8,10,6176.81526397612,10,3360.23430270667,10,-650.539192571329,10,614.08925691277
35,8,15,6147.90077277249,15,3243.94547923982,15,-850.459050709149,15,407.187817070016
35,8,20,6115.23998090256,20,3047.1122745288,20,-1037.32862443907,20,223.554519642355
35,8,25,6083.23345980095,25,2771.93023370874,25,-1209.54518508968,25,76.5911528049702
35,8,30,6055.6289274644,30,2423.00686265781,30,-1368.05908129399,30,-20.9946837224435
35,8,35,6034.4797646892,35,2007.69572092048,35,-1516.1595201726,35,-57.5315791609845
35,8,40,6019.42491265081,40,1536.31240487403,40,-1658.82598613942,40,-22.800030314801
35,8,45,6007.41435284627,45,1022.12168242708,45,-1801.75916054516,45,91.4909886532674
35,8,50,5992.8974931508,50,481.008942007123,50,-1950.23824524472,50,291.220584838052
35,8,55,5968.39875577555,55,-69.1784686820286,55,-2107.96091926009,55,579.449633134354
35,8,60,5925.35363034827,60,-609.534286581199,60,-2276.01475240486,60,956.173394337227
35,8,65,5855.07833505409,65,-1121.07031391507,65,-2452.11132489359,65,1418.27352977765
35,8,70,5749.78243985437,70,-1585.57106592722,70,-2630.19065168408,70,1959.64420337495
35,8,75,5603.57579069631,75,-1986.18093927495,75,-2800.4747179557,75,2571.40708431571
35,8,80,5413.43867590525,80,-2307.68748069641,80,-2950.01303586861,80,3242.10556259589
35,8,85,5180.10414720101,85,-2536.58403991967,85,-3063.71699127028,85,3957.79184508172
35,8,90,4908.75444771542,90,-2661.07699922624,90,-3125.82243683447,90,4701.98200372818
40,8,0,5822.50769789711,0,4459.82227301363,0,-160.630797428496,0,997.213564807
40,8,5,5818.13842891095,5,4496.31231373734,5,-367.54394001217,5,738.137801265803
40,8,10,5801.36483040306,10,4455.04179607021,10,-570.164055673246,10,475.43826003575
40,8,15,5776.18038957561,15,4333.11571529823,15,-760.406510113932,15,222.218578828303
40,8,20,5748.98166127172,20,4128.58528009931,20,-932.582335047793,20,-8.38548464427524
40,8,25,5726.98327316156,25,3841.08329560651,25,-1084.4376851836,25,-203.25761115883
40,8,30,5716.43738461221,30,3472.6075026285,30,-1217.5015627995,30,-349.463875920398
40,8,35,5721.07133000761,35,3028.33391696247,35,-1336.74047066074,35,-434.600172068387
40,8,40,5741.08201671684,40,2517.25649980806,40,-1449.63980910491,40,-447.358220346045
40,8,45,5772.85305217316,45,1952.40493791357,45,-1564.89588751709,45,-378.262513892329
40,8,50,5809.35225928236,50,1350.44811299489,50,-1690.91354581794,50,-220.435049186055
40,8,55,5841.00426873851,55,730.661658460592,55,-1834.28575953113,55,29.8107557804164
40,8,60,5856.77769395464,60,113.466132490123,60,-1998.40892188607,60,372.715559717485
40,8,65,5845.28940304419,65,-481.0819320087,65,-2182.37531459123,65,805.210026095085
40,8,70,5795.86010445522,70,-1034.43935612213,70,-2380.28170539794,70,1321.33772991885
40,8,75,5699.57201384135,75,-1530.10990272114,75,-2581.08743115175,75,1912.74740827833
40,8,80,5550.40901142538,80,-1953.56211587905,80,-2769.12955053181,80,2569.02048863351
40,8,85,5346.48293096228,85,-2291.77157200255,85,-2925.34294781202,85,3277.68551834797
40,8,90,5091.20848359099,90,-2532.75026680369,90,-3029.13748348034,90,4023.91250718819
45,8,0,5402.29025844162,0,5282.32903370965,0,-98.5685671353912,0,931.348808484785
45,8,5,5402.72093484342,5,5311.84533236186,5,-304.890427921694,5,646.828993069251
45,8,10,5386.70000650698,10,5270.57819893812,10,-505.841027211484,10,359.718470877357
45,8,15,5359.96186050588,15,5153.94765312733,15,-690.382706482828,15,81.3482016449579
45,8,20,5331.71452880382,20,4957.16075851959,20,-850.853466208627,20,-176.608884703733
45,8,25,5312.3776131115,25,4676.25910261506,25,-984.282884167588,25,-401.872492019
45,8,30,5311.03287275175,30,4309.50700092019,30,-1092.73626167985,30,-581.534068778602
45,8,35,5333.24579807667,35,3858.92645898501,35,-1182.76271957293,35,-702.433770906617
45,8,40,5379.78988576071,40,3331.59328102157,40,-1264.18715486676,40,-752.002722076674
45,8,45,5446.48738788234,45,2740.2003123404,45,-1348.52494987586,45,-719.45615789892
45,8,50,5524.99624585376,50,2102.50569607392,50,-1447.23928821806,50,-597.022580053895
45,8,55,5604.09718053484,55,1439.64348847546,55,-1569.97585480473,55,-380.800798193309
45,8,60,5670.99732522982,60,773.739587648082,60,-1722.86722327371,60,-70.939255629204
45,8,65,5712.37237596954,65,125.599576261676,65,-1907.02490501971,65,328.892961505129
45,8,70,5715.18779609635,70,-486.781885825527,70,-2117.40592316111,70,812.462948762265
45,8,75,5667.57872884964,75,-1048.50801538801,75,-2342.29932411926,75,1371.89874689662
