"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,22.2531649592358,0,40.1931618889249,0,471.758856742227,0,8776.81838044319
0,8,5,63.2849785053065,5,804.990339682114,5,468.024180743921,5,8739.91687183388
0,8,10,103.835155152437,10,1563.66105492387,10,460.727558129428,10,8636.49931852382
0,8,15,143.595083571477,15,2310.43136537329,15,449.924520602664,15,8467.35279053893
0,8,20,182.262166699456,20,3039.61789805562,20,435.697285802261,20,8233.76459509063
0,8,25,219.542124685946,25,3745.67110316228,25,418.154131575687,25,7937.5124793907
0,8,30,255.151234540417,30,4423.21748947582,30,397.428571919454,30,7580.85110092153
0,8,35,288.818489435508,35,5067.10051988272,35,373.678340856982,35,7166.49486813131
0,8,40,320.287661232623,40,5672.41985573435,40,347.084191987437,40,6697.59728214669
0,8,45,349.31925053278,45,6234.5686513831,45,317.848522841703,45,6177.72693672512
0,8,50,375.692309411652,50,6749.26861505934,50,286.193834514958,50,5610.84035910157
0,8,55,399.206122966683,55,7212.60256925516,55,252.361038298992,55,5001.25189842721
0,8,60,419.681736878691,60,7621.04426281046,60,216.60762220181,60,4353.60089096736
0,8,65,436.96331936229,65,7971.48520781342,65,179.205691308413,65,3672.81635195116
0,8,70,450.919347139875,70,8261.25833707055,70,140.439896896805,70,2964.07946278947
0,8,75,461.443606413181,75,8488.15830209841,75,100.605270069883,75,2232.78413915583
0,8,80,468.456001214414,80,8650.45825715719,80,60.004976390607,80,1484.49598003129
0,8,85,471.903162984938,85,8746.92300158949,85,18.9480086090031,85,724.909910135534
0,8,90,471.758856742228,90,8776.81838044319,90,-22.2531649592355,90,-40.1931618889245
5,8,0,29.8123364565792,0,41.3175631136413,0,416.181040524618,0,8681.39712819675
5,8,5,89.3365200472379,5,799.711695238534,5,409.712262067488,5,8644.124618767
5,8,10,147.5809866436,10,1551.88593700565,10,396.26336228228,10,8540.90271715068
5,8,15,203.649249337783,15,2292.11838359893,15,376.091503973519,15,8372.5442510276
5,8,20,256.697050994057,20,3014.78436278447,20,349.581415194461,20,8140.35637380306
5,8,25,305.951462191893,25,3714.39871436099,25,317.234562687253,25,7846.12923572343
5,8,30,350.727678782231,30,4385.65671808243,30,279.655355130661,30,7492.12116191924
5,8,35,390.443060572601,35,5023.47341269628,35,237.53488414596,35,7081.0404938434
5,8,40,424.628074268864,40,5623.02106272794,40,191.632778374176,40,6616.02426208413
5,8,45,452.933932617312,45,6179.764543085,45,142.757781285313,45,6100.61387253038
5,8,50,475.136848171414,50,6689.4944266796,50,91.7476674399954,50,5538.72800392754
5,8,55,491.138935865662,55,7148.35757867705,55,39.4490884759761,55,4934.63293140656
5,8,60,500.965897408124,60,7552.8850831922,60,-13.3021047329562,60,4292.91050532707
5,8,65,504.761699030877,65,7900.01735351586,65,-65.6995760584256,65,3618.42402541165
5,8,70,502.780511999438,70,8187.12630334732,70,-116.983831688802,70,2916.28225492129
5,8,75,495.376224805103,75,8412.03448136916,75,-166.457803716634,75,2191.80181790587
5,8,80,482.989861426219,80,8573.03109201353,80,-213.500392361195,80,1450.46821513105
5,8,85,466.135256670218,85,8668.88483913371,85,-257.577722643224,85,697.895683277409
5,8,90,445.383352475958,90,8698.85353531267,90,-298.251917780656,90,-60.2138893975295
10,8,0,37.8738461994895,0,44.7324169518699,0,326.511494483428,0,8444.36979047337
10,8,5,110.735468654424,5,784.407105927557,5,317.096826857349,5,8406.85510849665
10,8,10,181.451908025214,10,1517.7452648033,10,297.649177376788,10,8305.10375644035
10,8,15,248.5776981227,15,2239.18513933217,15,268.656456881056,15,8139.9638152732
10,8,20,310.779348950529,20,2943.27232930777,20,230.837950511312,20,7912.7556727267
