"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-69.579504872854,0,78.2532968810282,0,-34.9967704441369,0,-35.3438364599887
0,8,5,-72.364903372014,5,74.8751011428576,5,-28.7993437395752,5,-42.0295667037815
0,8,10,-74.5995612613896,10,70.9270606741676,10,-22.3827366396362,10,-48.3954265668123
0,8,15,-76.2664714451194,15,66.439222446817,15,-15.7957833988036,15,-54.3929680117121
0,8,20,-77.3529477301973,20,61.4457416195469,20,-9.08861470855131,20,-59.9765461266707
0,8,25,-77.8507213760615,25,55.9846215965987,25,-2.31227617251135,25,-65.1036665107767
0,8,30,-77.7560040247032,30,50.0974247988617,30,4.48166018139197,30,-69.735308682067
0,8,35,-77.0695165323579,35,43.8289563487532,35,11.2414883952145,35,-73.8362230469562
0,8,40,-75.796483483355,40,37.2269230761832,40,17.9157620945531,40,-77.3751991709276
0,8,45,-73.9465934278757,45,30.3415704407728,45,24.4536860265193,45,-80.3253033087856
0,8,50,-71.5339251462363,50,23.225300133567,50,30.8055026422843,50,-82.6640833867195
0,8,55,-68.5768405008692,55,15.932271268525,55,36.9228707820705,55,-84.3737398761422
0,8,60,-65.097844691462,60,8.5179881989612,60,42.7592335805662,60,-85.4412612588504
0,8,65,-61.1234149767995,65,1.0388780959014,65,48.2701727927827,65,-85.8585230525347
0,8,70,-56.6837991668364,70,-6.44813849675997,70,53.4137468437188,70,-85.6223496429955
0,8,75,-51.8127854186001,75,-13.8860808619685,75,58.1508100290721,75,-84.7345384524849
0,8,80,-46.5474450879129,80,-21.2183417671726,80,62.445310437685,80,-83.2018462602377
0,8,85,-40.927850593991,85,-28.3891182795435,85,66.2645643283579,85,-81.0359377793017
0,8,90,-34.996770444137,90,-35.3438364599887,90,69.579504872854,90,-78.2532968810282
5,8,0,-98.2818482342462,0,72.8245866784682,0,-27.3891447840021,0,-11.9193603967133
5,8,5,-100.811392776674,5,69.5180565375973,5,-21.1867624778608,5,-18.5055140326812
5,8,10,-102.786003465717,10,65.6537149631516,10,-14.771442523773,10,-24.7662632275048
5,8,15,-104.191993004008,15,61.2629326134155,15,-8.19305394402407,15,-30.6542891293071
5,8,20,-105.020240583006,20,56.3810874287593,20,-1.50245311326051,20,-36.1254722427763
5,8,25,-105.266216580526,25,51.0472306181212,25,5.24895839437063,25,-41.1392552128531
5,8,30,-104.929957778359,30,45.3037125591366,30,12.0096724818116,30,-45.6589655141151
5,8,35,-104.015994163635,35,39.195774016916,35,18.7285022908977,35,-49.6520906102771
5,8,40,-102.533230052741,40,32.7711100702231,40,25.3549917496886,40,-53.0904991103139
5,8,45,-100.494783966432,45,26.0794159266299,45,31.8398002329231,45,-55.9506030721263
5,8,50,-97.9177932235783,50,19.1719251904703,50,38.1350567778934,50,-58.2134588447891
5,8,55,-94.8231904454643,55,12.1009519080003,55,44.1946798438733,55,-59.8648065713983
5,8,60,-91.2354599319477,60,4.9194476786434,60,49.9746604727089,60,-60.8950514941161
5,8,65,-87.182382083453,65,-2.3194158194681,65,55.4333087529014,65,-61.2991932432942
5,8,70,-82.6947736494903,70,-9.56263040552344,70,60.531465535432,70,-61.0767120438311
5,8,75,-77.8062305946446,75,-16.7576952880052,75,65.2326832154577,75,-60.231422916724
5,8,80,-72.5528788548742,80,-23.8529188202575,80,69.503380910616,80,-58.7713102076676
5,8,85,-66.9731363298366,85,-30.7976793375345,85,73.312980394149,85,-56.7083549276787
5,8,90,-61.1074872787914,90,-37.5426499329201,90,76.6340295823173,90,-54.0583663436328
10,8,0,-125.236619392321,0,65.8824597184654,0,-20.8103377295685,0,12.5168297468278
10,8,5,-127.122936000762,5,62.9336756957377,5,-14.6334562347859,5,6.11959822858375
10,8,10,-128.447478077306,10,59.4437286811692,10,-8.24275927434189,10,0.0376410319586455
10,8,15,-129.202096663474,15,55.4427122162667,15,-1.69021086530418,15,-5.68065430279078
10,8,20,-129.383806632524,20,50.9652477320955,20,4.9712937915683,20,-10.9902646753411
10,8,25,-128.994836250064,25,46.0501655905072,25,11.6885498278476,25,-15.85016753551
10,8,30,-128.042570398078,30,40.7400680910072,30,18.4086814444715,30,-20.223945889806
10,8,35,-126.539375463085,35,35.0807721842875,35,25.0797703104821,35,-24.0803252551909
10,8,40,-124.502303115945,40,29.1206397535048,40,31.651443558666,40,-27.3936028514168
10,8,45,-121.952680807298,45,22.9098152279424,45,38.0753918890146,45,-30.1439301787325
10,8,50,-118.915607554648,50,16.4994029461123,50,44.305792076585,50,-32.3174156397498
10,8,55,-115.419383180525,55,9.94062847821966,55,50.2996149364761,55,-33.9060246137947
10,8,60,-111.494906312944,60,3.28403704223644,60,56.0168089158707,60,-34.9072701772876
10,8,65,-107.175080163373,65,-3.42121386143177,65,61.4203600273103,65,-35.3237072999354
10,8,70,-102.494264755339,70,-10.1279130859612,70,66.4762396450431,70,-35.1622646742575
10,8,75,-97.4878098308547,75,-16.7911612857145,75,71.1532615085124,75,-34.4334684708998
10,8,80,-92.1916946352191,80,-23.368515877542,80,75.4228769614531,80,-33.1506281038664
10,8,85,-86.6422902099102,85,-29.819910898417,85,79.2589421393754,85,-31.3290626947955
10,8,90,-80.8762480777232,90,-36.1073726455356,90,82.6374920927278,90,-28.9854463673023
