"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-136.652323445071,0,35.2600740152178,0,-54.4021388774455,0,120.226039141455
0,8,5,-140.873778918823,5,45.604288527265,5,-42.2850875665138,5,116.695424825154
0,8,10,-144.02309987309,10,55.6014268669976,10,-29.8462212067668,10,112.27668786331
0,8,15,-146.076318073797,15,65.1754047752127,15,-17.1802070819953,15,107.003457512309
0,8,20,-147.017807290669,20,74.2533584991031,20,-4.38344120763696,20,100.915866239184
0,8,25,-146.840402222281,25,82.7661993294115,25,8.44668530110552,25,94.0602442893138
0,8,30,-145.545453028322,30,90.6491394072257,30,21.2125274344586,30,86.4887670852732
0,8,35,-143.142815054071,35,97.8421847987039,35,33.8169294255612,35,78.2590581403683
0,8,40,-139.650773825262,40,104.290592085138,40,46.163964164515,40,69.4337505089039
0,8,45,-135.095905884201,45,109.945284993422,45,58.1596632616131,45,60.0800101108219
0,8,50,-129.512876526223,50,114.763227896129,50,69.7127322035255,50,50.2690245584946
0,8,55,-122.944175975868,55,118.707753338614,55,80.7352451596706,55,40.0754613760102
0,8,60,-115.439796010613,60,121.748841100491,60,91.1433141508766,60,29.5768997342292
0,8,65,-107.056849493262,65,123.863346667633,65,100.857727487557,65,18.8532400264504
0,8,70,-97.8591357085748,70,125.035177375901,70,109.804552618496,70,7.98609577817268
0,8,75,-87.9166548121835,75,125.255414886035,75,117.915698802206,75,-2.94182748111345
0,8,80,-77.3050750871439,80,124.522383057598,80,125.129435318586,80,-13.8473616569442
0,8,85,-66.1051570626106,85,122.841660705422,85,131.390861276973,85,-24.6475090493001
0,8,90,-54.4021388774457,90,120.226039141455,90,136.652323445071,90,-35.2600740152178
5,8,0,-167.111527980673,0,51.5150181575062,0,-71.5830780158595,0,83.8104380418458
5,8,5,-171.611242561539,5,61.3932688616942,5,-59.3469882360305,5,80.197244401225
