"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,5735.80051458962,0,6574.50233256173,0,24.4070733442946,0,6.13820613295685
0,8,5,5716.10127855171,5,6550.01934620447,5,-475.593757039936,5,-566.890785585186
0,8,10,5652.89906030769,10,6475.68675761277,10,-971.975031761731,10,-1135.60539612701
0,8,15,5546.67486690096,15,6352.07028266907,15,-1460.95898959725,15,-1695.67736390702
0,8,20,5398.23712858326,20,6180.11071738936,20,-1938.82416737077,20,-2242.84420306971
0,8,25,5208.71554617234,25,5961.11677789744,25,-2401.93372253657,25,-2772.94164358068
0,8,30,4979.55249334662,30,5696.75514030499,30,-2846.76311174662,30,-3281.93532383606
0,8,35,4712.49203931052,35,5389.03775630002,35,-3269.92691475372,35,-3765.95149459032
0,8,40,4409.56667537478,40,5040.30654097964,40,-3668.20459950369,40,-4221.30650052706
0,8,45,4073.08184647028,45,4653.21554946211,45,-4038.56503232894,45,-4644.53481510024
0,8,50,3705.59840532008,50,4230.7107779248,50,-4378.18954670594,50,-5032.41541528371
0,8,55,3309.9131228039,55,3776.00774279447,55,-4684.49339500936,55,-5381.99629550136
0,8,60,2889.037402843,60,3292.56700872567,60,-4955.14542000232,60,-5690.61693417203
0,8,65,2446.17436379799,65,2784.06785161415,65,-5188.08579635046,65,-5955.9285418852
0,8,70,1984.694460804,70,2254.38025708571,70,-5381.54170713651,70,-6175.91193710665
0,8,75,1508.10983457202,75,1707.53546756883,75,-5534.04083606753,75,-6348.89291336913
0,8,80,1020.04758187733,80,1147.69530210565,80,-5644.42257269086,80,-6473.55498099451
0,8,85,524.222151162981,85,579.120482396071,85,-5711.84684534047,85,-6548.94938637516
0,8,90,24.4070733442946,90,6.13820613295264,90,-5735.80051458962,90,-6574.50233256173
5,8,0,3891.70240760539,0,8311.03754215366,0,4.34292462928121,0,8.93892360142762
5,8,5,3884.11766760505,5,8285.58276943413,5,-355.444673525867,5,-586.342933531367
5,8,10,3857.71536080877,10,8206.80024265864,10,-715.64814458615,10,-1176.95892067178
5,8,15,3811.91314899838,15,8075.30383359142,15,-1076.50192320284,15,-1757.98305863041
5,8,20,3745.7710487446,20,7892.15367187749,20,-1438.05587169557,20,-2324.54857113701
5,8,25,3658.03695924321,25,7658.85635077771,25,-1800.08916973945,25,-2871.88654992324
5,8,30,3547.20897526477,30,7377.36273619962,30,-2162.03399545198,30,-3395.3670460139
5,8,35,3411.61254506409,35,7050.06236663288,35,-2522.91203548196,35,-3890.54268642404
5,8,40,3249.48998692751,40,6679.77334444439,40,-2881.28650458409,40,-4353.19460004673
5,8,45,3059.09939163401,45,6269.72661995376,45,-3235.23189204158,45,-4779.38009601501
5,8,50,2838.8195358712,50,5823.54366450281,50,-3582.32309256974,50,-5165.48119484099
5,8,55,2587.25713628356,55,5345.20671747111,55,-3919.6449393666,55,-5508.25279109839
5,8,60,2303.3526039879,60,4839.02106914085,60,-4243.82245947692,60,-5804.86895016009
5,8,65,1986.48042771099,65,4309.56919501747,65,-4551.07144415804,65,-6052.96563288295
5,8,70,1636.54042556037,70,3761.65697091944,70,-4837.2681998249,70,-6250.67802067718
5,8,75,1254.03635850896,75,3200.25265054431,75,-5098.03664923768,75,-6396.67059466173
5,8,80,840.13878332267,80,2630.41975329722,80,-5328.85031698008,80,-6490.15821719929
5,8,85,396.729522987094,85,2057.24546226358,85,-5525.14618349839,85,-6530.91667690611
5,8,90,-73.5742720103257,90,1485.76654109769,90,-5682.44694873796,90,-6519.2814877566
10,8,0,1765.68590207707,0,9608.28555157801,0,-18.2945325327821,0,16.8859265851535
10,8,5,1770.60012539472,5,9585.01654324915,5,-233.272534571669,5,-570.616980062683
10,8,10,1782.8633140554,10,9510.69569101141,10,-452.285467667224,10,-1154.31252381607
10,8,15,1800.93152926358,15,9385.59253606871,15,-679.44523718391,15,-1729.59446026474
10,8,20,1822.24552702213,20,9210.29225217669,20,-918.484014076156,20,-2291.79831944778
10,8,25,1843.31145194635,25,8985.73498181178,25,-1172.55844872685,25,-2836.20556314836
10,8,30,1859.81765378414,30,8713.26191692553,30,-1444.06832589854,30,-3358.06104902037
10,8,35,1866.78581715691,35,8394.6640599439,35,-1734.49675895486,35,-3852.60615870551
