"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-162.78413298349,0,-2122.5430737215,0,-137.703701824214,0,-73.3213584963158
0,8,5,-174.166358623203,5,-2120.85653397173,5,-122.992125647178,5,111.949469513185
0,8,10,-184.223073109275,10,-2103.02899539024,10,-107.344505129292,10,296.36829446275
0,8,15,-192.877738772051,15,-2069.19613631021,15,-90.8799281109877,15,478.53157773938
0,8,20,-200.064488380009,20,-2019.61544521808,20,-73.7236999649586,20,657.05294676415
0,8,25,-205.728626429154,25,-1954.66426111068,25,-56.0063899466087,25,830.573746124629
0,8,30,-209.827045408833,30,-1874.83690171768,30,-37.8628374831826,30,997.773377762958
0,8,35,-212.328553875916,35,-1780.74090144514,35,-19.4311259643024,35,1157.37935152447
0,8,40,-213.214113840516,40,-1673.09238767184,40,-0.851531843998915,40,1308.17696957613
0,8,45,-212.476985656589,45,-1552.71063058756,45,17.7345429478069,45,1449.01857099046
0,8,50,-210.122779314703,50,-1420.5118080522,50,36.1856471593688,50,1578.83226613822
0,8,55,-206.16941174663,55,-1277.50203292907,55,54.3613567465574,55,1696.63009441568
0,8,60,-200.646970466671,60,-1124.76969595854,60,72.1233435846192,60,1801.51554322137
0,8,65,-193.597484587507,65,-963.477182447256,65,89.3364282287371,65,1892.69037095832
0,8,70,-185.074604953274,70,-794.852025814114,70,105.869608711224,70,1969.46068213459
0,8,75,-175.143195824245,75,-620.177565319753,75,121.597057545601,75,2031.24220832694
0,8,80,-163.87884122064,80,-440.783179079858,80,136.399079349745,80,2077.56475481635
0,8,85,-151.367269682597,85,-258.034166695004,85,150.163021800023,85,2108.0757790537
0,8,90,-137.703701824213,90,-73.3213584963116,90,162.784132983489,90,2122.5430737215
5,8,0,-165.65834817583,0,-3247.23614340879,0,-124.443996800669,0,-65.9928753419117
5,8,5,-163.974680105887,5,-3252.29052167432,5,20.5057091731588,5,79.1100161849136
5,8,10,-137.514028072458,10,-3249.08066708498,10,162.111576861121,10,225.521645580478
5,8,15,-87.3142496063679,15,-3237.12765173548,15,296.254553377039,15,373.394853862058
5,8,20,-15.1220076740926,20,-3215.76329237627,20,419.068728509491,20,522.730102063446
5,8,25,76.6646984402246,25,-3184.17441275456,25,527.062263780304,25,673.322767879397
5,8,30,185.075019306626,30,-3141.45907932635,30,617.225692299377,30,824.722967611633
5,8,35,306.661952101674,35,-3086.69130491357,35,687.123917657545,35,976.21041008233
5,8,40,437.613790684247,40,-3018.99023313756,40,734.968883981444,40,1126.78580617003
5,8,45,573.876377937342,45,-2937.58961033685,45,759.670648874682,45,1275.17929777715
5,8,50,711.281892013813,50,-2841.9034266329,50,760.865425108967,50,1419.87531016903
5,8,55,845.679765234187,55,-2731.58394810018,55,738.920021677728,55,1559.15224521546
5,8,60,973.065382240918,60,-2606.56893315571,60,694.912966982826,60,1691.13458464021
5,8,65,1089.70241844371,65,-2467.1155789724,65,630.593397264603,65,1813.85431308514
5,8,70,1192.23503812539,70,-2313.81961852075,70,548.319509316104,70,1925.3181354447
5,8,75,1277.78664529854,75,-2147.61892137834,75,450.978983901994,75,2023.57676867196
5,8,80,1344.0424380932,80,-1969.78187739581,80,341.894270251289,80,2106.79263470172
5,8,85,1389.31362768973,85,-1781.88170189699,85,224.715976694766,85,2173.30255174065
5,8,90,1412.58181664004,90,-1585.75854279158,90,103.307840129956,90,2221.67248564482
10,8,0,-208.075182275334,0,-4295.79020593125,0,-108.996597235455,0,-55.9464348951797
10,8,5,-194.276572819865,5,-4308.72315951455,5,152.320509068893,5,38.8973145324139
10,8,10,-132.291804779668,10,-4324.94872478798,10,406.340949365078,10,138.444364831608
10,8,15,-24.2641350057323,15,-4342.84225808969,15,644.955638350414,15,245.507923007524
10,8,20,126.196111534387,20,-4359.98796804655,20,860.581282236495,20,362.372349936514
10,8,25,314.139107900716,25,-4373.34074780583,25,1046.42198613702,25,490.603942093456
10,8,30,533.452099435594,30,-4379.4301569878,30,1196.70009329844,30,630.911080179981
10,8,35,777.076964279441,35,-4374.59162603824,35,1306.84670849165,35,783.062365712592
10,8,40,1037.25884905021,40,-4355.2084277473,40,1373.64457613442,40,945.866865367305
10,8,45,1305.81475871954,45,-4317.94780029438,45,1395.318606476,45,1117.21596869141
10,8,50,1574.41052095984,50,-4259.97574253279,50,1371.57215141626,50,1294.18204009741
10,8,55,1834.83483351176,55,-4179.13724582477,55,1303.5698917231,55,1473.16534881632
10,8,60,2079.26005953604,60,-4074.09180415369,60,1193.87068913,60,1650.07793468988
10,8,65,2300.48091829606,65,-3944.39763886149,65,1046.31579949571,65,1820.55125126058
10,8,70,2492.12404217343,70,-3790.5418651693,70,865.879317553159,70,1980.15365650134
10,8,75,2648.82333531354,75,-3613.91752033099,75,658.488583509376,75,2124.60404527692
10,8,80,2766.3579852178,80,-3416.75172097182,80,430.822553944606,80,2249.96902095448
10,8,85,2841.75169290495,85,-3201.99203089333,85,190.095913322304,85,2352.83282854969
10,8,90,2873.33309776952,90,-2973.1602715018,90,-56.1638904547111,90,2430.43163733739
15,8,0,-306.023088537353,0,-5223.06828901746,0,-99.3604642984998,0,-46.3792960478066
15,8,5,-282.139560934274,5,-5243.66125316582,5,258.492776100155,5,-6.92239406851897
15,8,10,-187.626620875261,10,-5281.7222162587,10,605.795870010542,10,41.684115928492
15,8,15,-25.683653250564,15,-5333.98925681534,15,930.586330829432,15,105.856837693345
15,8,20,198.205303587194,20,-5395.53271911879,20,1221.70458168353,20,190.881872346695
15,8,25,476.487543413861,25,-5460.11926803544,25,1469.22619548472,25,300.518320161169
15,8,30,799.84524580471,30,-5520.66650823106,30,1664.83734943111,30,436.719930203749
15,8,35,1157.56902305497,35,-5569.75005358953,35,1802.13387956673,35,599.492389692773
15,8,40,1537.979685639,40,-5600.12214026244,40,1876.82967549918,40,786.891499442018
15,8,45,1928.87419923979,45,-5605.20214243532,45,1886.86669323544,45,995.155627162118
15,8,50,2317.97172614249,50,-5579.50418070341,50,1832.42592638235,50,1218.95562695898
15,8,55,2693.3376867746,55,-5518.9745091507,55,1715.84549357789,55,1451.73772413288
15,8,60,3043.76760669766,60,-5421.22043201573,60,1541.45780349483,60,1686.13007735107
15,8,65,3359.11754773742,65,-5285.62205049668,65,1315.36191089607,65,1914.38180127495
15,8,70,3630.57342912492,70,-5113.32726034104,70,1045.1492950549,70,2128.80381242461
15,8,75,3850.85678315838,75,-4907.138442703,75,739.60132046277,75,2322.18344824242
15,8,80,4014.36884151779,80,-4671.30579514956,80,408.374852605922,80,2488.14887724844
15,8,85,4117.2779181264,85,-4411.2470267771,85,61.6894260009168,85,2621.46438572349
15,8,90,4157.55670991495,90,-4133.216139614,90,-289.974347039555,90,2718.24327644852
20,8,0,-468.201461325571,0,-5995.13613137974,0,-100.765861397122,0,-39.8029569734692
20,8,5,-436.545583388729,5,-6021.96644581968,5,330.762614002652,5,-55.8034326274715
20,8,10,-313.553952491894,10,-6081.87450002805,10,749.4462698926,10,-57.4205113542977
20,8,15,-103.4309588557,15,-6169.56642874311,15,1139.70100410527,15,-33.9224167039764
20,8,20,186.463806072987,20,-6276.95134637892,20,1487.01245456034,20,23.4635533549792
20,8,25,545.946524280218,25,-6393.7989301242,25,1778.57670284909,25,120.882067209002
20,8,30,962.479233235861,30,-6508.55777398445,30,2003.85051526777,30,261.407817500263
20,8,35,1421.74536964801,35,-6609.25692144204,35,2154.97508806617,35,444.858841350716
20,8,40,1908.28912257576,40,-6684.40853935562,40,2227.04715871507,40,667.86638265879
20,8,45,2406.17330890795,45,-6723.83501609496,45,2218.22431346426,45,924.178046006514
20,8,50,2899.61186922738,50,-6719.35713251662,50,2129.66613134383,50,1205.15216992184
20,8,55,3373.53941032011,55,-6665.29848821411,55,1965.32761028044,55,1500.3898758388
20,8,60,3814.09053556467,60,-6558.78186768543,60,1731.6339197023,60,1798.44702200263
20,8,65,4208.97425216244,65,-6399.8129380083,65,1437.0738647185,65,2087.56990934536
20,8,70,4547.74133806329,70,-6191.16369573496,70,1091.75221803723,70,2356.40412546386
20,8,75,4821.95312347379,75,-5938.08147142256,75,706.938124213144,75,2594.63365217414
20,8,80,5025.26727292635,80,-5647.85879668989,80,294.639166118687,80,2793.51618385758
20,8,85,5153.45936783439,85,-5329.30515053242,85,-132.779665400343,85,2946.28998044125
20,8,90,5204.39880284121,90,-4992.16377031838,90,-562.923732695831,90,3048.43726757342
25,8,0,-694.288988384174,0,-6590.47347888955,0,-114.472617855451,0,-37.4461113455542
25,8,5,-656.832097858569,5,-6621.43903340206,5,367.753293689153,5,-104.468548911291
25,8,10,-509.55890891857,10,-6701.31216117785,10,835.895872399842,10,-151.406594573949
25,8,15,-257.662373733841,15,-6822.53514503373,15,1271.05504406449,15,-162.77897966299
25,8,20,89.5972644014688,20,-6973.40586767232,20,1655.63950218235,20,-126.093992461245
25,8,25,519.375879214224,25,-7139.108596132,25,1974.25286740619,25,-32.8489492935717
25,8,30,1015.9321820692,30,-7303.00459713071,30,2214.45218573136,30,120.851932951917
25,8,35,1561.45911442746,35,-7448.04684863272,35,2367.31990743882,35,334.102022442181
25,8,40,2136.98801538975,40,-7558.17479681992,40,2427.80394306665,40,601.407417008477
25,8,45,2723.28860109298,45,-7619.55708552986,45,2394.80052274641,45,913.256082120395
25,8,50,3301.69266881562,50,-7621.57842633459,50,2270.98073663885,50,1256.95449332527
25,8,55,3854.78445129809,55,-7557.50434722585,55,2062.39068178297,55,1617.63318379244
25,8,60,4366.92347679652,60,-7424.79698890173,60,1777.88163536278,60,1979.32559038753
25,8,65,4824.59202822149,65,-7225.09048767639,65,1428.44444602502,65,2326.03684428986
25,8,70,5216.58305684126,70,-6963.86245401483,70,1026.52689282879,70,2642.73450543436
25,8,75,5534.0607424793,75,-6649.85772390624,75,585.403243550002,75,2916.20767073878
25,8,80,5770.5325047062,80,-6294.33253087624,80,118.644831655251,80,3135.75344547044
25,8,85,5921.76915655122,85,-5910.19254092972,85,-360.284955620438,85,3293.6618214946
25,8,90,5985.70246638275,90,-5511.097539783,90,-838.312091103178,90,3385.48342320348
30,8,0,-975.690283248683,0,-7000.19798067619,0,-137.918464820585,0,-39.2136392201035
30,8,5,-933.745962249627,5,-7033.17223858256,5,374.146773589352,5,-149.162900539494
30,8,10,-765.962927652153,10,-7129.83921489291,10,871.851281403292,10,-233.234599218813
30,8,15,-478.561646699268,15,-7280.38407711004,15,1333.37079906639,15,-271.091687069543
30,8,20,-82.7591701518646,20,-7469.35533222372,20,1738.39200860652,20,-246.550799397735
30,8,25,405.917297619859,25,-7677.10249463011,25,2069.25940181851,25,-148.958273428922
30,8,30,968.591332742775,30,-7881.60954813697,30,2311.96109030515,30,26.0118022736266
30,8,35,1584.17808710712,35,-8060.51750988948,35,2456.87256705982,35,276.194409560794
30,8,40,2230.59134321947,40,-8193.10973739201,40,2499.18673182933,40,593.370180931459
30,8,45,2885.89715780625,45,-8262.05041029975,45,2438.97916354861,45,964.19096522624
30,8,50,3529.30592708107,50,-8254.71369476489,50,2280.89507021506,50,1371.44073744705
30,8,55,4141.92556988411,55,-8164.00578732145,55,2033.49615146379,55,1795.47204880948
30,8,60,4707.24424386061,60,-7988.65005690494,60,1708.35984674281,60,2215.67985960034
30,8,65,5211.36030525078,65,-7732.96532318077,65,1319.06297037851,65,2611.90792683789
30,8,70,5643.01579705784,70,-7406.21234456021,70,880.192452045785,70,2965.71279251522
30,8,75,5993.50676828498,75,-7021.61214387384,75,406.504085391937,75,3261.42917354233
30,8,80,6256.53727540113,80,-6595.153573646,80,-87.695619606598,80,3486.98984528613
30,8,85,6428.061909936,85,-6144.30962855081,85,-588.922988737396,85,3634.46092321007
30,8,90,6506.13744155117,90,-5686.77515075971,90,-1084.67020762852,90,3700.26837307596
35,8,0,-1298.11292287944,0,-7227.52643888575,0,-166.036421198262,0,-44.063430507315
35,8,5,-1252.29054281547,5,-7260.8183720733,5,358.455416288495,5,-186.072865593909
35,8,10,-1067.15659642668,10,-7370.22204665809,10,868.988795153957,10,-296.750300672212
35,8,15,-750.056092391036,15,-7543.98110962022,15,1341.32809666368,15,-351.192520063957
