"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,3804.20977749361,0,-6988.46848874223,0,-953.175931169725,0,373.173809196936
0,8,5,3706.65885451763,5,-6929.35101575171,5,-1281.1075377053,5,980.838931993622
0,8,10,3580.89801951696,10,-6817.49699747478,10,-1599.28914232506,10,1581.0392782711
0,8,15,3427.88438838242,15,-6653.75771052983,15,-1905.29919089454,15,2169.20696098331
0,8,20,3248.7824872391,20,-6439.379309759,20,-2196.8087621702,20,2740.86566891946
0,8,25,3044.9553896994,25,-6175.99334423736,25,-2471.59929229635,25,3291.66473413521
0,8,30,2817.95434304975,30,-5865.60434019934,30,-2727.57945941567,30,3817.41224316267
0,8,35,2569.50696232214,35,-5510.57454538367,35,-2962.80109989134,35,4314.10694000313
0,8,40,2301.50408210054,40,-5113.60595090175,40,-3175.47403500861,40,4777.96867810117
0,8,45,2015.98536612799,45,-4677.71972745376,45,-3363.97969531581,45,5205.4671895425
0,8,50,1715.12378423396,50,-4206.23323239546,50,-3526.88343891519,50,5593.34895252438
0,8,55,1401.20907472185,55,-3702.73476264557,55,-3662.94546995398,55,5938.66195262112
0,8,60,1076.63031807794,60,-3171.05624557956,60,-3771.13027421948,60,6238.77814939628
0,8,65,743.857754626292,65,-2615.24407574858,65,-3850.61450002744,65,6491.41347737729
0,8,70,405.423984508348,70,-2039.52831937361,70,-3900.7932244256,70,6694.64522917284
0,8,75,63.9046930666013,75,-1448.29052098733,75,-3921.28455702252,75,6846.92668843707
0,8,80,-278.10095167609,80,-846.030357234613,80,-3911.93254640416,80,6947.09890131493
0,8,85,-617.990080254582,85,-237.331391616244,85,-3872.8083670182,85,6994.39949678077
0,8,90,-953.175931169724,90,373.173809196935,90,-3804.20977749361,90,6988.46848874223
5,8,0,4771.13347638544,0,-5357.39463010096,0,-819.296370466107,0,492.109579120189
5,8,5,4682.811470057,5,-5304.27876454769,5,-1158.9745301012,5,909.911879554982
5,8,10,4565.04176621252,10,-5231.32263947807,10,-1490.34934427351,10,1323.56928295923
5,8,15,4418.51126263864,15,-5138.41160043606,15,-1810.77237027795,15,1733.98398424618
5,8,20,4244.12898036263,20,-5024.8990900463,20,-2117.63122118053,20,2141.92632317324
5,8,25,4043.02998586393,25,-4889.64313888831,25,-2408.36588980699,25,2547.91332677295
5,8,30,3816.57911061993,30,-4731.06596793622,30,-2680.4870806813,30,2952.09487076217
5,8,35,3566.37400273241,35,-4547.23539654675,35,-2931.59689035859,35,3354.15160317062
5,8,40,3294.24689941853,40,-4335.96602520836,40,-3159.41211975215,40,3753.20859718008
5,8,45,3002.26434981385,45,-4094.93744530692,45,-3361.79039087949,45,4147.76839425794
5,8,50,2692.72396664618,50,-3821.82604306787,50,-3536.75906165626,50,4535.66665733213
5,8,55,2368.14717120033,55,-3514.44633895633,55,-3682.54668181126,55,4914.05307607421
5,8,60,2031.26684947822,60,-3170.89726673267,60,-3797.61641816377,60,5279.39945750976
5,8,65,1685.00888731131,65,-2789.70837834743,65,-3880.70051835361,65,5627.53610737507
5,8,70,1332.46672020569,70,-2369.9806910592,70,-3930.83451011376,70,5953.71668068138
5,8,75,976.868330463847,75,-1911.51679752437,75,-3947.38948858832,75,6252.71068123915
5,8,80,621.53554583044,80,-1414.93495879686,80,-3930.10057188923,80,6518.92175393311
5,8,85,269.836020837926,85,-881.762207525923,85,-3879.08944931724,85,6746.5288808159
5,8,90,-74.8711210970107,90,-314.502008392641,90,-3794.87894549324,90,6929.64660742904
10,8,0,5472.10616027176,0,-3543.42085744991,0,-670.244518666914,0,601.137243583488
10,8,5,5395.9695459193,5,-3493.88508763497,5,-1008.41989587236,5,834.227949417292
10,8,10,5292.66329595362,10,-3456.07511178203,10,-1340.30183631969,10,1064.87066131767
10,8,15,5162.50749528604,15,-3429.41419735083,15,-1663.51126674433,15,1298.91435948537
10,8,20,5005.9590684547,20,-3411.99086977444,20,-1975.64323979521,20,1541.99524819406
10,8,25,4823.61779949998,25,-3400.60093395892,25,-2274.26608150248,25,1799.28354631095
10,8,30,4616.23641582368,30,-3390.83293394353,30,-2556.91799300489,30,2075.23584422897
10,8,35,4384.73757170342,35,-3377.19741038415,35,-2821.10268293621,35,2373.360484841
10,8,40,4130.23982993935,40,-3353.29911778351,40,-3064.28713753787,40,2696.00389635537
10,8,45,3854.09332467443,45,-3312.04992272737,45,-3283.90580697653,45,3044.16606381292
10,8,50,3557.92388145982,50,-3245.91845949275,50,-3477.37604205163,50,3417.35328584549
10,8,55,3243.6822452864,55,-3147.2108426398,55,-3642.12938681087,55,3813.47594786697
10,8,60,2913.69304304385,60,-3008.37492806255,60,-3775.66226211404,60,4228.7982002344
10,8,65,2570.69650529919,65,-2822.31889357921,65,-3875.6077243097,65,4657.9451381881
10,8,70,2217.87507469538,70,-2582.73340400389,70,-3939.82752480399,70,5093.9713510862
10,8,75,1858.85703959776,75,-2284.40545683421,75,-3966.52089468901,75,5528.49258521312
10,8,80,1497.690353967,80,-1923.51128414988,80,-3954.34365971631,80,5951.8798194111
10,8,85,1138.78182209002,85,-1497.87550681155,85,-3902.52880628165,85,6353.51238243867
10,8,90,786.799703562373,90,-1007.18416915753,90,-3810.9978067467,90,6722.08396288363
15,8,0,5902.30236755433,0,-1674.40683265354,0,-519.233317886119,0,694.52164129945
15,8,5,5839.06554201263,5,-1627.11500230333,5,-847.23169659459,5,757.918200588985
15,8,10,5752.68261125829,10,-1619.29754276427,10,-1170.75548892203,10,819.177086803863
15,8,15,5643.34596309183,15,-1650.3816891808,15,-1487.72096871165,15,888.248290034596
15,8,20,5511.33507531063,20,-1717.8771303084,20,-1796.07983396704,20,974.915595949745
15,8,25,5356.96088995555,25,-1817.38247913284,25,-2093.82285545045,25,1088.45263140936
15,8,30,5180.51315534958,30,-1942.64367654918,30,-2378.94924872278,30,1237.27134814794
15,8,35,4982.22837428427,35,-2085.67039287137,35,-2649.40402846187,35,1428.5713533973
15,8,40,4762.29386757841,40,-2236.915565157,40,-2902.99296809715,40,1668.00091309856
15,8,45,4520.89844905248,45,-2385.52122395856,45,-3137.2908315275,45,1959.34264283901
15,8,50,4258.33308475348,50,-2519.63077221923,50,-3349.56233661828,50,2304.23848373485
15,8,55,3975.1367193153,55,-2626.76410101704,55,-3536.71627978865,55,2701.96923002858
15,8,60,3672.27434572464,60,-2694.24770845276,60,-3695.31121555813,60,3149.3034551476
15,8,65,3351.3274781855,65,-2709.68773652854,65,-3821.6262362492,65,3640.42914311022
15,8,70,3014.67240184706,70,-2661.46995014663,70,-3911.80325138018,70,4166.97877081572
15,8,75,2665.6196026357,75,-2539.26747109628,75,-3962.05849758677,75,4718.15518422524
15,8,80,2308.48899648612,80,-2334.53476006622,80,-3968.95177314185,80,5280.96157140246
15,8,85,1948.6000083819,85,-2040.96502303663,85,-3929.69313703941,85,5840.53433485177
15,8,90,1592.16288010864,90,-1654.88795681763,90,-3842.45959314893,90,6380.57283246027
20,8,0,6080.0076669912,0,129.683672264178,0,-377.127581624675,0,767.521597004589
20,8,5,6028.76237156903,5,174.751440862463,5,-690.838937793711,5,684.338199926265
20,8,10,5958.4512942337,10,158.502739183765,10,-1001.09385314432,10,598.28947966885
20,8,15,5869.64109708252,15,81.0914872743004,15,-1305.71429783805,15,522.319507629019
20,8,20,5763.08220819594,20,-55.1367481349852,20,-1602.84350978852,20,469.369119535209
20,8,25,5639.48432157654,25,-245.568784359107,25,-1891.00439466376,25,451.998590379625
20,8,30,5499.2836376598,30,-483.289007680926,30,-2169.04946437576,30,481.974433963686
20,8,35,5342.45211405376,35,-759.104457353911,35,-2436.00505561952,35,569.826366562948
