"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,9917.17520590993,0,7086.14886487203,0,-1504.33641721479,0,2440.9521518357
0,8,5,9748.32580238969,5,7271.92692687909,5,-2362.95073400544,5,1814.06502441597
0,8,10,9505.2857533132,10,7402.36123406308,10,-3203.58156892166,10,1173.37176679802
0,8,15,9189.90474020553,15,7476.45910258792,15,-4019.83121372293,15,523.748441533488
0,8,20,8804.58300300871,20,7493.65660293263,20,-4805.48751574733,20,-129.860925619064
0,8,25,8352.25307280642,25,7453.82285173546,25,-5554.5711561442,25,-782.481972715486
0,8,30,7836.35745349178,30,7357.26100789529,30,-6261.38115610104,30,-1429.14785952401
0,8,35,7260.82242223407,35,7204.70596534938,35,-6920.53826473464,35,-2064.93706817848
0,8,40,6630.0281481387,40,6997.31876008676,40,-7527.02589843836,40,-2685.01085890103
0,8,45,5948.77535651556,45,6736.67773396329,45,-8076.22832011246,45,-3284.65009573346
0,8,50,5222.24879246056,50,6424.76652256713,50,-8563.96576771052,50,-3859.29116201139
0,8,55,4455.9777618149,55,6063.95895855414,55,-8986.52626475239,55,-4404.56069224271
0,8,60,3655.79404980889,60,5657.00100534802,60,-9340.69387070657,60,-4916.30885605959
0,8,65,2827.78753765504,65,5206.98985870061,65,-9623.77315623951,65,-5390.64094093341
0,8,70,1978.25985487484,70,4717.35037516205,70,-9833.60971706036,70,-5823.94699328874
0,8,75,1113.67642009307,75,4191.80900685447,75,-9968.60657023849,75,-6212.92929242981
0,8,80,240.617235298194,80,3634.36544092125,80,-10027.7363082079,80,-6554.62744818619
0,8,85,-634.273191945965,85,3049.26215949276,85,-10010.5489179591,85,-6846.44093126963
0,8,90,-1504.33641721479,90,2440.9521518357,90,-9917.17520590993,90,-7086.14886487203
5,8,0,9070.58024042668,0,9210.35661211799,0,-1257.28252873327,0,2584.58221554367
5,8,5,8933.32243080602,5,9403.04216926641,5,-2063.31743236245,5,1900.16682695539
