"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-7356.15810178798,0,-4021.11144047996,0,8155.70270328935,0,4268.68735760081
0,8,5,-6617.34937259156,5,-3633.76928023296,5,8765.7992153599,5,4602.90666771933
0,8,10,-5828.17861900492,10,-3218.77194163351,10,9309.18270246729,10,4902.09507878546
0,8,15,-4994.65190697719,15,-2779.27780501059,15,9781.71768817069,15,5163.97558633611
0,8,20,-4123.11287808408,20,-2318.63168611771,20,10179.8078959045,20,5386.55512158102
0,8,25,-3220.19447058512,25,-1840.33938006539,25,10500.4236188144,25,5568.1397198598
0,8,30,-2292.76843875843,30,-1348.04098010348,30,10741.124777656,30,5707.34741273575
0,8,35,-1347.89305470136,35,-845.483174313578,35,10900.0794912712,35,5803.1187456102
0,8,40,-392.759390617924,40,-336.490731050447,40,10976.0780183098,40,5854.72484081165
0,8,45,565.36340958271,45,175.062609854631,45,10968.541964092,45,5861.77294479501
0,8,50,1519.18345286067,50,685.283618593024,50,10877.5286825407,50,5824.2094172332
0,8,55,2461.4415927543,55,1190.28920520836,55,10703.730839684,55,5742.32013925245
0,8,60,3384.96667586801,60,1686.23597225579,60,10448.4711420478,60,5616.72833770429
0,8,65,4282.73011867959,65,2169.34946537724,65,10113.6922700613,65,5448.3898420329
0,8,70,5147.89939930488,70,2635.95289917814,70,9701.94209308521,70,5238.58580983591
0,8,75,5973.89005711481,75,3082.49513978442,75,9216.35427858798,75,4988.91297648148
0,8,80,6754.41580445666,80,3505.57773111549,80,8660.62444304383,80,4701.271502988
0,8,85,7483.53636909883,85,3901.98075918706,85,8038.98202606009,85,4377.85051465143
0,8,90,8155.70270328935,90,4268.68735760081,90,7356.15810178798,90,4021.11144047996
5,8,0,-7807.80765146442,0,-2989.51107140425,0,8467.98916061296,0,3506.27050653986
5,8,5,-7048.21417799919,5,-2685.56863148525,5,9092.20698223341,5,3923.38896577221
5,8,10,-6236.16581002439,10,-2338.69048373955,10,9645.27100486739,10,4318.75776157383
5,8,15,-5378.49163096178,15,-1950.00705435581,15,10122.5497849648,15,4686.98255250646
5,8,20,-4482.45173632764,20,-1521.41560740497,20,10520.1036759698,20,5022.65162042397
5,8,25,-3555.66084610079,25,-1055.59654483118,25,10834.7337662097,25,5320.46132446733
5,8,30,-2606.00473304749,30,-556.00798225732,30,11064.0209883174,30,5575.34430405372
5,8,35,-1641.55103139043,35,-26.8584443755315,35,11206.3539694113,35,5782.5965100295
5,8,40,-670.456315699854,40,526.941770199876,40,11260.9445116679,40,5937.99922261906
5,8,45,299.128413755484,45,1099.84934308314,45,11227.8299926623,45,6037.9324190442
5,8,50,1259.15155447441,50,1685.77500039447,50,11107.8624317117,50,6079.47616657558
5,8,55,2201.75171101178,55,2278.18655994736,55,10902.6844560059,55,6060.49711986427
5,8,60,3119.3432441571,60,2870.22520451315,60,10614.6928897574,60,5979.71767547338
5,8,65,4004.69450406588,65,3454.83188884473,65,10246.991151857,65,5836.76586285019
5,8,70,4850.99698461547,70,4024.88054879277,70,9803.33205506306,70,5632.20461211648
5,8,75,5651.92401630526,75,4573.31463724381,75,9288.05292849191,75,5367.53961927077
5,8,80,6401.67805993162,80,5093.2834618458,80,8706.00521601618,80,5045.20561462237
5,8,85,7095.02614687796,85,5578.27484079348,85,8062.48082326113,85,4668.53141780248
5,8,90,7727.32350554469,90,6022.24072201598,90,7363.13748955918,90,4241.68472069041
10,8,0,-8015.2834025839,0,-1656.53994237526,0,8596.93089833354,0,2729.8818035762
10,8,5,-7255.2427068792,5,-1433.53450240442,5,9234.08308774697,5,3218.85085295961
10,8,10,-6440.80471061582,10,-1154.93943402118,10,9798.08664680422,10,3699.20525948304
10,8,15,-5579.25958407505,15,-819.978065110838,15,10283.3487724086,15,4162.38457333349
10,8,20,-4678.54300689617,20,-429.242923147663,20,10685.0719347221,20,4599.54501278299
10,8,25,-3747.13607205233,25,15.2606488201453,25,10999.3647993543,25,5001.8086999636
10,8,30,-2793.94275641033,30,510.116371282882,30,11223.3366488924,30,5360.51570969152
10,8,35,-1828.14854331154,35,1050.543028225,35,11355.1696840558,35,5667.470350124
10,8,40,-859.065121082733,40,1630.48169014633,40,11394.1646299702,40,5915.173881282
10,8,45,104.032896662034,45,2242.72007348609,45,11340.756450223,45,6097.03691142151
10,8,50,1052.07264267231,50,2879.04911130824,50,11196.4985658879,50,6207.56587467265
10,8,55,1976.34224345944,55,3530.44629338253,55,10964.0156684483,55,6242.51917979052
10,8,60,2868.63800525952,60,4187.2800770304,60,10646.9268917553,60,6199.02974822538
10,8,65,3721.39346615763,65,4839.52959473077,65,10249.7426707476,65,6075.69168295877
10,8,70,4527.78515531275,70,5477.01391279608,70,9777.73998131558,70,5872.60971577704
10,8,75,5281.81111513532,75,6089.62516577437,75,9236.82175701887,75,5591.41088747446
10,8,80,5978.33970146112,80,6667.55996793878,80,8633.36705400949,80,5235.21865936609
10,8,85,6613.12780856286,85,7201.54358000997,85,7974.07893272682,85,4808.59037781432
10,8,90,7182.80937922084,90,7683.04140618868,90,7265.83700186229,90,4317.4197519916
15,8,0,-7946.40382016103,0,-120.485067004967,0,8540.56140983249,0,1976.92647862031
15,8,5,-7203.9652755275,5,29.1315420916178,5,9188.60614995422,5,2522.88380996853
15,8,10,-6405.85876574424,10,243.856962535523,10,9763.93741650542,10,3072.39467076948
15,8,15,-5559.50741285938,15,526.069558739358,15,10259.5730920507,15,3613.84758541362
15,8,20,-4673.28777993136,20,876.18120582549,20,10669.3834169604,20,4135.1513532426
15,8,25,-3756.40909725926,25,1292.593628596,25,10988.3048073494,25,4624.11740586725
15,8,30,-2818.74559196798,30,1771.727374824,30,11212.527719327,30,5068.83659001638
15,8,35,-1870.62905143165,35,2308.11649502805,35,11339.6454053198,35,5458.0360908104
15,8,40,-922.611710489909,40,2894.55943062248,40,11368.7533378896,40,5781.40508404304
15,8,45,14.7885348584725,45,3522.31542817102,45,11300.492693257,45,6029.88095480275
15,8,50,931.347719626598,50,4181.33592364847,50,11137.0350885891,50,6195.89105064612
15,8,55,1817.38735570808,55,4860.52146400112,55,10882.0093525557,55,6273.54754359188
15,8,60,2664.00573713851,60,5547.99639355732,60,10540.374244248,60,6258.7948104009
15,8,65,3463.27790174742,65,6231.39523834582,65,10118.243661972,65,6149.50974847956
15,8,70,4208.41456241608,70,6898.15605650815,70,9622.67306667197,70,5945.55574318573
15,8,75,4893.87207775824,75,7535.81672289569,75,9061.41769174644,75,5648.79083771695
15,8,80,5515.40773908862,80,8132.31009956132,80,8442.67467733992,80,5263.03034207413
15,8,85,6070.07743836087,85,8676.25340734225,85,7774.82248710551,85,4793.96396530507
15,8,90,6556.17620254285,90,9157.22609181198,90,7066.17163152399,90,4249.0278134791
20,8,0,-7590.40786207745,0,1502.84283922076,0,8307.42155817143,0,1275.38110652992
20,8,5,-6880.13428969906,5,1589.55175965607,5,8962.76448638408,5,1860.91447601002
20,8,10,-6114.23209326599,10,1747.73798928813,10,9548.17441066815,10,2460.65763110476
20,8,15,-5299.95785206185,15,1980.97110256873,15,10054.939015708,15,3060.20356999823
20,8,20,-4445.88620933803,20,2290.26029680283,20,10475.2076040943,20,3644.55453764105
20,8,25,-3561.77000924063,25,2674.0493182418,25,10802.3519139299,25,4198.64640792772
20,8,30,-2658.31954348293,30,3128.31944819783,30,11031.2845448459,30,4707.84813304705
20,8,35,-1746.91599753062,35,3646.78025440338,35,11158.709468473,35,5158.41388890859
20,8,40,-839.279122421347,40,4221.12314644477,40,11183.2874071507,40,5537.87307100611
20,8,45,52.8893833712164,45,4841.31266256939,45,11105.7080183876,45,5835.35143003355
20,8,50,918.266556014983,50,5495.89440877009,50,10928.6689941907,50,6041.82381731532
20,8,55,1746.25534539847,55,6172.3052683412,55,10656.7681968084,55,6150.30408413151
20,8,60,2527.30344679691,60,6857.17903482338,60,10296.3184746325,60,6155.98011502719
20,8,65,3253.18079744136,65,7536.64720867385,65,9855.09629566112,65,6056.30183935404
20,8,70,3917.20346063011,70,8196.63903959494,70,9342.03581511905,70,5851.02786669758
20,8,75,4514.39159905992,75,8823.18636071387,75,8766.88065493455,75,5542.2329222167
20,8,80,5041.54946669981,80,9402.73737683583,80,8139.80745670304,80,5134.27447757072
20,8,85,5497.25707015488,85,9922.47991669633,85,7471.03845703996,85,4633.7139043837
20,8,90,5881.76744167694,90,10370.6697122411,90,6770.46431808976,90,4049.18603983036
25,8,0,-6961.60301784215,0,3093.60823934456,0,7915.42661749383,0,642.755540655362
25,8,5,-6294.56509861466,5,3128.35488215828,5,8572.79395574443,5,1249.47100408438
25,8,10,-5573.64872841347,10,3238.35408328351,10,9165.23333209501,10,1879.25944001414
25,8,15,-4805.65275567053,15,3427.94572278608,15,9682.04280037413,15,2515.27918059178
25,8,20,-3999.10973857822,20,3698.27995764796,20,10113.341967422,20,3140.07035449943
25,8,25,-3164.11965551478,25,4047.39703079192,25,10450.6362282694,25,3736.23200836562
25,8,30,-2312.05338468492,30,4470.47022418418,30,10687.3063995701,30,4287.0431425527
25,8,35,-1455.16143689439,35,4960.1649795589,35,10818.9780893777,35,4776.9927181356
25,8,40,-606.129690927243,40,5507.05723668336,40,10843.7466923832,40,5192.19995711481
25,8,45,222.380018463624,45,6100.05666312474,45,10762.2554819303,45,5520.72338366479
25,8,50,1018.17675609109,50,6726.79420638613,50,10577.6408983981,50,5752.77110251608
25,8,55,1769.95847591951,55,7373.95365681379,55,10295.3680686999,55,5880.83345707301
25,8,60,2467.69327187299,60,8027.54783070919,60,9922.98053515475,60,5899.76198918207
25,8,65,3102.95908643266,65,8673.15657203727,65,9469.78295711702,65,5806.81624737362
25,8,70,3669.23437723146,70,9296.15307150684,70,8946.46762797077,70,5601.69351347061
25,8,75,4162.12525583832,75,9881.94622831135,75,8364.68932449277,75,5286.54704693711
25,8,80,4579.5064322915,80,10416.2608158669,80,7736.5922041369,80,4865.98748572252
25,8,85,4921.54808479312,85,10885.4660341771,85,7074.29920079922,85,4347.05188407689
25,8,90,5190.60263489111,90,11276.9492938673,90,6389.38750524409,90,3739.11838698591
30,8,0,-6097.75216077089,0,4541.43404433542,0,7389.89528235435,0,87.666292682856
30,8,5,-5482.29974176031,5,4533.79754168185,5,8042.80984647103,5,697.765149325979
30,8,10,-4816.29628204486,10,4603.52739667335,10,8637.8534845936,10,1337.90715027953
30,8,15,-4105.78785122566,15,4755.39114042309,15,9162.12869561396,15,1989.25966780239
30,8,20,-3359.07421622534,20,4990.24971059928,20,9603.47122989314,20,2632.41343392085
30,8,25,-2586.48576016307,25,5305.26329348839,25,9951.29210585192,25,3248.21990339577
30,8,30,-1799.95297550946,30,5694.3511610748,30,10197.286093336,30,3818.53192241835
30,8,35,-1012.45152239773,35,6148.81462462393,35,10335.9298190985,35,4326.79469164435
30,8,40,-237.409933951619,40,6658.00840511651,40,10364.7401268162,40,4758.4641985166
30,8,45,511.85375551899,45,7209.95182487279,45,10284.3078722903,45,5101.26081568237
30,8,50,1222.63282734605,50,7791.80445212521,50,10098.1535661899,50,5345.2883791223
30,8,55,1883.26723792443,55,8390.17884993449,55,9812.46425413738,55,5483.06077409128
30,8,60,2483.53012211036,60,8991.3102677506,60,9435.76551902735,60,5509.48063147792
30,8,65,3014.98656116952,65,9581.13716672936,65,8978.56204403054,65,5421.81108224421
30,8,70,3471.33560212389,70,10145.361743823,70,8452.95203589583,70,5219.67245113082
30,8,75,3848.72493003584,75,10669.5565365627,75,7872.19565406518,75,4905.08008616813
30,8,80,4146.00083298907,80,11139.3657680861,80,7250.20706219831,80,4482.5170918061
30,8,85,4364.83371273086,85,11540.8238852531,85,6600.95148853471,85,3959.01054671321
30,8,90,4509.65224735759,90,11860.784861304,90,5937.76155854036,90,3344.1598696763
35,8,0,-5053.89300147138,0,5756.81857734513,0,6761.0408343686,0,-387.270210357769
35,8,5,-4496.42633290535,5,5714.34904291163,5,7402.67325062433,5,210.243642121546
35,8,10,-3892.60155086173,10,5750.59019585446,10,7995.26335421809,10,842.854637544758
35,8,15,-3247.43032982658,15,5870.54174262928,15,8523.56276101391,15,1490.27438178646
35,8,20,-2568.90489646887,20,6074.47750061215,20,8972.92165932222,20,2131.7289802915
35,8,25,-1867.65200694297,25,6358.283773118,25,9330.49235237338,25,2746.94547711367
35,8,30,-1156.25882376262,30,6714.19545933462,30,9586.20868486793,30,3316.99856472659
35,8,35,-448.44707243947,35,7131.78320762043,35,9733.42035723782,35,3824.94345260778
35,8,40,241.734539905824,40,7598.98599244838,40,9769.14878283204,40,4256.20971357132
35,8,45,900.588165786698,45,8102.98694474305,45,9694.01026004945,45,4598.77716070586
35,8,50,1515.28016977644,50,8630.7952366665,50,9511.90562594803,50,4843.18310165293
35,8,55,2074.21924619582,55,9169.49590468584,55,9229.59625351437,55,4982.41978604276
35,8,60,2567.36406504261,60,9706.22507540503,60,8856.27319246901,60,5011.78176257222
35,8,65,2986.53038320576,65,10227.9913140469,65,8403.18224407182,65,4928.72402437627
35,8,70,3325.74598856548,70,10721.484058663,70,7883.30297344594,70,4732.79068280823
35,8,75,3581.6578584104,75,11172.992199847,75,7311.01559189213,75,4425.65882267149
35,8,80,3753.93787938367,80,11568.5124702835,80,6701.65515043679,80,4011.30489308476
35,8,85,3845.57886256611,85,11894.0730050909,85,6070.86993607662,85,3496.24757687915
35,8,90,3862.94566554656,90,12136.2461105927,90,5433.77079179141,90,2889.77165428975
40,8,0,-3893.50604196845,0,6678.67193685686,0,6061.34228636414,0,-782.64236592861
40,8,5,-3398.62560822159,5,6607.27643617722,5,6685.37864710376,5,-211.169058396913
40,8,10,-2861.41863422474,10,6615.61478537947,10,7270.53027579065,10,398.518572384934
40,8,15,-2285.64399812578,15,6708.91696257766,15,7799.14503507008,15,1025.33371125599
40,8,20,-1679.07436592758,20,6886.83239533638,20,8253.98439437663,20,1647.82930188055
40,8,25,-1052.92692601202,25,7143.82700390745,25,8619.85481053016,25,2245.28323635832
40,8,30,-420.78980252604,30,7470.19017293979,30,8884.90500648659,30,2798.60960897248
40,8,35,202.625206511963,35,7853.46047038198,35,9041.41134955383,35,3291.00458977121
40,8,40,802.602051554594,40,8279.9382811965,40,9086.00977119556,40,3708.30616978487
40,8,45,1365.23606135861,45,8735.92912203888,45,9019.45427149551,45,4039.10706029735
40,8,50,1877.91880809553,50,9208.4684822372,50,8846.06578694146,50,4274.68274571227
40,8,55,2329.57691156546,55,9685.46559816638,55,8573.07324639038,55,4408.78955872435
40,8,60,2710.80262677394,60,10155.3866704917,60,8210.03572474423,60,4437.38275637814
40,8,65,3014.01771323109,65,10606.7121678801,65,7768.4644044533,65,4358.32438705553
40,8,70,3233.77802166561,70,11027.4253956272,70,7261.64268730297,70,4171.18226569678
40,8,75,3367.25579353873,75,11404.7351124858,75,6704.50999191225,75,3877.22534799207
40,8,80,3414.83408209554,80,11725.136451607,80,6113.39249801629,80,3479.66780666295
40,8,85,3380.64015015262,85,11974.8079845855,85,5505.38630413936,85,2984.11365826271
40,8,90,3272.78133089807,90,12140.2603603548,90,4897.33034527948,90,2399.05078187673
45,8,0,-2679.42037698566,0,7276.84564045442,0,5323.1239058227,0,-1100.5007001307
45,8,5,-2249.36642463715,5,7181.62302300328,5,5924.34512109889,5,-565.832761723928
45,8,10,-1779.9499440469,10,7166.68322311413,10,6497.55622435974,10,8.19902257026794
45,8,15,-1273.58218334142,15,7237.70250244903,15,7022.84682778006,15,600.501972130043
45,8,20,-738.055282082074,20,7394.03897274667,20,7480.46889238995,20,1189.77913408797
45,8,25,-185.640665517897,25,7628.98865488702,25,7852.90697702448,25,1755.61173254434
45,8,30,368.551664697584,30,7930.94522627667,30,8126.5213409323,30,2279.35260163854
45,8,35,908.406527647261,35,8285.28321044892,35,8292.5189404305,35,2744.73527526997
45,8,40,1418.34458461929,40,8676.47655541736,40,8347.18554070172,40,3138.19782438459
45,8,45,1884.31011772056,45,9089.85232090279,45,8291.47540482296,45,3448.98817013879
45,8,50,2294.19664676693,50,9512.52916447361,50,8130.17745868844,50,3669.11262132105
45,8,55,2637.87317752419,55,9933.41794313206,55,7870.95138700127,55,3793.13787504909
45,8,60,2907.04169653053,60,10342.4995511494,60,7523.53680131367,60,3817.83585767427
45,8,65,3095.15604324993,65,10729.8012871156,65,7099.35111082535,65,3741.72067376631
45,8,70,3197.59087847579,70,11084.5155063592,70,6611.49793995423,70,3564.63275176708
45,8,75,3212.15599253248,75,11394.5747199693,75,6074.96797903758,75,3287.58164165106
45,8,80,3139.89214441559,80,11646.7908094746,80,5506.65056387248,80,2912.99444194434
45,8,85,2985.89737344204,85,11827.4665006454,85,4924.79818160131,85,2445.34703349204
45,8,90,2759.80870269306,90,11923.2641901519,90,4347.81141744382,90,1891.96914571366
50,8,0,-1466.5637812814,0,7549.63756413355,0,4576.48505912012,0,-1343.88061707145
50,8,5,-1100.3857549798,5,7435.49764625134,5,5150.94594183091,5,-854.172311364947
50,8,10,-696.330967105019,10,7401.13735256186,10,5708.26617458636,10,-325.915120308558
50,8,15,-255.527457559696,15,7453.10759934409,15,6226.7108058164,15,220.670958312445
50,8,20,213.903727051313,20,7591.20920619186,20,6684.36348460582,20,765.363510685828
50,8,25,698.155326291108,25,7808.26678205459,25,7061.55891333045,25,1288.87407189691
50,8,30,1180.06597088289,30,8091.18955083778,30,7342.86733949664,30,1773.59878845781
50,8,35,1641.67522645788,35,8423.26176086806,35,7518.31281341352,35,2204.10798468142
50,8,40,2066.28730600905,40,8787.00245274853,40,7583.698603425,40,2567.42255307702
50,8,45,2439.67381918662,45,9166.62804518422,45,7540.10481598391,45,2853.1919845047
50,8,50,2750.42855953564,50,9549.32525541946,50,7392.79232440259,50,3053.82253112515
50,8,55,2989.73002693235,55,9925.08147271828,55,7149.88807449346,55,3164.46384233534
50,8,60,3150.84541215083,60,10285.4173738608,60,6821.29843219352,60,3182.704865673
50,8,65,3228.70437183387,65,10621.7362814893,65,6418.21589082459,65,3107.95435694037
50,8,70,3219.83408567333,70,10924.0278893255,70,5953.30523974896,70,2940.71735194685
50,8,75,3122.84143577387,75,11180.3969835941,75,5441.26718930161,75,2682.13679459765
50,8,80,2939.40328165328,80,11377.4883630381,80,4899.19395787067,80,2334.10737756472
50,8,85,2675.42886980234,85,11501.5263550115,85,4346.1513290686,85,1900.00982657125
50,8,90,2341.8439972346,90,11539.5182934074,90,3801.77120347625,90,1385.81354675974
55,8,0,-297.82084845503,0,7517.46391343106,0,3847.59964949354,0,-1517.16351903109
55,8,5,9.08898411213704,5,7389.1802717919,5,4392.50240404418,5,-1078.04060004216
55,8,10,353.655032258938,10,7338.51693203409,10,4930.4047852461,10,-603.045595273792
55,8,15,735.822703219291,15,7373.48855426532,15,5438.49097726667,15,-110.684901070447
55,8,20,1146.88312538529,20,7495.38016500449,20,5893.30551491953,20,380.816999723778
55,8,25,1571.17598913758,25,7697.59510746195,25,6273.37377974556,25,854.154389594498
55,8,30,1989.1407394225,30,7966.25772440324,30,6561.4810552413,30,1293.39199472493
55,8,35,2380.66008056948,35,8282.79826414372,35,6746.22029714034,35,1684.21003922449
55,8,40,2727.72176274569,40,8627.6961845147,40,6822.57325080968,40,2014.08780579799
55,8,45,3015.88747927203,45,8983.90693650129,45,6791.48222806757,45,2272.62838260274
55,8,50,3234.58987682659,50,9338.64623851745,50,6658.59084584085,50,2452.05547379539
55,8,55,3376.60662597556,55,9683.03644270196,55,6432.57687960499,55,2547.62450936984
55,8,60,3437.15120226004,60,10010.1218983743,60,6123.68588371692,60,2557.56227437791
55,8,65,3413.01398650531,65,10312.4031948347,65,5743.03519264491,65,2482.35814328148
55,8,70,3302.16884541752,70,10580.0711490429,70,5302.89191788506,70,2323.65694205344
55,8,75,3104.15363969848,75,10800.626892612,75,4817.56007788851,75,2083.32470125928
55,8,80,2821.23487689938,80,10959.8605598696,80,4304.07534380422,80,1763.22882398744
55,8,85,2459.93497710893,85,11043.5799771629,85,3781.91388382375,85,1365.91936526615
55,8,90,2032.17006238303,90,11039.2753043493,90,3271.41333581239,90,895.955619592282
60,8,0,796.814379965566,0,7214.7123874113,0,3157.41758578037,0,-1626.57799852103
60,8,5,1052.40105323791,5,7076.49237744638,5,3670.8767066009,5,-1241.1219809581
60,8,10,1346.00670322566,10,7011.84052980818,10,4186.14016956375,10,-824.086259861827
60,8,15,1678.35566179424,15,7030.87863788092,15,4680.28421178218,15,-391.619623588986
60,8,20,2040.05010282002,20,7137.51255384024,20,5129.17592048506,20,40.830038236408
60,8,25,2413.55591858695,25,7326.90186264154,25,5510.03076530899,25,458.729985082553
60,8,30,2776.87797737564,30,7585.20927576924,30,5803.89244265961,30,848.448267987886
60,8,35,3107.67034385091,35,7892.32585780606,35,5997.58986108488,35,1197.08750787643
60,8,40,3386.53846289085,40,8226.62847028148,40,6084.77729259938,40,1492.47972234491
60,8,45,3598.83454316998,45,8569.65534672583,45,6065.8153527645,45,1723.69351744486
60,8,50,3734.9334721808,50,8908.62198587378,50,5946.52189289419,50,1882.07617210077
60,8,55,3789.41350764153,55,9235.88727084501,55,5736.20867111945,55,1962.34848389173
60,8,60,3759.69020439664,60,9546.05743597402,60,5445.77417025111,60,1963.0285577698
60,8,65,3644.65823956642,65,9832.47930650626,65,5086.66784813011,65,1885.76031297085
60,8,70,3443.90183168733,70,10084.9316555411,70,4671.10038561169,70,1733.79051833501
60,8,75,3157.924206601,75,10289.486942545,75,4213.11563375557,75,1510.38847588332
60,8,80,2789.4655387529,80,10430.3337223903,80,3729.53602034555,80,1218.05570197996
60,8,85,2345.40337138533,85,10492.4598175008,85,3239.77999977557,85,858.938705771092
60,8,90,1838.27755697051,90,10463.8885570613,90,2764.17522536417,90,436.253759627094
65,8,0,1798.53969307482,0,6681.88294325096,0,2520.88707507632,0,-1680.28368861426
65,8,5,2012.98715468348,5,6536.81747718356,5,3001.74857640451,5,-1348.99890095156
65,8,10,2265.57566880135,10,6459.69488741093,10,3491.48812583676,10,-991.653790937068
65,8,15,2557.50747170925,15,6463.29636875,15,3968.10904326442,15,-621.717421214209
65,8,20,2878.79690852737,20,6555.11133247965,20,4407.76685695263,20,-251.354399828476
65,8,25,3210.34003895062,25,6733.08619564651,25,4786.98104552934,25,108.302867396743
65,8,30,3528.01091436226,30,6984.18300900277,30,5085.1783923859,30,446.519945293509
