"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,54.0407780345168,0,-112.950673114234,0,136.162988236256,0,-30.4680665758607
0,8,5,65.70252293321,5,-115.176328674799,5,130.934882809027,5,-20.5078265748597
0,8,10,76.8642319601135,10,-116.525422828779,10,124.710283862978,10,-10.3915096306597
0,8,15,87.4409577699083,15,-116.987688155058,15,117.536564354603,15,-0.196107023605396
0,8,20,97.3522050927803,20,-116.559606535379,20,109.468320620972,20,10.0007880763112
0,8,25,106.522543352028,25,-115.244435929352,25,100.566956868636,25,20.1215711403262
0,8,30,114.882180736296,30,-113.052185579409,30,90.9002178505409,30,30.0892168982264
0,8,35,122.367495357403,35,-109.999539834431,35,80.541673287551,35,39.8278655471652
0,8,40,128.921519451327,40,-106.109731171775,40,69.5701579584508,40,49.2634000905674
0,8,45,134.494372937285,45,-101.412363384094,45,58.0691717196769,45,58.324010413226
0,8,50,139.043643035267,50,-95.9431862766016,50,46.1262440209916,50,66.9407397996397
0,8,55,142.534707052903,55,-89.7438235894639,55,33.832267753519,55,75.0480097362543
0,8,60,144.940995885058,60,-82.8614562160082,60,21.2808074999603,60,82.5841190035488
0,8,65,146.244196220761,65,-75.3484631276333,65,8.56738745162409,65,89.4917132595718
0,8,70,146.434389918564,70,-67.2620227382113,70,-4.21123558834902,70,95.7182215411156
0,8,75,145.510129489585,75,-58.6636777418317,75,-16.9578085826812,75,101.216256360489
0,8,80,143.478449113772,80,-49.6188667357397,80,-29.5753224142944,80,105.943974352913
0,8,85,140.354811105547,85,-40.1964261930978,85,-41.967750184267,85,109.86539472979
0,8,90,136.162988236256,90,-30.4680665758607,90,-54.0407780345168,90,112.950673114235
5,8,0,86.4581602302653,0,-125.827535338902,0,121.857468575381,0,-61.9270051500953
5,8,5,97.8900766607706,5,-127.747613768499,5,116.762974695145,5,-52.0323098426419
5,8,10,108.845253020096,10,-128.799157779767,10,110.639852790004,10,-42.0522104071896
5,8,15,119.236358084825,15,-128.985386544892,15,103.531988393436,15,-32.0627810671796
5,8,20,128.979911607227,20,-128.316176512333,20,95.4913737203863,20,-22.1379408487308
5,8,25,137.997010980207,25,-126.807527513582,25,86.5777950549484,25,-12.3488694346729
5,8,30,146.214040013212,30,-124.480974877741,30,76.8584489453943,30,-2.76354745656204
5,8,35,153.563352803585,35,-121.362977113999,35,66.4074858353732,35,6.5535737268478
5,8,40,159.983924777955,40,-117.484308962617,40,55.3054805893312,40,15.5417752843129
5,8,45,165.421962253955,45,-112.87948780267,45,43.638830538167,45,24.1441570979457
5,8,50,169.831461437246,50,-107.586257695811,50,31.4990831016702,50,32.3076233827296
5,8,55,173.174707684174,55,-101.645150064858,55,18.9821966247546,55,39.9827895737459
5,8,60,175.422706134498,60,-95.0991336047998,60,6.18773966831244,60,47.1238360076983
