"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-5900.46792320084,0,4221.82819425017,0,77.0795781307458,0,89.551670860768
0,8,5,-5871.29693347043,5,4213.56780575443,5,591.045931470301,5,-278.745672306124
0,8,10,-5797.44182889029,10,4173.2396220351,10,1100.51406838807,10,-644.921592595527
0,8,15,-5679.46469140121,15,4101.1505649211,15,1601.60662873685,15,-1006.18927015097
0,8,20,-5518.26339825603,20,3997.84927566564,20,2090.50999556442,20,-1359.79923980688
0,8,25,-5315.06478863157,25,3864.12193945496,25,2563.50331904129,25,-1703.06031617863
0,8,30,-5071.41532664176,30,3700.98630206442,30,3016.98683437463,30,-2033.36007520832
0,8,35,-4789.16933181192,35,3509.68392419853,35,3447.50925819193,35,-2348.18473628929
0,8,40,-4470.47486658747,40,3291.6707324644,40,3851.79405489138,40,-2645.1382936544
0,8,45,-4117.75738828177,45,3048.60593889109,45,4226.76437305627,45,-2921.96075142662
0,8,50,-3733.70128988135,50,2782.33941332422,50,4569.56646215209,50,-3176.54532355234
0,8,55,-3321.22947019446,55,2494.89760479948,55,4877.59139129127,55,-3406.95446771533
0,8,60,-2883.48108882621,60,2188.46811904185,60,5148.49490477251,60,-3611.43463120365
0,8,65,-2423.7876752785,65,1865.38306946514,65,5380.21526328222,65,-3788.42959650466
0,8,70,-1945.64777399891,70,1528.10132838071,70,5570.98893497555,70,-3936.59232505993
0,8,75,-1452.70031834494,75,1179.18981349448,75,5719.36401701862,75,-4054.79520904206
0,8,80,-948.696936103934,80,821.303952113291,80,5824.21128544577,80,-4142.1386531311
0,8,85,-437.473397340303,85,457.16747173963,85,5884.73278923575,85,-4197.9579209781
0,8,90,77.0795781307468,90,89.5516708607679,90,5900.46792320084,90,-4221.82819425017
5,8,0,-4913.7738313463,0,5651.96124791038,0,103.355885965058,0,91.2870527035181
5,8,5,-4883.91427121742,5,5623.17945577737,5,584.67468657405,5,-478.899477760975
5,8,10,-4816.85344407037,10,5527.37455343435,10,1062.23073388013,10,-1040.08387516787
5,8,15,-4712.74150272249,15,5366.65214856814,15,1533.64132058239,15,-1583.27922707041
5,8,20,-4571.71879729228,20,5144.4294475678,20,1996.42892402823,20,-2099.96617263168
5,8,25,-4393.96456572689,25,4865.33386253346,25,2447.97146652952,25,-2582.3002749144
5,8,30,-4179.76119532015,30,4535.06788367558,30,2885.47037369752,30,-3023.29730557533
5,8,35,-3929.56811230911,35,4160.24499236752,35,3305.94019183361,35,-3416.99083088962
5,8,40,-3644.098585612,40,3748.20230278247,40,3706.22160355461,40,-3758.55753333017
5,8,45,-3324.39256880403,45,3306.79630748187,45,4083.01764520381,45,-4044.40689002517
5,8,50,-2971.87914719741,50,2844.18854552603,50,4432.95097070109,50,-4272.23310978596
5,8,55,-2588.4231418178,55,2368.62820134104,55,4752.63830061507,55,-4441.02855398338
5,8,60,-2176.35183695288,60,1888.23857890305,60,5038.77688713705,60,-4551.05918351005
5,8,65,-1738.45949452339,65,1410.81408814099,65,5288.23701525317,65,-4603.8038363849
5,8,70,-1277.98912915685,70,943.633846787125,70,5498.15429503093,70,-4601.86030356018
5,8,75,-798.592773395569,75,493.297267112987,75,5666.0157722584,75,-4548.82219430368
5,8,80,-304.273009318946,80,65.5860959359497,80,5789.73463671198,80,-4449.13143344507
5,8,85,200.690242733858,85,-334.643653434859,85,5867.7094393662,85,-4307.91188450993
5,8,90,711.822889198661,90,-703.537554225857,90,5898.8651131764,90,-4130.79002748589
10,8,0,-3600.02741330889,0,6814.33426429539,0,116.309054693071,0,84.067719276332
10,8,5,-3576.18844646204,5,6764.31357039987,5,524.646813380133,5,-680.776375759995
10,8,10,-3533.76997906093,10,6613.89649328964,10,932.885496650058,10,-1429.19283754972
10,8,15,-3471.28335398516,15,6367.17981349105,15,1342.74237716943,15,-2145.76435953039
10,8,20,-3386.18981895512,20,6030.6825529338,20,1755.20564135573,20,-2816.05902828414
10,8,25,-3275.18047743718,25,5613.12322878093,25,2170.22635745724,25,-3427.04254289411
10,8,30,-3134.53411576192,30,5125.12922494688,30,2586.51062043999,30,-3967.43851970103
10,8,35,-2960.51857063904,35,4578.88953842091,35,3001.42950749761,35,-4428.02554538059
10,8,40,-2749.79809682568,40,3987.76380594478,40,3411.05282056532,40,-4801.8621965975
10,8,45,-2499.80983141855,45,3365.86169414454,45,3810.300720736,45,-5084.43398282712
10,8,50,-2209.07671522892,50,2727.60744349465,50,4193.19652618594,50,-5273.71900985053
10,8,55,-1877.43151988165,55,2087.30458931645,55,4553.19523244311,55,-5370.17203478805
10,8,60,-1506.13603954389,60,1458.7156308923,60,4883.55651851744,60,-5376.62942062398
10,8,65,-1097.88995760777,65,854.670670723762,65,5177.72856271576,65,-5298.14022339223
10,8,70,-656.734263970242,70,286.717796152735,70,5429.70996146647,70,-5141.73117129904
10,8,75,-187.863331569007,75,-235.173759006194,75,5634.36111257963,75,-4916.11552393718
10,8,80,302.632995811609,80,-702.848808530436,80,5787.64297570218,80,-4631.3576291917
10,8,85,808.071289175183,85,-1110.13343008849,85,5886.76932479694,85,-4298.50633073967
10,8,90,1321.49257528218,90,-1452.93064352022,90,5930.267514218,90,-3929.21114660444
15,8,0,-2031.01036449969,0,7612.54746723758,0,112.885626319069,0,68.4533142892048
15,8,5,-2021.82790583341,5,7542.56233933405,5,404.530717209559,5,-871.729553849459
15,8,10,-2024.73052742623,10,7343.74497442349,10,703.656393892642,10,-1788.01699609062
15,8,15,-2034.93841225613,15,7022.13035187102,15,1019.21886700668,15,-2658.88313514329
15,8,20,-2044.72764257952,20,6587.15504286591,20,1358.12311429122,20,-3464.34113051725
15,8,25,-2044.20275776744,25,6051.31756740984,25,1724.42289443506,25,-4186.54534643964
15,8,30,-2022.26612564681,30,5429.74603657085,30,2118.80505508769,30,-4810.31022198441
15,8,35,-1967.6848013603,35,4739.68851774763,35,2538.40181636528,35,-5323.53135085886
15,8,40,-1870.14871743681,40,3999.94285748473,40,2976.93973278613,40,-5717.49764273208
15,8,45,-1721.21892380183,45,3230.24395862618,45,3425.19944381339,45,-5987.08666362735
15,8,50,-1515.08008529008,50,2450.62784094343,50,3871.73003512537,50,-6130.8384903083
15,8,55,-1249.03524317247,55,1680.79314217911,55,4303.73902096166,55,-6150.90685197872
15,8,60,-923.709823962697,60,939.481795798109,60,4708.06570007397,60,-6052.89011979518
15,8,65,-542.962532396233,65,243.901094688969,65,5072.14275836022,65,-5845.54887621575
15,8,70,-113.529681842059,70,-390.791165502454,70,5384.85808758104,70,-5540.42123062949
