"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,5382.15807444456,0,4217.0438901467,0,-57.5824796478409,0,49.4197636428279
0,8,5,5356.65869427039,5,4205.30398119103,5,-526.449345491677,5,-318.307885923277
0,8,10,5290.39190699387,10,4161.55916970654,10,-991.309613937515,10,-683.613020277951
0,8,15,5183.86204287916,15,4086.14238012244,15,-1448.62541765218,15,-1043.71544677148
0,8,20,5037.87985851665,20,3979.6275797454,20,-1894.91630723457,20,-1395.87456850246
0,8,25,4853.5563664758,25,3842.82541052165,25,-2326.78573953715,25,-1737.41024191503
0,8,30,4632.29437982861,30,3676.77701956241,30,-2740.94692741021,30,-2065.72317430964
0,8,35,4375.7778358951,35,3482.74613538563,35,-3134.24785413668,35,-2378.31470603
0,8,40,4085.95898046354,40,3262.20945017896,40,-3503.69526218257,40,-2672.80582677178
0,8,45,3765.04351002116,45,3016.84538128051,45,-3846.47743369421,45,-2946.95528128755
0,8,50,3415.47378507209,50,2748.52129740946,50,-4159.98558936886,50,-3198.67662669247
0,8,55,3039.91024229916,55,2459.27930686259,55,-4441.83374284044,55,-3426.05411155451
0,8,60,2641.21114703435,60,2151.32071583706,60,-4689.87685947645,60,-3627.35725591958
0,8,65,2222.41084013371,65,1826.98927516104,65,-4902.22718138678,65,-3801.05402130891
0,8,70,1786.69664481131,70,1488.75334293476,70,-5077.26859440105,70,-3945.82247045691
0,8,75,1337.38460918495,75,1139.1870988349,75,-5213.66892767334,75,-4060.56082805199
0,8,80,877.894269147792,80,780.950953052924,80,-5310.39009230665,80,-4144.39586591192
0,8,85,411.722623635365,85,416.771298967141,85,-5366.69598183631,85,-4196.68954877763
0,8,90,-57.5824796478413,90,49.4197636428266,90,-5382.15807444456,90,-4217.0438901467
5,8,0,5467.85331174579,0,6776.32049788849,0,-50.0097324988904,0,34.4427383477373
5,8,5,5444.55054765105,5,6759.90261710699,5,-497.904081857576,5,-370.540075310077
5,8,10,5383.71692160169,10,6704.89362865094,10,-942.407109014609,10,-771.750685156959
5,8,15,5285.71562476975,15,6611.95292468953,15,-1380.45937286867,15,-1165.30451092563
5,8,20,5151.14444287095,20,6482.1688033013,20,-1809.030873457,20,-1547.42914470173
5,8,25,4980.83430447561,25,6317.03888214269,25,-2225.1378737192,25,-1914.51624328922
5,8,30,4775.84673018497,30,6118.44370409943,30,-2625.85964703738,30,-2263.16992195496
5,8,35,4537.47025262702,35,5888.61415149317,35,-3008.35505608168,35,-2590.25073622514
5,8,40,4267.21588964276,40,5630.09339620913,40,-3369.87890960117,40,-2892.91443947869
5,8,45,3966.81174995712,45,5345.69421194764,45,-3707.79808595045,45,-3168.6448131412
5,8,50,3638.19683281309,50,5038.45256367135,50,-4019.60745095952,50,-3415.27998358299
5,8,55,3283.51405211357,55,4711.57846908146,55,-4302.94562931929,55,-3631.03176704045
5,8,60,2905.10247393233,60,4368.40519671175,60,-4555.6107094952,60,-3814.49772354187
5,8,65,2505.48870692821,65,4012.337921949,65,-4775.57596932042,65,-3964.6657554934
5,8,70,2087.37733207517,70,3646.80300080584,70,-4961.00570051957,70,-4080.91125785718
