"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-6268.8202818133,0,-6355.07097519732,0,-6.46536025223159,0,102.387199156178
0,8,5,-6245.52902130733,5,-6321.964379098,5,539.922930208496,5,655.878516009256
0,8,10,-6174.70551379567,10,-6240.74381676729,10,1082.20208115596,10,1204.37820132523
0,8,15,-6056.88876893491,15,-6112.02742572683,15,1616.24502081434,15,1743.71184130567
0,8,20,-5892.97544329312,20,-5936.79481543352,20,2137.9873599489,20,2269.77478129178
0,8,25,-5684.21301625201,25,-5716.37961186005,25,2643.45832432218,25,2778.56336466478
0,8,30,-5432.19029593556,30,-5452.45930779594,30,3128.8109746836,30,3266.20540309025
0,8,35,-5138.82532742086,35,-5147.04249611456,35,3590.35148429995,35,3728.98964620946
0,8,40,-4806.35079525692,40,-4802.45358316851,40,4024.56725120729,40,4163.3940264955
0,8,45,-4437.29703138712,45,-4421.3150986538,45,4428.15363123278,45,4566.11246431386
0,8,50,-4034.47275779525,50,-4006.52773657528,50,4798.03908833233,50,4934.08002918471
0,8,55,-3600.94371043531,55,-3561.24827921384,55,5131.40857083446,55,5264.49626575449
0,8,60,-3140.0093071297,60,-3088.86557210707,60,5425.72493568333,60,5554.84650695211
0,8,65,-2655.17753700737,65,-2592.97473288855,65,5678.74825762936,65,5802.92101212381
0,8,70,-2150.13826258839,70,-2077.34979027179,70,5888.55287641288,70,6006.83178449374
0,8,75,-1628.73513770213,75,-1545.91496141296,75,6053.54205220146,75,6165.02693995947
0,8,80,-1094.93635496079,80,-1002.71478624881,80,6172.46011774416,80,6276.30251786707
0,8,85,-552.804445417548,85,-451.883346105555,85,6244.4020347575,85,6339.81164387862
0,8,90,-6.46536025223215,90,102.387199156181,90,6268.8202818133,90,6355.07097519732
5,8,0,-7127.22282817726,0,-4200.57535085629,0,3.88912350066147,0,91.875121990959
5,8,5,-7091.51589812931,5,-4175.4680258193,5,681.353708903631,5,561.488661361531
5,8,10,-6986.21652666158,10,-4117.15137362798,10,1350.4351793289,10,1028.89179080833
5,8,15,-6812.93201266056,15,-4025.42612714604,15,2003.0980197457,15,1492.60458112934
5,8,20,-6574.27139970075,20,-3899.95371904914,20,2631.60869843216,20,1950.99558641204
5,8,25,-6273.79053479536,25,-3740.30739073747,25,3228.67262166804,25,2402.21829970487
5,8,30,-5915.91771931066,30,-3546.0386528452,30,3787.56145810743,30,2844.16239003995
5,8,35,-5505.86145325699,35,-3316.75501914386,35,4302.22800816766,35,3274.42288722778
5,8,40,-5049.5021901614,40,-3052.20435132445,40,4767.40597202604,40,3690.28936332437
5,8,45,-4553.2704367925,45,-2752.36087275363,45,5178.69221484814,45,4088.75595423001
5,8,50,-4024.01393624054,50,-2417.50794014856,50,5532.60944979603,50,4466.55185445939
5,8,55,-3468.85704567025,55,-2048.31298634175,55,5826.64766417363,55,4820.19078180638
5,8,60,-2895.05573973524,60,-1645.89062844049,60,6059.28310213436,60,5146.03691586761
5,8,65,-2309.85191422139,65,-1211.85072162339,65,6229.97418253836,65,5440.38402045042
5,8,70,-1720.33080989505,70,-748.329066729976,70,6339.13435979466,70,5699.54390273362
5,8,75,-1133.28540465132,75,-257.999481494782,75,6388.08260932794,75,5919.94006083225
5,8,80,-555.091518639674,80,255.933047496678,80,6378.97291252451,80,6098.20232654518
5,8,85,8.40286569322753,85,789.757465742872,85,6314.70479929031,85,6231.25850463678
5,8,90,551.970948933689,90,1339.29850142818,90,6198.81764797815,90,6316.41941238764
10,8,0,-7515.9949719758,0,-1943.58455385727,0,12.2885896271751,0,64.5011813982485
10,8,5,-7470.89963294795,5,-1932.37124541437,5,793.940692056553,5,423.296160698441
10,8,10,-7339.99774713127,10,-1908.23860228761,10,1563.6825139017,10,784.56150711153
10,8,15,-7125.67427152765,15,-1869.49877734835,15,2310.31494934842,15,1150.79579314265
10,8,20,-6831.78567491826,20,-1813.5156604041,20,3023.09334534565,20,1523.88483110761
10,8,25,-6463.58833504921,25,-1736.89391447007,25,3691.93607936637,25,1904.86864726079
10,8,30,-6027.63847131292,30,-1635.71809378982,30,4307.62470207513,30,2293.76512662692
10,8,35,-5531.66302263909,35,-1505.82538207318,35,4861.99156823829,35,2689.46012403611
10,8,40,-4984.40158050847,40,-1343.09385961923,40,5348.09015317433,40,3089.66900448672
10,8,45,-4395.42053095621,45,-1143.72795745251,45,5760.34272463288,45,3490.96962349438
10,8,50,-3774.90186154331,50,-904.523827397312,50,6094.65981632018,50,3888.90208257436
10,8,55,-3133.41053610887,55,-623.099581537512,55,6348.52609934357,55,4278.12654147972
10,8,60,-2481.64580509361,60,-298.078480335151,60,6521.04780395072,60,4652.62720067649
10,8,65,-1830.18317551377,65,70.7831290879519,65,6612.95780267476,65,5005.94844948462
10,8,70,-1189.21489495927,70,482.527327396617,70,6626.57579267813,70,5331.44816992422
10,8,75,-568.297606999959,75,934.985834169932,75,6565.72264886594,75,5622.55326260377
10,8,80,23.8837701577729,80,1424.82751034645,80,6435.58987762786,80,5873.00351134299
10,8,85,579.726962367197,85,1947.65562739559,85,6242.56708292264,85,6077.07176411773
10,8,90,1092.8896478736,90,2498.14595032517,90,5994.03234552331,90,6229.75088047118
15,8,0,-7410.42258635553,0,272.153290304299,0,13.1621150555156,0,26.174726100715
15,8,5,-7361.04027899279,5,265.160967205881,5,865.92552214964,5,251.650367891244
15,8,10,-7216.71977224904,10,246.58320426037,10,1704.6093640682,10,486.182029200874
15,8,15,-6980.11465781094,15,220.259065301396,15,2515.83922536959,15,737.418410163896
15,8,20,-6655.59241922374,20,192.066370282274,20,3286.69785484702,20,1011.66491691306
15,8,25,-6249.20262511275,25,169.507028211258,25,4004.96560305741,25,1313.40979418474
15,8,30,-5768.61498180288,30,161.191839560475,30,4659.37055736783,30,1644.98127902559
15,8,35,-5223.01832811887,35,176.263495120192,35,5239.84315083823,35,2006.3548304246
15,8,40,-4622.97329662534,40,223.799507239172,40,5737.76680404313,40,2395.11731196316
15,8,45,-3980.21419051677,45,312.236258886326,45,6146.2137062598,45,2806.58291942171
15,8,50,-3307.39924498918,50,448.851478151691,50,6460.15339534698,50,3234.04480444561
15,8,55,-2617.81242383613,55,639.335828062529,55,6676.62144196051,55,3669.13767504442
15,8,60,-1925.02383757729,60,887.47578311567,60,6794.83624348409,60,4102.28073884124
15,8,65,-1242.51942366238,65,1194.96049410741,65,6816.2535629321,65,4523.16739784407
15,8,70,-583.313463532098,70,1561.31583745303,70,6744.55085058243,70,4921.26796000511
15,8,75,40.4403229908814,75,1983.96007381726,75,6585.53640684402,75,5286.31390690891
15,8,80,617.822054172633,80,2458.36806531859,80,6346.9819474567,80,5608.73641805456
15,8,85,1139.48588231267,85,2978.32516570897,85,6038.38098847403,85,5880.03734070924
15,8,90,1597.95022498012,90,3536.24786174498,90,5670.6395319718,90,6093.07709146947
20,8,0,-6837.85901436672,0,2303.35550509021,0,3.30853516456364,0,-14.0553731887524
20,8,5,-6790.4467035952,5,2276.72612352717,5,890.76029561548,5,62.2985598390826
20,8,10,-6646.61537311563,10,2211.66415510101,10,1763.81205255404,10,155.811411383016
20,8,15,-6408.59928444795,15,2114.62935351156,15,2608.02751432854,15,280.214294669546
20,8,20,-6080.33735235233,20,1995.42612668325,20,3409.22862065711,20,446.916687378052
20,8,25,-5667.56024294667,25,1866.49375507752,25,4153.73285437235,25,664.225488737606
20,8,30,-5177.84995550041,30,1742.02895623921,30,4828.64019078224,30,936.803270408392
20,8,35,-4620.64608473441,35,1637.01064805764,35,5422.16106829014,35,1265.39772075486
20,8,40,-4007.17714666209,40,1566.20270641849,40,5923.96932568974,40,1646.84976068102
20,8,45,-3350.30226900886,45,1543.2091321393,45,6325.55882441929,45,2074.36373896175
20,8,50,-2664.2571159708,50,1579.64766469052,50,6620.57983573862,50,2538.00240737177
20,8,55,-1964.3069132873,55,1684.49385278301,55,6805.13114595751,55,3025.3542462444
20,8,60,-1266.31773677054,60,1863.62998093835,60,6877.98577059454,60,3522.31226313982
20,8,65,-586.264016497787,65,2119.6143855076,65,6840.73154229968,65,4013.90152056771
20,8,70,60.3048863231597,70,2451.66870033145,70,6697.81206319075,70,4485.09630402661
20,8,75,658.813126862275,75,2855.86504853447,75,6456.45821881999,75,4921.57546548104
20,8,80,1196.19448195696,80,3325.48308862813,80,6126.505525229,80,5310.37450518763
20,8,85,1661.38853247614,85,3851.49848352823,85,5720.09808575688,85,5640.40413253277
20,8,90,2045.77015480756,90,4423.1597003354,90,5251.28596092202,90,5902.81651820649
25,8,0,-5873.39530212997,0,4025.11093407781,0,-16.6461175495764,0,-46.7429191058452
25,8,5,-5833.86343237132,5,3980.69702394648,5,868.79172512301,5,-127.001578895709
25,8,10,-5703.83527172851,10,3871.04422878715,10,1741.56320181301,10,-181.241153652092
25,8,15,-5484.38463185886,15,3705.33796369679,15,2587.29431496713,15,-189.028466142069
25,8,20,-5178.03557368851,20,3497.53587487032,20,3391.44849251425,20,-133.403515774239
25,8,25,-4789.05405994407,25,3265.3393109954,25,4139.53343675934,25,-2.0338512272744
25,8,30,-4323.71798336764,30,3028.90869607572,30,4817.42036141389,30,212.00922711682
25,8,35,-3790.51361980224,35,2809.42870328035,35,5411.76047810788,35,509.904857637926
25,8,40,-3200.21404186307,40,2627.64217172481,40,5910.46988575944,40,887.175551890728
25,8,45,-2565.80835073275,45,2502.47171471865,45,6303.24484514283,45,1334.18394204601
25,8,50,-1902.26779795532,50,2449.83487561414,50,6582.06572909757,50,1836.96239018893
25,8,55,-1226.15309610902,55,2481.73476800743,55,6741.64948982233,55,2378.28065966002
25,8,60,-555.083428050042,60,2605.67739712928,60,6779.81588557793,60,2938.84707090109
25,8,65,92.900380254208,65,2824.43397838758,65,6697.73997461669,65,3498.5415268097
25,8,70,700.039221914583,70,3136.13577415902,70,6500.07078946291,70,4037.59087202288
25,8,75,1249.5841101155,75,3534.66329112808,75,6194.90283945935,75,4537.61399141145
25,8,80,1726.5092724304,80,4010.27281060719,80,5793.59333661924,80,4982.48252483456
25,8,85,2118.1725925037,85,4550.39182210542,85,5310.42450032063,85,5358.96137119741
25,8,90,2414.88960645613,90,5140.51094932395,90,4762.11756478038,90,5657.11082825554
30,8,0,-4627.64141672196,0,5345.79945521063,0,-42.2513698010449,0,-64.8601097123941
30,8,5,-4600.05962390256,5,5288.05580282581,5,807.171178526353,5,-300.26760206896
30,8,10,-4494.16658367121,10,5140.79793855161,10,1647.50685658414,10,-500.998319150146
30,8,15,-4309.28206794701,15,4915.61738738082,15,2465.49499575086,15,-639.639657270488
30,8,20,-4045.70954344518,20,4630.31899871841,20,3247.09976900161,20,-693.468693366979
30,8,25,-3705.29335331062,25,4307.60629159924,25,3977.65774838346,25,-646.048702910998
30,8,30,-3291.9706216111,30,3973.39845135731,30,4642.2198905668,30,-488.283515038709
30,8,35,-2812.2327612414,35,3654.92035518423,35,5226.06686101812,35,-218.846213767023
30,8,40,-2275.41854063498,40,3378.73216872156,40,5715.35300616502,40,156.029251367501
30,8,45,-1693.78011606201,45,3168.87060304339,45,6097.81763504844,45,623.333267386802
30,8,50,-1082.29303662805,50,3045.25888017504,50,6363.49597368481,50,1164.52418852341
30,8,55,-458.215024048649,55,3022.50942455459,55,6505.36665721276,55,1757.0772119541
30,8,60,159.571089854082,60,3109.19789319095,60,6519.88477669309,60,2376.1768466058
30,8,65,751.373315018585,65,3307.63652308826,65,6407.36404365794,65,2996.40479901208
30,8,70,1297.59805107373,70,3614.12565495987,70,6172.18408510175,70,3593.30118521547
30,8,75,1779.68165998087,75,4019.61972442394,75,5822.80780935754,75,4144.70608629665
30,8,80,2180.98547000042,80,4510.71137217198,80,5371.60088496369,80,4631.81510479542
30,8,85,2487.60499804402,85,5070.81729459994,85,4834.45329727258,85,5039.90669147525
30,8,90,2689.05726094037,90,5681.44450487807,90,4230.21274195587,90,5358.72357831278
35,8,0,-3229.18351778329,0,6216.13474776819,0,-66.7145781163001,0,-65.6796115605092
35,8,5,-3214.93851736058,5,6150.67043289633,5,717.923305578568,5,-446.300335545182
35,8,10,-3138.91838007271,10,5976.02936173337,10,1498.27322156417,10,-784.674573990198
35,8,15,-2998.43688427348,15,5705.57704049903,15,2263.12069126672,15,-1046.48326346263
35,8,20,-2791.16480127324,20,5360.23625777999,20,2999.75323010336,20,-1203.27282203426
35,8,25,-2515.95792444937,25,4966.95222300118,25,3694.00197584115,25,-1234.55374912789
35,8,30,-2173.72092828357,30,4556.66557053412,30,4330.57300348577,30,-1129.17489556289
35,8,35,-1768.18673567231,35,4161.96610812085,35,4893.65035121674,35,-885.848821383729
35,8,40,-1306.48838407214,40,3814.63553415835,40,5367.71235188237,40,-512.81210047207
35,8,45,-799.421531319689,45,3543.29991355793,45,5738.47072003834,45,-26.7124946890303
