"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,4957.6178893775,0,-4559.47660965087,0,113.152065288698,0,-57.7956080320998
0,8,5,4948.61450885632,5,-4547.16364375311,5,-319.363381889041,5,339.808892160129
0,8,10,4901.94918386761,10,-4500.24401687392,10,-749.448280893722,10,734.827241500801
0,8,15,4817.97706571183,15,-4419.07481570468,15,-1173.82942595156,15,1124.25311183283
0,8,20,4697.33723291188,20,-4304.27378687761,20,-1589.27702030031,20,1505.12273714123
0,8,25,4540.94782743971,25,-4156.71463554082,25,-1992.62925689289,25,1874.53746960202
0,8,30,4349.99906710145,30,-3977.52037593465,30,-2380.81638165806,30,2229.68584004247
0,8,35,4125.94418726131,35,-3768.05478457515,35,-2750.88405618258,35,2567.86495491908
0,8,40,3870.48838084289,40,-3529.91202109134,40,-3100.01584201035,40,2886.5010669695
0,8,45,3585.57582078147,45,-3264.90449570788,45,-3425.55463543967,45,3183.16916298328
0,8,50,3273.37486369403,50,-2975.04907570884,50,-3725.02288968685,50,3455.61141961667
0,8,55,2936.2615473761,55,-2662.55173585992,55,-3996.1414705132,55,3701.75438679156
0,8,60,2576.80150771944,60,-2329.7907696084,60,-4236.84700181276,60,3919.72476790255
0,8,65,2197.73045267374,65,-1979.29868883404,65,-4445.30756915035,65,4107.86367673527
0,8,70,1801.93334185727,70,-1613.74294990442,70,-4619.93666173661,70,4264.73926259214
0,8,75,1392.42243027216,75,-1235.9056527214,75,-4759.40524673303,75,4389.15760754071
0,8,80,972.314343225031,80,-848.662367260935,80,-4862.65188399435,80,4480.17181285007
0,8,85,544.806356926507,85,-454.960248749262,85,-4928.89080426899,85,4537.08920546193
0,8,90,113.152065288699,90,-57.7956080320997,90,-4957.6178893775,90,4559.47660965087
5,8,0,5399.99021802341,0,-2569.10567573318,0,94.8700517884709,0,-64.5074138180959
5,8,5,5386.61131220501,5,-2577.25042250805,5,-357.869810521521,5,121.42213875832
5,8,10,5333.02802720625,10,-2586.89575766582,10,-807.251824118585,10,311.273930435993
5,8,15,5239.72137221792,15,-2596.78317271978,15,-1249.61193451124,15,508.004307604848
5,8,20,5107.48893057602,20,-2604.93268925641,20,-1681.3415735288,20,714.258927944525
5,8,25,4937.44051228175,25,-2608.70848560817,25,-2098.91237357998,25,932.236596721795
5,8,30,4730.99285471356,30,-2604.90754828628,30,-2498.90044496514,30,1163.56560562796
5,8,35,4489.86368701866,35,-2589.86928313523,35,-2878.01048444611,35,1409.19625871737
5,8,40,4216.06532747642,40,-2559.60345863786,40,-3233.10021679249,40,1669.31298870485
5,8,45,3911.89771377757,45,-2509.9333069679,45,-3561.20583973884,45,1943.26909823095
5,8,50,3579.94040360047,50,-2436.65009262273,50,-3859.56919233981,50,2229.54669801641
5,8,55,3223.04267817103,55,-2335.67499312445,55,-4125.66725654347,55,2525.74385407191
5,8,60,2844.31050077963,60,-2203.22374344907,60,-4357.24431272358,60,2828.59030123845
5,8,65,2447.08879803582,65,-2035.96919878208,65,-4552.34660907636,65,3133.99233800959
5,8,70,2034.93741286704,70,-1831.19679159483,70,-4709.35880735132,70,3437.10670161038
5,8,75,1611.59917986626,75,-1586.94781932247,75,-4827.0407944425,75,3732.44235237552
5,8,80,1180.95892736629,80,-1302.1456147385,80,-4904.56278223825,80,4013.98819762815
5,8,85,746.992818323613,85,-976.699933969627,85,-4941.53604951687,85,4275.36388705524
5,8,90,313.708271895524,90,-611.585352250167,90,-4938.03630260747,90,4509.98994693873
10,8,0,5558.66758960935,0,-537.728776248833,0,73.8757564745097,0,-67.8389687268909
10,8,5,5544.34281328301,5,-564.2910278377,5,-378.389262778189,5,-80.0484104628095
10,8,10,5491.49941107515,10,-624.886340846921,10,-827.029320283731,10,-82.8065164370921
10,8,15,5400.63789790483,15,-717.03298216144,15,-1268.47244571809,15,-68.1015132883837
10,8,20,5272.5532919509,20,-836.77293114118,20,-1699.25307036915,20,-28.4718189924694
10,8,25,5108.29556207233,25,-978.768134381754,25,-2116.04256237657,25,42.7456978959369
10,8,30,4909.12577216359,30,-1136.4337435677,30,-2515.65926445748,30,151.181937244474
10,8,35,4676.47748804453,35,-1302.10789481037,35,-2895.05733168308,35,301.221800475597
10,8,40,4411.9328299023,40,-1467.25677962753,40,-3251.29780032762,40,495.81643171712
10,8,45,4117.22075854881,45,-1622.71263002726,45,-3581.5091867521,45,736.32773330412
10,8,50,3794.2419590565,50,-1758.94086803013,50,-3882.84792493573,50,1022.4114042752
10,8,55,3445.12041386725,55,-1866.33116631346,55,-4152.47060383837,55,1351.94437489814
10,8,60,3072.27698074089,60,-1935.50566158385,60,-4387.5299213112,60,1721.0017533136
10,8,65,2678.51564724936,65,-1957.63618162351,65,-4585.20439699245,65,2123.88728045227
10,8,70,2267.10928335208,70,-1924.76119574421,70,-4742.76828321278,70,2553.21985553822
10,8,75,1841.86925859818,75,-1830.0923529806,75,-4857.70311469813,75,3000.07701135556
10,8,80,1407.18269532638,80,-1668.29998214124,80,-4927.84648484587,80,3454.1943523612
10,8,85,968.002654945653,85,-1435.76682386466,85,-4951.56761959581,85,3904.2179800333
10,8,90,529.780212829277,90,-1130.79957050958,90,-4927.95390462183,90,4338.00487363667
15,8,0,5486.64651127226,0,1389.06877275131,0,52.7889646220494,0,-66.1459703588161
15,8,5,5473.1539365403,5,1348.18263030607,5,-389.275821612744,5,-254.118076427519
15,8,10,5423.66469495749,10,1246.70435890788,10,-826.954319919959,10,-428.424968001217
15,8,15,5339.1258144556,15,1087.77630262496,15,-1256.27802743697,15,-577.115784262426
15,8,20,5220.97662408038,20,876.472264892082,20,-1673.70483583748,20,-688.890262384348
15,8,25,5070.95103034438,25,619.729183471204,25,-2076.23839079974,25,-753.408973968357
15,8,30,4890.84855199595,30,326.241013049348,30,-2461.45377257633,30,-761.601912549019
15,8,35,4682.31333309564,35,6.30675864373299,35,-2827.42196375966,35,-705.969421642319
15,8,40,4446.66083577732,40,-328.374295162679,40,-3172.54115880325,40,-580.866401364954
15,8,45,4184.78675785515,45,-664.964400439268,45,-3495.29795126994,45,-382.758309762948
15,8,50,3897.18248732933,50,-989.806539479661,50,-3793.99387429078,50,-110.436162003535
15,8,55,3584.06724055723,55,-1288.79685757954,55,-4066.48099217159,55,234.822239828388
15,8,60,3245.63055480521,60,-1547.80185753067,60,-4309.95299728604,60,649.156304455574
15,8,65,2882.36197696241,65,-1753.10824018556,65,-4520.83488255458,65,1126.1010662213
15,8,70,2495.42972165762,70,-1891.89065452587,70,-4694.8047584851,70,1656.64643458652
15,8,75,2087.05880823912,75,-1952.68103500533,75,-4826.96654932303,75,2229.3808500387
15,8,80,1660.85344923465,80,-1925.8224350264,80,-4912.17365876731,80,2830.72025624442
15,8,85,1222.00940455787,85,-1803.89000087899,85,-4945.48337107886,85,3445.22083349883
15,8,90,777.370019356807,90,-1582.0617326058,90,-4922.70224129676,90,4055.97146721247
20,8,0,5248.9569388738,0,3086.39694657189,0,33.8830263024958,0,-58.9544482493735
20,8,5,5236.29504090247,5,3036.44408783227,5,-398.237695857793,5,-393.709824960609
20,8,10,5188.18260049867,10,2907.31627228619,10,-823.773076044664,10,-712.108554263756
20,8,15,5106.83410387379,15,2702.09726633143,15,-1237.12998514525,15,-999.502250508603
20,8,20,4995.56154150683,20,2425.87913668891,20,-1633.89185452916,20,-1241.83076900115
20,8,25,4858.23890658083,25,2085.80979881342,25,-2011.16098711349,25,-1425.94197041298
20,8,30,4698.67555260426,30,1691.12013199447,30,-2367.66086241136,30,-1539.94413107372
20,8,35,4519.99381856163,35,1253.10029152427,35,-2703.57628278682,35,-1573.58546302376
20,8,40,4324.10749781807,40,784.996497924476,40,-3020.14524331749,40,-1518.64548134628
20,8,45,4111.38672570508,45,301.806953131571,45,-3319.05119227923,45,-1369.31516334353
20,8,50,3880.57305858168,50,-180.032880717433,50,-3601.69414651334,50,-1122.53884927926
20,8,55,3628.97810825112,55,-643.072176193939,55,-3868.44057437632,55,-778.291508164071
20,8,60,3352.96301994325,60,-1069.35838872416,60,-4117.96217702294,60,-339.769872273432
20,8,65,3048.65801659508,65,-1441.01891018729,65,-4346.77057426407,65,186.516648923931
20,8,70,2712.84548777433,70,-1740.88334438157,70,-4549.03756660747,70,790.761755181533
20,8,75,2343.90128633868,75,-1953.11955191193,75,-4716.75997795099,75,1459.98553583609
20,8,80,1942.67131691196,80,-2063.85949297662,80,-4840.28698802208,80,2178.2634095984
20,8,85,1513.15741567774,85,-2061.79379878942,85,-4909.18112863771,85,2927.05903859903
20,8,90,1062.8994498076,90,-1938.71505287668,90,-4913.33779050768,90,3685.66088819816
25,8,0,4909.8182588578,0,4462.41509141712,0,19.2360275425587,0,-47.0793395967407
25,8,5,4896.52647900162,5,4408.85660586747,5,-410.738971023177,5,-495.56768952945
25,8,10,4844.53208679443,10,4266.90929229221,10,-829.941286213798,10,-926.615097374152
25,8,15,4758.33150057419,15,4038.75934759961,15,-1229.51081291078,15,-1324.16401878087
