"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-42.6816376017299,0,106.035000972752,0,-568.615668468367,0,4560.8355186549
0,8,5,-92.0773420080333,5,503.134512959477,5,-562.731964353215,5,4534.2386032855
0,8,10,-140.772282243836,10,896.404867501656,10,-552.565530202486,10,4473.13339429697
0,8,15,-188.395860411136,15,1282.85303973809,15,-538.193738718726,15,4377.98493922605
0,8,20,-234.585632324175,20,1659.53792573427,20,-519.725967913052,20,4249.51737526804
0,8,25,-278.990065928551,25,2023.59272605922,25,-497.30276867244,25,4088.70841815549
0,8,30,-321.271216672403,30,2372.24676386016,30,-471.094795082609,30,3896.78192115114
0,8,35,-361.107299468513,35,2702.84657138637,35,-441.301505647387,35,3675.19856078557
0,8,40,-398.195137673118,40,3012.87608448094,40,-408.149645289052,40,3425.64472022686
0,8,45,-432.252470443234,45,3299.9757913483,45,-371.891519682574,45,3150.01965488639
0,8,50,-463.020100912099,50,3561.96068986363,50,-332.803075057072,50,2850.42103793836
0,8,55,-490.263868833842,55,3796.83691675844,55,-291.181798078394,55,2529.12899576034
0,8,60,-513.77643268434,60,4002.81692212389,60,-247.344451795964,60,2188.58875479474
0,8,65,-533.37884765542,65,4178.33307374505,65,-201.624664884703,65,1831.39203189913
0,8,70,-548.92192753289,70,4322.04958772852,70,-154.370392529368,70,1460.25730981603
0,8,75,-560.28738009371,75,4432.87269462448,75,-105.941268275493,75,1078.00914787775
0,8,80,-567.388707381247,80,4509.95896367263,80,-56.7058670009546,80,687.55668540441
0,8,85,-570.171864006946,85,4552.72172181956,85,-7.03889983860012,85,291.87150139706
0,8,90,-568.615668468368,90,4560.8355186549,90,42.6816376017298,90,-106.035000972751
5,8,0,-46.4825402993682,0,96.1496560756115,0,-712.660057026418,0,4688.49381441916
5,8,5,-109.64958794174,5,473.937812072315,5,-703.968961977503,5,4662.28985284097
5,8,10,-171.516482626678,10,848.286401582296,10,-688.546523535578,10,4605.08597243744
5,8,15,-231.431882323569,15,1216.86237530525,15,-666.594373129346,15,4517.22452558718
5,8,20,-288.772433187027,20,1577.35149177747,20,-638.387575403771,20,4399.18891573052
5,8,25,-342.950189306142,25,1927.45949106457,25,-604.271385243078,25,4251.60589732085
5,8,30,-393.419987185326,30,2264.91451340856,30,-564.657286136822,30,4075.24974303909
5,8,35,-439.686714186185,35,2587.47126196768,35,-520.018159804137,35,3871.04793305882
5,8,40,-481.312336421281,40,2892.91732578998,40,-470.882453566664,40,3640.08792276296
5,8,45,-517.922489050713,45,3179.08198170053,45,-417.827254146518,45,3383.62446487291
5,8,50,-549.212388227926,50,3443.84768509754,50,-361.470237584221,50,3103.08690026563
5,8,55,-574.951803283946,55,3685.16434229556,55,-302.460536257875,55,2800.08578937887
5,8,60,-594.988830667564,60,3901.06633309582,60,-241.468636771499,60,2476.41823375197
5,8,65,-609.252234983064,65,4089.69212366193,65,-179.175489281414,65,2134.0712360358
5,8,70,-617.752162294597,70,4249.30617881101,70,-116.261064539579,70,1775.22246828696
5,8,75,-620.579080978846,75,4378.32275251612,75,-53.3926373159191,75,1402.23786436999
5,8,80,-617.900860668122,80,4475.3310098412,80,8.78689565169532,80,1017.66552457824
5,8,85,-609.957956794889,85,4539.12081802182,85,69.6703361774521,85,624.225520315865
5,8,90,-597.056725742153,90,4568.70844549153,90,128.696805542968,90,224.795313844725
10,8,0,-39.3945157131377,0,85.9410488344721,0,-1031.18734766058,0,4896.87745563227
10,8,5,-118.496146845519,5,450.278128501265,5,-1020.47799027732,5,4870.38682085633
10,8,10,-196.023682429991,10,811.514303409067,10,-1000.09397318494,10,4815.7658397781
10,8,15,-271.207652692937,15,1167.94623379644,15,-970.253540958686,15,4733.25843977237
10,8,20,-343.285208313039,20,1517.85247524672,20,-931.25173326774,20,4623.12910426251
10,8,25,-411.502599801893,25,1859.47346497967,25,-883.469271767998,25,4485.67458384238
10,8,30,-475.122756851852,30,2190.99553758255,30,-827.38146300763,30,4321.24095309027
10,8,35,-533.43773155719,35,2510.53968876831,35,-763.565104276446,35,4130.24497073455
10,8,40,-585.785031380686,40,2816.15556631625,40,-692.701697341436,40,3913.19871778262
10,8,45,-631.56632086369,45,3105.82101384437,45,-615.575831509232,45,3670.73653565504
10,8,50,-670.266696459532,50,3377.44741210295,50,-533.068286521441,50,3403.64332206896
10,8,55,-701.47276640988,55,3628.8910245508,55,-446.144097975788,55,3112.88323924921
10,8,60,-724.888067647982,60,3857.97052338808,60,-355.836395675078,60,2799.62783768483
10,8,65,-740.344839346832,65,4062.49081587915,65,-263.227170094594,65,2465.28250523035
10,8,70,-747.811725154953,70,4240.27318350437,70,-169.426197486035,70,2111.51003226829
10,8,75,-747.397460632456,75,4389.19157221491,75,-75.5491772540414,75,1740.249960373
10,8,80,-739.350908170937,80,4507.21462265594,80,17.3042158524128,80,1353.73227817546
10,8,85,-724.057867982905,85,4592.45270281119,85,108.07206706006,85,954.483970119619
10,8,90,-702.03492614988,90,4643.20880724712,90,195.751772172361,90,545.326942117614
15,8,0,-26.0735453920939,0,75.8776102227601,0,-1476.38121356704,0,5172.85393091201
15,8,5,-120.092294087066,5,435.128023290471,5,-1464.947565411,5,5145.33081389342
15,8,10,-212.778961196861,10,791.712674548733,10,-1441.00106711866,10,5091.59948987533
15,8,15,-303.487269345939,15,1144.41408842824,15,-1404.57498721283,15,5011.80032877539
15,8,20,-391.481744754192,20,1491.93683999618,20,-1355.73707234906,20,4905.99797127406
15,8,25,-475.924015462074,25,1832.87771448909,25,-1294.63858073508,25,4774.20979982042
