amp_b,phase_b_deg,score,avg_rms_bias_deg,p95_rms_bias_deg,avg_max_abs_bias_deg,max_abs_bias_deg,avg_valid_percent,avg_reference_monotonic_percent,curve_count,pdoa_rms_target_met,pdoa_max_target_met
1.025,-112.5,121.49514558031306,50.43856652074436,77.65145674936745,139.28639071436754,179.8483650104996,99.79547184170471,72.16435185185185,288,False,False
0.95,-75.0,121.56179769123305,48.65835137866698,82.50116075244802,133.43510021260406,179.88411370026938,99.79547184170471,70.90397322204835,288,False,False
1.125,-105.0,121.60371317592588,48.29046266341516,79.21560565486575,136.70088157826513,179.83149574869873,99.80498477929984,71.77313883299799,288,False,False
1.1,-77.5,121.63471265858558,47.94034007366642,82.24865223575222,134.36546815289498,179.94131918213907,99.69558599695586,70.7175925925926,288,False,False
1.2,-85.0,121.65584116338724,47.209940354926324,81.59208911856392,134.58265388640388,179.98350523299405,99.70034246575342,71.12268518518518,288,False,False
0.875,-82.5,121.6876929515355,47.934354400122004,82.24835386882621,134.30993029467902,179.961388003382,99.76693302891934,70.92978395061728,288,False,False
1.1,-107.5,121.6985870166765,48.89572598237685,78.5474150896066,137.27884667766563,179.9217884882063,99.82876712328768,71.75246696226743,288,False,False
0.975,-112.5,121.74643105203212,50.56373053403696,77.8064717833889,140.05260100766077,179.93837114577866,99.7431506849315,72.08094244479221,288,False,False
0.95,-110.0,121.77381664291588,49.92593503399725,78.4645087875234,140.0007857544286,179.9772896714976,99.71461187214612,71.86984561691135,288,False,False
1.175,-82.5,121.78464621271911,47.32878184130687,81.79589588700028,134.83521550200658,179.97144822019288,99.66704718417047,71.06481481481482,288,False,False
1.025,-72.5,121.79645436286157,49.10484919151473,82.64019813751318,134.10250465500107,179.9481526866453,99.7574200913242,70.87191358024691,288,False,False
1.075,-110.0,121.82518599840166,49.59402845383773,77.85019548244583,138.30225328796502,179.99729392736003,99.84303652968036,71.98802382194401,288,False,False
0.925,-107.5,121.82692282833689,49.34839594531319,79.04843733463477,139.05716615852168,179.97956515651276,99.6908295281583,71.79322850684353,288,False,False
0.825,-95.0,121.8385218507118,48.371790166118345,79.26150115097875,137.6931994056806,179.94625571523835,99.65753424657535,71.54328750279454,288,False,False
0.9,-105.0,121.86815694628126,48.89007864055399,79.38693217260021,137.65563041233878,179.88513594815254,99.68131659056317,71.81549947835158,288,False,False
0.85,-85.0,121.8737339154004,47.9791696712984,81.86624844081294,134.86263132861873,179.93021855582947,99.77644596651446,71.19984567901234,288,False,False
0.9,-80.0,121.89031166962242,48.006424696531845,83.1462006657833,133.73323587568638,179.8339060006704,99.78120243531203,70.87191358024691,288,False,False
0.85,-100.0,121.93763582241054,48.517444125283156,78.84775898235391,136.6168518969645,179.9383674383207,99.68607305936072,71.85165778622351,288,False,False
1.15,-80.0,122.05658708126866,47.60312736339333,81.98810456044525,134.53084555559073,179.97627813669374,99.70509893455099,70.92978395061728,288,False,False
1.075,-75.0,122.06939399251522,48.45747980490923,82.41112730330302,134.34014292822792,179.98945262175027,99.72412480974124,70.75617283950618,288,False,False
1.2,-100.0,122.14038863137387,47.54887434351833,79.59459246909297,135.53137172184879,179.92642727755646,99.72412480974124,71.11182527262339,288,False,False
1.175,-102.5,122.24502356420494,47.85544728272288,79.46851244976583,135.60950060851926,179.98200702191116,99.7431506849315,71.43975737138882,288,False,False
0.825,-87.5,122.24593609520481,48.1974537353738,81.39731476607137,135.79724819607094,179.95750301312182,99.76217656012176,71.23625239088854,288,False,False
0.975,-72.5,122.28043784713935,49.201766999403965,83.31028927976625,133.43672979874023,179.9481526829311,99.78595890410958,70.90397322204835,288,False,False
0.825,-97.5,122.40939727426182,48.59549045720106,78.79502219123549,137.30045565123578,179.76770565418235,99.62423896499239,71.54164182626624,288,False,False
