"Freq [GHz]","dB(S(P1B,P1B)) []","dB(S(P1L,P1L)) []","dB(S(P2B,P2B)) []","dB(S(P2L,P2L)) []","dB(S(P3B,P3B)) []","dB(S(P3L,P3L)) []","dB(S(P4B,P4B)) []","dB(S(P4L,P4L)) []","dB(S(P1B,P2B)) []","dB(S(P1B,P3B)) []","dB(S(P1B,P4B)) []","dB(S(P2B,P1B)) []","dB(S(P2B,P3B)) []","dB(S(P2B,P4B)) []","dB(S(P3B,P1B)) []","dB(S(P3B,P2B)) []","dB(S(P3B,P4B)) []","dB(S(P4B,P1B)) []","dB(S(P4B,P2B)) []","dB(S(P4B,P3B)) []"
8,-24.9921442481528,-13.732974298226,-20.0584650999591,-16.4478328390753,-18.0990665733086,-13.916016591522,-17.4402381871574,-15.5786878178801,-45.1882012300863,-53.8401516969324,-57.6636189368763,-45.1882012300863,-52.80393013609,-56.4303586530689,-53.8401516969324,-52.80393013609,-54.5859572055821,-57.6636189368763,-56.4303586530689,-54.5859572055821
