"Freq [GHz]","dB(S(P1A,P1A)) []","dB(S(P1L,P1L)) []","dB(S(P2A,P2A)) []","dB(S(P2L,P2L)) []","dB(S(P3A,P3A)) []","dB(S(P3L,P3L)) []","dB(S(P4A,P4A)) []","dB(S(P4L,P4L)) []","dB(S(P1A,P2A)) []","dB(S(P1A,P3A)) []","dB(S(P1A,P4A)) []","dB(S(P2A,P1A)) []","dB(S(P2A,P3A)) []","dB(S(P2A,P4A)) []","dB(S(P3A,P1A)) []","dB(S(P3A,P2A)) []","dB(S(P3A,P4A)) []","dB(S(P4A,P1A)) []","dB(S(P4A,P2A)) []","dB(S(P4A,P3A)) []"
8,-29.4711446744997,-14.8534020128334,-20.6918452221691,-12.9764758461584,-15.1253657233322,-14.9360158369707,-16.6114425052074,-14.4793261863825,-44.9456414178732,-56.5108626763373,-48.7995939517778,-44.9456414178732,-46.5951977816799,-52.5678434756217,-56.5108626763373,-46.5951977816799,-51.3424744554278,-48.7995939517778,-52.5678434756217,-51.3424744554279
