candidate_index,candidate,case,active_pol,freq_ghz,theta_deg,phi_deg,coverage_gain_total_dbi,coverage_gain_total_source,coverage_realized_gain_total_dbi,coverage_realized_gain_total_source
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,85.000000,85.000000,2.493729,P3L,2.394480,P3L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,85.000000,90.000000,2.000313,P3L,1.901065,P3L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,0.000000,1.919175,P4L,1.863426,P4L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,5.000000,2.381731,P4L,2.325982,P4L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,10.000000,2.735672,P4L,2.679922,P4L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,15.000000,2.825531,P4L,2.769781,P4L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,20.000000,2.556707,P4L,2.500958,P4L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,25.000000,2.231725,P2L,2.135415,P2L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,30.000000,2.333827,P2L,2.237517,P2L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,35.000000,2.283427,P2L,2.187117,P2L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,40.000000,2.114213,P2L,2.017903,P2L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,45.000000,1.862688,P2L,1.766378,P2L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,50.000000,2.026647,P1L,1.836543,P1L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,55.000000,2.211593,P1L,2.021489,P1L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,60.000000,2.265619,P1L,2.075515,P1L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,65.000000,2.253314,P3L,2.154065,P3L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,70.000000,2.797891,P3L,2.698642,P3L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,75.000000,2.945338,P3L,2.846090,P3L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,80.000000,2.736650,P3L,2.637401,P3L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,85.000000,2.276741,P3L,2.177493,P3L
37,fold0p6_neck1p6_stub2p6,B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,90.000000,1.742631,P3L,1.643383,P3L
