candidate_index,candidate,rationale,elapsed_s,strict_fov_gain_total_min_dbi,strict_fov_gain_total_worst_case,strict_fov_gain_total_worst_source,strict_fov_gain_total_worst_freq_ghz,strict_fov_gain_total_worst_theta_deg,strict_fov_gain_total_worst_phi_deg,strict_fov_realized_gain_total_min_dbi,strict_fov_realized_gain_total_worst_case,strict_fov_realized_gain_total_worst_source,strict_fov_realized_gain_total_worst_freq_ghz,strict_fov_realized_gain_total_worst_theta_deg,strict_fov_realized_gain_total_worst_phi_deg,coverage_fov_gain_total_min_dbi,coverage_fov_gain_total_worst_case,coverage_fov_gain_total_worst_source,coverage_fov_gain_total_worst_freq_ghz,coverage_fov_gain_total_worst_theta_deg,coverage_fov_gain_total_worst_phi_deg,coverage_fov_realized_gain_total_min_dbi,coverage_fov_realized_gain_total_worst_case,coverage_fov_realized_gain_total_worst_source,coverage_fov_realized_gain_total_worst_freq_ghz,coverage_fov_realized_gain_total_worst_theta_deg,coverage_fov_realized_gain_total_worst_phi_deg,strict_gain_target_pass,strict_realized_gain_target_pass,coverage_gain_target_pass,coverage_realized_gain_target_pass,worst_active_s11_db,worst_active_s11_case,all_workstate_s11_pass,projects,low_elevation_port_count,worst_low_elevation_s11_db,worst_low_elevation_s11_case,worst_low_elevation_s11_expr,all_low_elevation_s11_pass,completed_single_source_count,expected_single_source_count
37,fold0p6_neck1p6_stub2p6,True-fed L-port matching candidate 37: Add a short radial folded open branch at the best long-stub point to increase electrical length without using more edge span.,1686.188835,-20.180198,B_ON_absorptive_50ohm_c0p08pf,P3B,8.000000,90.000000,25.000000,-20.487253,A_ON_absorptive_50ohm_c0p08pf,P4A,8.000000,90.000000,70.000000,1.518249,A_ON_absorptive_50ohm_c0p08pf,P2L,8.000000,45.000000,0.000000,1.433334,A_ON_absorptive_50ohm_c0p08pf,P4L,8.000000,45.000000,0.000000,False,False,True,True,-15.125366,A_ON_absorptive_50ohm_c0p08pf,True,{},4,-12.976476,A_ON_absorptive_50ohm_c0p08pf,"dB(S(P2L,P2L))",True,16,16
