freq_ghz,phi_deg,baseline,linear_pol_deg,valid_count,rms_bias_before_deg,mean_abs_bias_before_deg,max_abs_bias_before_deg,rms_bias_after_exact_lut_deg,mean_abs_bias_after_exact_lut_deg,max_abs_bias_after_exact_lut_deg
8.233000,75.000000,E2-E4,90.000000,73,68.270769,47.741422,177.175122,0.000000,0.000000,0.000000
8.233000,75.000000,E2-E4,135.000000,73,36.249021,27.192556,92.729114,0.000000,0.000000,0.000000
8.233000,75.000000,E3-E4,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,75.000000,E3-E4,45.000000,73,62.295400,40.280409,167.681487,0.000000,0.000000,0.000000
8.233000,75.000000,E3-E4,90.000000,73,47.845898,27.894563,172.810585,0.000000,0.000000,0.000000
8.233000,75.000000,E3-E4,135.000000,73,57.560927,37.304064,179.122224,0.000000,0.000000,0.000000
8.233000,75.000000,E4-E1,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,75.000000,E4-E1,45.000000,73,48.278809,36.892972,132.306809,0.000000,0.000000,0.000000
8.233000,75.000000,E4-E1,90.000000,73,42.719040,37.551239,109.263730,0.000000,0.000000,0.000000
8.233000,75.000000,E4-E1,135.000000,73,44.342504,34.427407,113.819716,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E2,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E2,45.000000,73,24.203327,20.667467,45.734897,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E2,90.000000,73,61.252859,43.546397,165.361929,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E2,135.000000,73,18.640310,14.671823,38.437210,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E3,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E3,45.000000,73,19.549615,14.707369,61.287457,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E3,90.000000,73,53.838488,44.274337,130.125899,0.000000,0.000000,0.000000
8.233000,90.000000,E1-E3,135.000000,73,22.334522,17.450133,57.392861,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E3,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E3,45.000000,73,30.062128,26.747796,53.730188,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E3,90.000000,73,73.656324,58.737074,178.008643,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E3,135.000000,73,25.512777,18.475565,66.285327,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E4,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E4,45.000000,73,32.153866,20.900984,109.485335,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E4,90.000000,73,54.762844,37.793243,171.604645,0.000000,0.000000,0.000000
8.233000,90.000000,E2-E4,135.000000,73,32.577049,22.478383,84.694255,0.000000,0.000000,0.000000
8.233000,90.000000,E3-E4,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,90.000000,E3-E4,45.000000,73,54.285353,30.283797,174.457173,0.000000,0.000000,0.000000
8.233000,90.000000,E3-E4,90.000000,73,49.770525,30.927563,169.203839,0.000000,0.000000,0.000000
8.233000,90.000000,E3-E4,135.000000,73,24.937073,18.549271,68.003651,0.000000,0.000000,0.000000
8.233000,90.000000,E4-E1,0.000000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.233000,90.000000,E4-E1,45.000000,73,68.718246,46.204802,179.930891,0.000000,0.000000,0.000000
8.233000,90.000000,E4-E1,90.000000,73,62.383838,47.260142,169.866972,0.000000,0.000000,0.000000
8.233000,90.000000,E4-E1,135.000000,73,24.645872,16.575663,77.571596,0.000000,0.000000,0.000000
