Freq_GHz,"dB(S(P4B:1,P4B:1))","dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P1A:1))","dB(S(P3B:1,P3B:1))","dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P2A:1))","dB(S(P2B:1,P2B:1))","dB(S(P1B:1,P1B:1))","dB(S(P4B:1,P3A:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P1B:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P4A:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P1B:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P3A:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P1B:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P3A:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P1B:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P3A:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P1B:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P1B:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P3A:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P4A:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P1B:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P3A:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P4A:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P2B:1))"
7.738000,-4.141856,-1.762409,-0.985685,-1.538362,-4.376486,-6.036966,-5.186192,-4.387956,-46.073484,-46.335937,-60.840973,-3.033940,-50.715729,-60.745045,-38.204158,-46.073484,-59.957855,-5.843912,-48.338341,-45.468889,-47.317027,-49.579676,-46.335937,-59.957855,-51.986804,-55.539988,-40.859272,-39.126625,-9.458972,-60.840973,-5.843912,-51.986804,-51.910476,-46.536990,-47.125098,-47.747845,-3.033940,-48.338341,-55.539988,-51.910476,-44.870843,-48.104104,-41.904623,-50.715729,-45.468889,-40.859272,-46.536990,-44.870843,-2.616754,-31.408722,-60.745045,-47.317027,-39.126625,-47.125098,-48.104104,-2.616754,-32.890860,-38.204158,-49.579676,-9.458972,-47.747845,-41.904623,-31.408722,-32.890860
7.985500,-1.647696,-1.282948,-1.424016,-1.222366,-1.661237,-1.683771,-1.652779,-1.908270,-59.971116,-59.857170,-67.459331,-5.579774,-61.489574,-60.732005,-50.909641,-59.971116,-59.348850,-6.645266,-65.748967,-61.090625,-61.061998,-60.160824,-59.857170,-59.348850,-59.358097,-59.292704,-53.657374,-55.771776,-6.152744,-67.459331,-6.645266,-59.358097,-61.043237,-60.599485,-59.519458,-59.189623,-5.579774,-65.748967,-59.292704,-61.043237,-60.824968,-61.221707,-50.465679,-61.489574,-61.090625,-53.657374,-60.599485,-60.824968,-5.567970,-53.937743,-60.732005,-61.061998,-55.771776,-59.519458,-61.221707,-5.567970,-51.401361,-50.909641,-60.160824,-6.152744,-59.189623,-50.465679,-53.937743,-51.401361
8.233000,-1.424969,-1.234985,-1.241788,-1.204724,-1.425276,-1.351013,-1.342902,-1.344839,-59.299365,-67.843633,-60.613168,-6.052914,-61.932445,-62.216620,-63.736848,-59.299365,-60.362575,-6.680897,-60.666622,-87.915962,-66.464267,-59.589799,-67.843633,-60.362575,-61.298152,-67.800184,-55.985376,-57.767453,-6.587834,-60.613168,-6.680897,-61.298152,-59.368740,-69.976941,-68.229149,-61.421158,-6.052914,-60.666622,-67.800184,-59.368740,-62.946576,-62.495831,-60.501354,-61.932445,-87.915962,-55.985376,-69.976941,-62.946576,-6.260891,-54.673348,-62.216620,-66.464267,-57.767453,-68.229149,-62.495831,-6.260891,-55.525303,-63.736848,-59.589799,-6.587834,-61.421158,-60.501354,-54.673348,-55.525303
