freq_ghz,source,element,feed,theta_deg,phi_deg,etheta_re,etheta_im,ephi_re,ephi_im,gain_proxy_mag,linpol0_re,linpol0_im,linpol0_mag,linpol0_phase_deg,linpol45_re,linpol45_im,linpol45_mag,linpol45_phase_deg,linpol90_re,linpol90_im,linpol90_mag,linpol90_phase_deg,linpol135_re,linpol135_im,linpol135_mag,linpol135_phase_deg
7.738000,P1A,1,A,0.000000,0.000000,2942.665737,2943.489277,-3557.769334,-811.103756,5535.252722,2942.665737,2943.489277,4162.140166,45.008016,-434.943925,1507.824262,1569.302463,106.090628,-3557.769334,-811.103756,3649.056308,-167.157153,-4596.501719,-2654.898194,5308.136441,-149.989655
7.738000,P1A,1,A,5.000000,0.000000,2513.565986,3404.451536,-3533.482165,-1363.165935,5679.086353,2513.565986,3404.451536,4231.820439,53.560901,-721.189647,1443.406891,1613.548251,116.548733,-3533.482165,-1363.165935,3787.310072,-158.904112,-4275.908754,-3371.214644,5445.042135,-141.747025
7.738000,P1A,1,A,10.000000,0.000000,1996.073922,3761.938605,-3393.619041,-1865.941406,5756.290533,1996.073922,3761.938605,4258.696182,62.049706,-988.213631,1340.672477,1665.523602,126.394037,-3393.619041,-1865.941406,3872.775172,-151.196324,-3811.088443,-3979.512120,5510.073669,-133.761525
7.738000,P1A,1,A,15.000000,0.000000,1422.044273,4004.397390,-3146.418682,-2291.682412,5762.739555,1422.044273,4004.397390,4249.400943,70.448998,-1219.316838,1211.072375,1718.554582,135.194360,-3146.418682,-2291.682412,3892.526018,-143.932415,-3230.391135,-4452.000723,5500.521550,-125.964802
7.738000,P1A,1,A,20.000000,0.000000,827.102122,4128.342810,-2808.796828,-2618.768142,5698.648829,827.102122,4128.342810,4210.381488,78.670938,-1401.269765,1067.430484,1761.523429,142.701320,-2808.796828,-2618.768142,3840.219552,-137.005208,-2570.968804,-4770.927908,5419.560286,-118.319443
7.738000,P1A,1,A,25.000000,0.000000,246.510805,4139.004681,-2404.995397,-2833.917669,5568.412659,246.510805,4139.004681,4146.339027,86.591605,-1526.279092,922.835876,1783.578964,148.841535,-2404.995397,-2833.917669,3716.865913,-130.319498,-1874.898016,-4930.600678,5275.041765,-110.819683
7.738000,P1A,1,A,30.000000,0.000000,-289.041245,4050.015693,-1964.029869,-2933.404820,5380.376299,-289.041245,4050.015693,4060.316731,94.082160,-1593.161864,789.563120,1778.081732,153.637213,-1964.029869,-2933.404820,3530.195060,-123.803864,-1184.395814,-4938.024000,5078.077833,-103.487725
7.738000,P1A,1,A,35.000000,0.000000,-756.776225,3881.740510,-1516.299324,-2922.973252,5146.217632,-756.776225,3881.740510,3954.822328,101.031889,-1607.307135,677.950830,1744.435024,157.130325,-1516.299324,-2922.973252,3292.861411,-117.418134,-537.063934,-4811.659245,4841.539255,-96.368833
7.738000,P1A,1,A,40.000000,0.000000,-1143.516269,3658.362699,-1090.008788,-2816.400044,4879.700346,-1143.516269,3658.362699,3832.916265,107.357990,-1579.340713,595.357503,1687.829270,159.345271,-1090.008788,-2816.400044,3019.971584,-111.157534,37.835503,-4578.348643,4578.504976,-89.526518
7.738000,P1A,1,A,45.000000,0.000000,-1445.478987,3404.395407,-708.142932,-2632.982184,4594.929726,-1445.478987,3404.395407,3698.556150,113.005688,-1522.840663,545.471522,1617.585505,160.292809,-708.142932,-2632.982184,2726.547559,-105.053536,521.375325,-4269.070635,4300.790197,-83.037032
7.738000,P1A,1,A,50.000000,0.000000,-1666.533479,3141.537529,-386.567217,-2394.489121,4304.602682,-1666.533479,3141.537529,3556.204702,117.945208,-1451.761424,528.242995,1544.879249,160.005400,-386.567217,-2394.489121,2425.492190,-99.170726,905.072824,-3914.561985,4017.829308,-76.981590
7.738000,P1A,1,A,55.000000,0.000000,-1815.663129,2886.632841,-133.488340,-2122.217753,4018.819365,-1815.663129,2886.632841,3410.173274,122.169481,-1378.258221,540.523092,1480.459705,158.585961,-133.488340,-2122.217753,2126.411844,-93.599186,1189.477201,-3541.792222,3736.194341,-71.435865
7.738000,P1A,1,A,60.000000,0.000000,-1904.416884,2651.028771,49.869002,-1834.675599,3744.766839,-1904.416884,2651.028771,3264.162559,125.692295,-1311.363383,577.248864,1432.791043,156.241392,49.869002,-1834.675599,1835.353227,-88.443005,1381.888802,-3171.871978,3459.824924,-66.458698
7.738000,P1A,1,A,65.000000,0.000000,-1944.872841,2441.135937,167.776439,-1546.172755,3487.187140,-1944.872841,2441.135937,3121.165652,128.544617,-1256.596917,632.834535,1406.952508,153.269726,167.776439,-1546.172755,1555.248894,-83.807020,1493.868632,-2819.453015,3190.761475,-62.083415
7.738000,P1A,1,A,70.000000,0.000000,-1948.282898,2259.685862,228.203049,-1266.336185,3249.256901,-1948.282898,2259.685862,2983.619689,130.767646,-1216.280126,702.404293,1404.531643,149.993477,228.203049,-1266.336185,1286.733836,-79.784521,1539.007972,-2493.274100,2930.010457,-58.314466
7.738000,P1A,1,A,75.000000,0.000000,-1924.299564,2107.148451,241.129890,-1000.364011,3033.459277,-1924.299564,2107.148451,2853.594822,132.403093,-1190.180691,782.614783,1424.435318,146.672695,241.129890,-1000.364011,1029.014955,-76.447821,1531.189851,-2197.343134,2678.219410,-55.129792
7.738000,P1A,1,A,80.000000,0.000000,-1880.582301,1982.930308,217.247457,-749.752276,2842.169476,-1880.582301,1982.930308,2732.874384,133.482537,-1176.155347,871.988549,1464.139826,143.447172,217.247457,-749.752276,780.592680,-73.840580,1483.389648,-1932.298386,2436.025841,-52.487219
7.738000,P1A,1,A,85.000000,0.000000,-1822.608975,1886.192301,167.135596,-513.240300,2677.867581,-1822.608975,1886.192301,2622.903900,134.017823,-1170.596452,970.823670,1520.787510,140.329690,167.135596,-513.240300,539.768388,-71.962272,1406.961879,-1696.655063,2204.127975,-50.332566
7.738000,P1A,1,A,90.000000,0.000000,-1753.600270,1816.289696,100.892762,-287.793695,2543.034945,-1753.600270,1816.289696,2524.682588,133.993955,-1168.640686,1080.809887,1591.813766,137.236003,100.892762,-287.793695,304.966491,-70.680700,1311.324599,-1487.811634,1983.218511,-48.607754
7.738000,P1A,1,A,95.000000,0.000000,-1674.538586,1772.910315,28.103045,-69.532591,2439.859632,-1674.538586,1772.910315,2438.706719,133.365529,-1164.205736,1204.469939,1675.148599,134.026145,28.103045,-69.532591,74.997082,-67.992878,1203.949444,-1302.803872,1773.920007,-47.258303
7.738000,P1A,1,A,100.000000,0.000000,-1584.302543,1755.984570,-42.003113,145.415040,2369.895811,-1584.302543,1755.984570,2365.057369,132.057736,-1149.971758,1344.492558,1769.207529,130.541042,-42.003113,145.415040,151.359820,106.111354,1090.570385,-1138.844637,1576.804006,-46.240450
7.738000,P1A,1,A,105.000000,0.000000,-1479.945472,1765.409571,-100.343366,360.114648,2333.808240,-1479.945472,1765.409571,2303.673057,129.973154,-1117.432954,1502.972588,1872.854241,126.630136,-100.343366,360.114648,373.833319,105.570114,975.526004,-993.693570,1392.507772,-45.528583
7.738000,P1A,1,A,110.000000,0.000000,-1357.131550,1800.605684,-137.875166,576.055019,2331.273433,-1357.131550,1800.605684,2254.769805,127.005639,-1057.129387,1680.552899,1985.391797,122.171398,-137.875166,576.055019,592.325034,103.460175,862.144457,-865.888079,1221.906392,-45.124126
7.738000,P1A,1,A,115.000000,0.000000,-1210.717023,1859.928653,-145.714798,792.406791,2360.998015,-1210.717023,1859.928653,2219.272471,123.062039,-959.142139,1875.484378,2106.512591,117.085673,-145.714798,792.406791,805.693071,100.419650,753.070295,-754.851948,1066.262787,-45.067697
7.738000,P1A,1,A,120.000000,0.000000,-1035.437817,1939.996265,-115.590852,1005.361982,2420.708768,-1035.437817,1939.996265,2199.026371,118.090261,-813.900177,2082.682789,2236.068223,111.345266,-115.590852,1005.361982,1011.985158,96.558747,650.430027,-660.886240,927.270102,-45.456857
7.738000,P1A,1,A,125.000000,0.000000,-826.651484,2035.044744,-40.689438,1207.677013,2506.970120,-826.651484,2035.044744,2196.533584,112.107383,-613.302647,2292.950543,2373.554788,104.974548,-40.689438,1207.677013,1208.362279,91.929698,555.759092,-585.037333,806.930511,-46.470158
7.738000,P1A,1,A,130.000000,0.000000,-581.087435,2136.483186,83.145162,1388.609170,2614.836813,-581.087435,2136.483186,2214.096433,105.215428,-352.098359,2492.616710,2517.361975,98.040207,83.145162,1388.609170,1391.096167,86.573416,469.683374,-528.826788,707.290777,-48.389764
7.738000,P1A,1,A,135.000000,0.000000,-297.575547,2232.833229,256.029237,1534.463798,2737.558319,-297.575547,2232.833229,2252.575289,97.591226,-29.377678,2663.881274,2664.043260,90.631841,256.029237,1534.463798,1555.676739,80.527314,391.457697,-493.821760,630.157964,-51.595768
7.738000,P1A,1,A,140.000000,0.000000,22.274205,2310.198189,472.802553,1629.910175,2866.646341,22.274205,2310.198189,2310.305567,89.447589,350.072133,2786.077343,2807.984590,82.838287,472.802553,1629.910175,1697.100302,73.823671,318.571650,-481.036268,576.960819,-56.485037
7.738000,P1A,1,A,145.000000,0.000000,373.496716,2353.298577,722.351426,1660.051481,2992.503382,373.496716,2353.298577,2382.753447,80.981693,774.881652,2837.867041,2941.756434,74.727633,722.351426,1660.051481,1810.403961,66.484313,246.677531,-490.199722,548.767320,-63.287617
7.738000,P1A,1,A,150.000000,0.000000,747.404718,2346.974021,987.864257,1612.978106,3105.555511,747.404718,2346.974021,2463.107970,72.335683,1227.020459,2800.109003,3057.153846,66.336749,987.864257,1612.978106,1891.447636,58.514722,170.030570,-519.013489,546.155103,-71.861030
7.738000,P1A,1,A,155.000000,0.000000,1131.561981,2277.944598,1248.186578,1482.292100,3197.596552,1131.561981,2277.944598,2543.514126,63.584253,1682.736344,2658.888868,3146.631789,57.671425,1248.186578,1482.292100,1937.823419,49.900436,82.466044,-562.611277,568.622983,-81.661121
7.738000,P1A,1,A,160.000000,0.000000,1510.208600,2136.588432,1480.139532,1268.990462,3262.957244,1510.208600,2136.588432,2616.436536,54.746116,2114.495443,2408.107930,3204.695739,48.714494,1480.139532,1268.990462,1949.653772,40.607976,-21.262042,-613.484408,613.852745,-91.984953
7.738000,P1A,1,A,165.000000,0.000000,1865.191045,1918.513879,1661.396159,982.213020,3299.183649,1865.191045,1918.513879,2675.749080,45.807402,2493.673726,2051.123661,3228.856907,39.438352,1661.396159,982.213020,1930.020625,30.591467,-144.104746,-662.064687,677.566106,-102.279452
7.738000,P1A,1,A,170.000000,0.000000,2177.388275,1625.724821,1773.389467,638.661791,3307.083304,2177.388275,1625.724821,2717.351816,36.746484,2793.621732,1601.163128,3219.944991,29.819160,1773.389467,638.661791,1884.887022,19.805786,-285.670297,-697.958962,754.157961,-112.258983
7.738000,P1A,1,A,175.000000,0.000000,2428.571020,1267.154436,1803.774204,260.848709,3290.179477,2428.571020,1267.154436,2739.276832,27.554182,2992.720008,1080.461386,3181.787210,19.851098,1803.774204,260.848709,1822.537634,8.228654,-441.798065,-711.565604,837.562618,-121.835389
7.738000,P1A,1,A,180.000000,0.000000,2603.542697,858.310123,1748.102050,-125.423312,3253.724424,2603.542697,858.310123,2741.373897,18.245842,3077.077510,518.229234,3120.411438,9.559818,1748.102050,-125.423312,1752.595727,-4.103841,-604.887882,-695.604582,921.821613,-131.009759
7.738000,P1A,1,A,185.000000,0.000000,-2692.254022,-419.831676,-1610.501924,493.870609,3203.453603,-2692.254022,-419.831676,2724.791801,-171.136647,-3042.507908,52.353432,3042.958306,179.014190,-1610.501924,493.870609,1684.525045,162.951510,764.914244,646.085082,1001.259074,40.186120
7.738000,P1A,1,A,190.000000,0.000000,-2691.421095,25.003923,-1403.254146,820.431142,3144.296767,-2691.421095,25.003923,2691.537238,179.467724,-2895.372629,597.812868,2956.444298,168.333969,-1403.254146,820.431142,1625.493604,149.686743,910.871585,562.451981,1070.532239,31.694819
7.738000,P1A,1,A,195.000000,0.000000,-2605.159574,453.436942,-1145.254358,1085.584486,3079.376997,-2605.159574,453.436942,2644.326279,170.126386,-2651.943124,1088.252488,2866.547716,157.688694,-1145.254358,1085.584486,1578.005456,136.532167,1032.308879,446.995815,1124.929722,23.412895
7.738000,P1A,1,A,200.000000,0.000000,-2444.379885,846.328771,-859.532057,1276.098194,3009.732109,-2444.379885,846.328771,2586.748038,160.902379,-2336.218539,1500.782499,2776.736424,147.283385,-859.532057,1276.098194,1538.577901,123.962735,1120.656647,303.892874,1161.129708,15.172248
7.738000,P1A,1,A,205.000000,0.000000,-2225.091639,1190.434079,-570.206310,1386.029170,2935.026098,-2225.091639,1190.434079,2523.522557,151.853018,-1976.574135,1821.834635,2688.108396,137.332824,-570.206310,1386.029170,1498.736834,112.362051,1170.180638,138.306615,1178.325695,6.740662
7.738000,P1A,1,A,210.000000,0.000000,-1966.107367,1479.309219,-299.440709,1416.819769,2854.991583,-1966.107367,1479.309219,2460.474333,143.042011,-1601.984408,2047.872446,2600.026077,128.034923,-299.440709,1416.819769,1448.117052,101.933681,1178.511296,-44.186714,1179.339366,-2.147223
7.738000,P1A,1,A,215.000000,0.000000,-1686.720585,1712.785092,-64.994847,1376.411491,2770.810716,-1686.720585,1712.785092,2403.884170,134.560713,-1238.649861,2184.391852,2511.139431,119.555215,-64.994847,1376.411491,1377.945181,92.703527,1146.733266,-237.852054,1171.140804,-11.717965
7.738000,P1A,1,A,220.000000,0.000000,-1404.765851,1895.382643,121.189000,1277.484873,2685.609211,-1404.765851,1895.382643,2359.203776,126.544052,-907.625896,2243.556136,2420.191915,112.025690,121.189000,1277.484873,1283.220315,84.580836,1079.013023,-436.919703,1164.116803,-22.044272
7.738000,P1A,1,A,225.000000,0.000000,-1135.224612,2034.296339,253.230073,1135.160646,2603.807151,-1135.224612,2034.296339,2329.612954,119.163391,-623.664319,2241.144527,2326.303070,105.550789,253.230073,1135.160646,1163.062837,77.424442,981.785723,-635.784946,1169.669057,-32.926292
7.738000,P1A,1,A,230.000000,0.000000,-889.389456,2137.551359,330.576823,964.645825,2529.814622,-889.389456,2137.551359,2315.197490,112.591151,-395.140202,2193.584666,2228.889738,100.211436,330.576823,964.645825,1019.716924,71.083801,862.646429,-829.369456,1196.667271,-43.873306
7.738000,P1A,1,A,235.000000,0.000000,-674.569199,2212.720357,356.707872,779.290864,2466.923132,-674.569199,2212.720357,2313.260682,106.954350,-224.761900,2115.671424,2127.576905,96.064168,356.707872,779.290864,857.050032,65.404823,729.223010,-1013.587715,1248.649772,-54.266972
7.738000,P1A,1,A,240.000000,0.000000,-494.319825,2266.297893,337.717566,589.348358,2416.990457,-494.319825,2266.297893,2319.581477,102.304512,-110.734519,2019.246829,2022.280863,93.138929,337.717566,589.348358,679.253003,60.185757,588.339281,-1185.782388,1323.715597,-63.611174
7.738000,P1A,1,A,245.000000,0.000000,-349.140517,2303.598050,281.128044,401.484362,2380.900197,-349.140517,2303.598050,2329.906238,98.618335,-48.092081,1912.782118,1913.386599,91.440254,281.128044,401.484362,490.125158,54.999457,445.667173,-1344.997487,1416.911243,-71.667298
7.738000,P1A,1,A,250.000000,0.000000,-237.484503,2328.930628,195.093669,218.902013,2359.299979,-237.484503,2328.930628,2341.007638,95.822410,-29.974846,1801.589738,1801.839082,90.953199,195.093669,218.902013,293.222836,48.291379,305.878959,-1492.015542,1523.047050,-78.414292
7.738000,P1A,1,A,255.000000,0.000000,-156.868110,2345.823462,88.006442,41.856349,2353.081471,-156.868110,2345.823462,2351.062594,93.825744,-48.692553,1688.344586,1689.046597,91.651976,88.006442,41.856349,97.453003,25.436018,173.152457,-1629.150769,1638.326586,-83.933158
7.738000,P1A,1,A,260.000000,0.000000,-104.870919,2357.144726,-31.583035,-131.637014,2363.356715,-104.870919,2357.144726,2359.476461,92.547447,-96.487516,1573.671594,1576.626820,93.508620,-31.583035,-131.637014,135.372788,-103.491680,51.822360,-1759.834445,1760.597294,-88.313282
7.738000,P1A,1,A,265.000000,0.000000,-79.899343,2365.077855,-154.847772,-305.017373,2391.022918,-79.899343,2365.077855,2366.427088,91.934885,-165.991276,1456.682736,1466.109716,96.500902,-154.847772,-305.017373,342.072259,-116.915479,-52.996542,-1888.042442,1888.786091,-91.607846
7.738000,P1A,1,A,270.000000,0.000000,-81.683905,2370.969460,-272.488904,-482.355262,2436.203038,-81.683905,2370.969460,2372.376117,91.973156,-250.437995,1335.451907,1358.731388,100.621345,-272.488904,-482.355262,554.000723,-119.462683,-134.919509,-2017.605260,2022.111337,-93.825737
7.738000,P1A,1,A,275.000000,0.000000,-111.542550,2375.094497,-374.575905,-667.478012,2497.869015,-111.542550,2375.094497,2377.712264,92.688830,-343.737656,1207.467197,1255.441200,105.890413,-374.575905,-667.478012,765.397939,-119.300308,-185.992669,-2151.423653,2159.448311,-94.940991
7.738000,P1A,1,A,280.000000,0.000000,-172.442518,2376.374454,-450.534273,-863.030744,2573.848317,-172.442518,2376.374454,2382.622917,94.150415,-440.511113,1070.095600,1157.218490,112.374802,-450.534273,-863.030744,973.551845,-117.566240,-196.640566,-2290.605382,2299.030345,-94.906615
7.738000,P1A,1,A,285.000000,0.000000,-268.841117,2372.064859,-489.386393,-1069.500126,2661.258500,-268.841117,2372.064859,2387.250980,96.466101,-536.147814,921.052356,1065.735390,120.203835,-489.386393,-1069.500126,1176.150314,-114.588085,-155.949061,-2433.553939,2438.545649,-93.666663
7.738000,P1A,1,A,290.000000,0.000000,-406.216728,2357.419825,-480.322277,-1284.297574,2757.275831,-406.216728,2357.419825,2392.162256,99.776861,-626.877742,758.812021,984.261848,129.561150,-480.322277,-1284.297574,1371.178233,-110.505600,-52.400536,-2575.083068,2575.616163,-91.165755
7.738000,P1A,1,A,295.000000,0.000000,-590.165067,2325.363216,-413.610484,-1501.069731,2860.051199,-590.165067,2325.363216,2399.085011,104.240696,-709.776499,582.863513,918.429395,140.607399,-413.610484,-1501.069731,1557.011230,-105.405215,124.842943,-2705.696684,2708.575328,-87.358202
7.738000,P1A,1,A,300.000000,0.000000,-824.980709,2266.261069,-281.759952,-1709.441503,2969.530489,-824.980709,2266.261069,2411.748826,110.002883,-782.583827,393.730891,876.048777,153.292274,-281.759952,-1709.441503,1732.506543,-99.359665,384.115081,-2811.246248,2837.366713,-82.219561
7.738000,P1A,1,A,305.000000,0.000000,-1111.795976,2167.989329,-80.739907,-1895.367737,3087.912857,-1111.795976,2167.989329,2436.445777,117.149819,-843.250210,192.772577,865.004152,167.123082,-80.739907,-1895.367737,1897.086658,-92.439242,729.066738,-2873.227335,2964.282987,-75.761991
7.738000,P1A,1,A,310.000000,0.000000,-1446.582665,2016.576398,188.996188,-2042.162515,3219.523112,-1446.582665,2016.576398,2481.769887,125.653608,-889.247926,-18.092117,889.431952,-178.834454,188.996188,-2042.162515,2050.889391,-84.712504,1156.528898,-2869.961808,3094.226862,-68.051694
7.738000,P1A,1,A,315.000000,0.000000,-1818.543170,1797.683436,521.916570,-2132.115969,3370.026767,-1818.543170,1797.683436,2557.100897,135.330500,-916.853462,-236.479512,946.859456,-165.537196,521.916570,-2132.115969,2195.066152,-76.245155,1654.954953,-2778.787808,3234.275433,-59.223358
7.738000,P1A,1,A,320.000000,0.000000,-2209.490630,1498.984256,907.374314,-2148.458487,3545.138172,-2209.490630,1498.984256,2669.981768,145.845863,-920.735277,-459.247633,1028.912940,-153.490733,907.374314,-2148.458487,2332.209685,-67.103849,2203.956338,-2579.131497,3392.542235,-49.484975
7.738000,P1A,1,A,325.000000,0.000000,-2594.642684,1113.124448,1330.103485,-2077.358812,3749.108109,-2594.642684,1113.124448,2823.334322,156.780244,-894.164243,-681.816658,1124.457046,-142.673814,1330.103485,-2077.358812,2466.697167,-57.369139,2775.214631,-2256.012348,3576.507789,-39.108163
7.738000,P1A,1,A,330.000000,0.000000,-2944.854190,640.524015,1771.099699,-1909.677498,3983.227272,-2944.854190,640.524015,3013.708217,167.728941,-829.969760,-897.427034,1222.384998,-132.763656,1771.099699,-1909.677498,2604.546465,-47.156114,3334.682975,-1803.264783,3791.025510,-28.402771
7.738000,P1A,1,A,335.000000,0.000000,-3229.861104,91.090724,2208.701628,-1642.308174,4244.506955,-3229.861104,91.090724,3231.145350,178.384534,-722.068791,-1096.876378,1313.210237,-123.356730,2208.701628,-1642.308174,2752.369709,-36.633117,3845.644588,-1225.698115,4036.250508,-17.678314
7.738000,P1A,1,A,340.000000,0.000000,-3421.828243,-515.867630,2619.755958,-1279.046391,4524.832471,-3421.828243,-515.867630,3460.495332,-171.426770,-567.150752,-1269.195876,1390.150405,-114.077878,2619.755958,-1279.046391,2915.318328,-26.023070,4272.045158,-539.648877,4305.994745,-7.199526
7.738000,P1A,1,A,345.000000,0.000000,-3498.519934,-1153.631938,2980.862942,-830.960805,4811.085960,-3498.519934,-1153.631938,3683.817093,-161.750102,-366.038769,-1403.318987,1450.271891,-104.619175,2980.862942,-830.960805,3094.517691,-15.576619,4581.615570,228.162946,4587.293271,2.850956
7.738000,P1A,1,A,350.000000,0.000000,-3445.686720,-1791.354989,3269.779198,-316.204780,5086.565751,-3445.686720,-1791.354989,3883.517693,-152.530832,-124.385402,-1490.269804,1495.451710,-94.771135,3269.779198,-316.204780,3285.032948,-5.523626,4748.551490,1043.088716,4861.766687,12.389088
7.738000,P1A,1,A,355.000000,0.000000,-3258.579600,-2397.632542,3467.040958,240.832476,5333.418800,-3258.579600,-2397.632542,4045.612786,-143.654711,147.404440,-1525.087952,1532.194939,-84.479335,3467.040958,240.832476,3475.395414,3.973577,4755.731904,1865.676506,5108.594207,21.420107
7.738000,P1A,1,A,360.000000,0.000000,-2942.665737,-2943.489277,3557.769334,811.103756,5535.252722,-2942.665737,-2943.489277,4162.140166,-134.991984,434.943925,-1507.824262,1569.302463,-73.909372,3557.769334,811.103756,3649.056308,12.842847,4596.501719,2654.898194,5308.136441,30.010345
7.738000,P1A,1,A,0.000000,5.000000,2621.387977,2861.596061,-3800.701165,-1064.559255,5535.252722,2621.387977,2861.596061,3880.774013,47.508509,-833.900353,1270.696911,1519.888298,123.275061,-3800.701165,-1064.559255,3946.975520,-164.352680,-4541.102782,-2776.211048,5322.495867,-148.560398
7.738000,P1A,1,A,5.000000,5.000000,2200.923238,3271.693245,-3734.231584,-1668.676722,5681.285710,2200.923238,3271.693245,3943.100276,56.070613,-1084.212730,1133.503854,1568.549722,133.726750,-3734.231584,-1668.676722,4090.106054,-155.922068,-4196.788222,-3493.369106,5460.463267,-140.226305
7.738000,P1A,1,A,10.000000,5.000000,1702.678757,3584.753832,-3541.597818,-2214.362077,5761.587411,1702.678757,3584.753832,3968.573419,64.593316,-1300.312139,969.013303,1621.665329,143.305935,-3541.597818,-2214.362077,4176.878561,-147.984573,-3708.263529,-4100.594184,5528.660874,-132.123778
7.738000,P1A,1,A,15.000000,5.000000,1156.500027,3791.177322,-3234.686558,-2672.432043,5771.967425,1156.500027,3791.177322,3963.649556,73.035654,-1469.499788,791.072373,1668.899376,151.705191,-3234.686558,-2672.432043,4195.842008,-140.437177,-3105.037812,-4570.462013,5525.430556,-124.191038
7.738000,P1A,1,A,20.000000,5.000000,595.740250,3888.480478,-2834.429633,-3020.493722,5712.491623,595.740250,3888.480478,3933.851404,81.289647,-1582.992444,613.759321,1697.811998,158.807645,-2834.429633,-3020.493722,4142.146022,-133.179805,-2425.496385,-4885.382508,5454.355596,-116.403495
7.738000,P1A,1,A,25.000000,5.000000,53.467890,3881.920905,-2369.049827,-3245.158147,5587.093807,53.467890,3881.920905,3882.289110,89.210883,-1637.363690,450.259265,1698.144063,164.624261,-2369.049827,-3245.158147,4017.891049,-126.130416,-1712.978705,-5039.605928,5322.774084,-108.773067
7.738000,P1A,1,A,30.000000,5.000000,-441.655038,3784.319138,-1871.141165,-3343.263452,5403.212959,-441.655038,3784.319138,3810.004004,96.656683,-1635.393879,311.873466,1664.865820,169.203198,-1871.141165,-3343.263452,3831.263469,-119.234651,-1010.799334,-5039.961983,5140.324122,-101.340612
7.738000,P1A,1,A,35.000000,5.000000,-868.764498,3614.618570,-1373.982107,-3321.779535,5171.292418,-868.764498,3614.618570,3717.555536,103.514557,-1585.861333,207.068468,1599.322831,172.560884,-1373.982107,-3321.779535,3594.724761,-112.471373,-357.242798,-4904.774137,4917.766948,-94.165824
7.738000,P1A,1,A,40.000000,5.000000,-1216.518385,3395.249950,-907.751851,-3196.290302,4903.868303,-1216.518385,3395.249950,3606.610487,109.712607,-1502.085890,140.685716,1508.659833,174.649273,-907.751851,-3196.290302,3322.692451,-105.854636,218.330910,-4660.922811,4666.033630,-87.318063
7.738000,P1A,1,A,45.000000,5.000000,-1482.803959,3148.924772,-496.406732,-2988.292043,4614.189396,-1482.803959,3148.924772,3480.579664,115.215378,-1399.513300,113.584491,1404.114993,175.360045,-496.406732,-2988.292043,3029.242311,-99.431689,697.488168,-4339.667628,4395.361744,-80.869288
7.738000,P1A,1,A,50.000000,5.000000,-1672.806458,2895.734604,-155.807080,-2721.866893,4314.672128,-1672.806458,2895.734604,3344.183061,120.014145,-1293.025033,122.943038,1298.856700,174.568547,-155.807080,-2721.866893,2726.322657,-93.276191,1072.680547,-3972.244113,4114.531182,-74.888077
7.738000,P1A,1,A,55.000000,5.000000,-1796.292606,2651.269252,106.675067,-2420.435456,4015.692112,-1796.292606,2651.269252,3202.482752,124.118494,-1194.740019,163.224143,1205.838229,172.220472,106.675067,-2420.435456,2422.785043,-87.476455,1345.601346,-3586.236791,3830.370388,-69.433275
7.738000,P1A,1,A,60.000000,5.000000,-1864.993695,2426.024804,291.237842,-2104.199634,3725.087034,-1864.993695,2426.024804,3060.032325,127.551091,-1112.813436,227.564760,1135.843062,168.442645,291.237842,-2104.199634,2124.258831,-82.119876,1524.685941,-3203.352421,3547.694174,-64.547153
7.738000,P1A,1,A,65.000000,5.000000,-1890.646585,2225.912337,403.879051,-1788.615339,3448.404466,-1890.646585,2225.912337,2920.484590,130.343925,-1051.303406,309.215672,1095.834469,163.610019,403.879051,-1788.615339,1833.647491,-77.275700,1622.474636,-2838.699743,3269.654443,-60.249634
7.738000,P1A,1,A,70.000000,5.000000,-1883.821497,2053.406349,454.327263,-1483.917064,3189.621323,-1883.821497,2053.406349,2786.621802,132.533672,-1010.805066,402.689735,1088.065212,158.278397,454.327263,-1483.917064,1551.909506,-72.977111,1653.320843,-2501.265373,2998.299231,-56.535545
7.738000,P1A,1,A,75.000000,5.000000,-1853.361925,1908.847035,454.147753,-1195.474982,2951.958340,-1853.361925,1908.847035,2660.572763,134.155062,-989.393829,504.430216,1110.562916,152.985801,454.147753,-1195.474982,1278.831738,-69.198768,1631.655741,-2195.087149,2735.088307,-53.375780
7.738000,P1A,1,A,80.000000,5.000000,-1806.167745,1791.556530,415.315693,-924.659713,2738.503137,-1806.167745,1791.556530,2543.996211,135.232691,-983.480918,612.988618,1158.874351,148.065344,415.315693,-924.659713,1013.648218,-65.812521,1570.826003,-1920.654924,2481.211331,-50.721655
7.738000,P1A,1,A,85.000000,5.000000,-1747.115026,1700.620738,349.354809,-669.910133,2552.518399,-1747.115026,1700.620738,2438.139005,135.772613,-988.365728,728.822458,1228.026461,143.594878,349.354809,-669.910133,755.531845,-62.458183,1482.428037,-1676.218453,2237.699977,-48.510831
7.738000,P1A,1,A,90.000000,5.000000,-1679.021766,1635.330397,266.991875,-427.794599,2397.438733,-1679.021766,1635.330397,2343.804514,135.755257,-998.455911,853.856752,1313.767695,139.463692,266.991875,-427.794599,504.274608,-58.031205,1376.039442,-1458.849675,2005.424374,-46.673197
7.738000,P1A,1,A,95.000000,5.000000,-1602.660766,1595.336599,178.195202,-193.969080,2276.619847,-1602.660766,1595.336599,2261.331554,135.131221,-1007.249260,990.916475,1412.963741,135.468319,178.195202,-193.969080,263.396154,-47.426982,1259.255332,-1265.230179,1785.085823,-45.135605
