"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,2413.73722269668,0,-988.348572079023,0,343.784624107763,0,-498.172201080549
0,8,5,2434.51502809647,5,-1028.00617557308,5,132.105359379818,5,-410.136251560004
0,8,10,2436.76470413207,10,-1059.84003134393,10,-80.5793069004059,10,-318.978917518049
0,8,15,2420.46912941047,15,-1083.60786452735,15,-292.650715999999,15,-225.393961309042
0,8,20,2385.75232309484,20,-1099.12878756138,20,-502.494876443499,20,-130.093620957878
0,8,25,2332.87850104382,25,-1106.28467684998,25,-708.514747462563,25,-33.8031895985491
0,8,30,2262.2500649693,30,-1105.02107175479,30,-909.142393440537,30,62.7445044445454
0,8,35,2174.40453991643,35,-1095.34758907358,35,-1102.85091684924,35,158.814674922652
0,8,40,2070.01048337344,40,-1077.33784985056,40,-1288.16607886113,40,253.676169829676
0,8,45,1949.86239714547,45,-1051.1289190758,45,-1463.67751919694,45,346.607035910434
0,8,50,1814.87468071612,50,-1016.92026253789,50,-1628.04948981902,50,436.900013160866
0,8,55,1666.07467211523,55,-974.972228768812,55,-1780.03102078041,55,523.867917503702
0,8,60,1504.59482925614,60,-925.604067634481,60,-1918.46544086154,60,606.848870674238
0,8,65,1331.66411124723,65,-869.191500650432,65,-2042.29918053662,65,685.211337513575
0,8,70,1148.59862527094,70,-806.163861514256,70,-2150.58979027385,70,758.358932332518
0,8,75,956.791610213532,75,-737.000828616909,75,-2242.51311314548,75,825.734957766766
0,8,80,757.702833275828,80,-662.22877440052,80,-2317.36955715963,80,886.82664158001
0,8,85,552.847480263414,85,-582.416759346276,85,-2374.58941957779,85,941.169039170264
0,8,90,343.784624107761,90,-498.172201080553,90,-2413.73722269668,90,988.348572079027
5,8,0,3132.67246292031,0,-75.3358473511263,0,425.286961998537,0,-579.10998772956
5,8,5,3175.48231231234,5,-192.050068199049,5,137.677638963478,5,-528.831705619017
5,8,10,3184.91803766989,10,-306.022527409936,10,-152.58454330096,10,-459.575055170271
5,8,15,3160.48715495194,15,-413.810750016896,15,-441.024835507463,15,-371.543610441946
5,8,20,3102.42318879402,20,-512.021654843492,20,-723.074227362099,20,-265.625042099311
5,8,25,3011.71199919986,25,-597.4570845564,25,-994.206282519918,25,-143.366572922717
5,8,30,2890.08879102448,30,-667.250524920762,30,-1250.08085264869,30,-6.91763326540246
5,8,35,2740.00401832633,35,-718.987048657638,35,-1486.68788042904,35,141.057284550598
5,8,40,2564.55807050278,40,-750.799478924311,40,-1700.48404648297,40,297.490512728599
5,8,45,2367.40641489065,45,-761.435299139045,45,-1888.51499049356,45,459.041025642399
5,8,50,2152.63865585723,50,-750.290835829486,50,-2048.51627058745,50,622.234107941189
5,8,55,1924.6366313638,55,-717.411554844112,55,-2178.98711367073,55,783.602131467972
5,8,60,1687.9180853053,60,-663.459746001725,60,-2279.23231552413,60,939.817728313461
5,8,65,1446.9735205256,65,-589.653214022598,65,-2349.3693035568,65,1087.8113834087
5,8,70,1206.10446707436,70,-497.680631909509,70,-2390.29927955762,70,1224.86686258784
5,8,75,969.271534948618,75,-389.600757036732,75,-2403.64339530759,75,1348.68982455271
5,8,80,739.960235534969,80,-267.733613731331,80,-2391.64694795061,80,1457.44726478716
5,8,85,521.071662590924,85,-134.551923166779,85,-2357.05647820414,85,1549.77789310995
5,8,90,314.843769343437,90,7.41950268242944,90,-2302.97628265688,90,1624.77592222689
10,8,0,3763.260910309,0,877.572122852009,0,656.784355629506,0,-726.049857675193
10,8,5,3887.8857986346,5,664.66443819924,5,297.89043766333,5,-722.720476348077
10,8,10,3961.88961760831,10,446.472795089696,10,-73.8457333790631,10,-677.229543230905
10,8,15,3982.00295737378,15,231.932373451651,15,-450.223326784928,15,-588.990283789585
10,8,20,3946.58246342482,20,30.0564230173543,20,-822.322972253672,20,-459.451711313492
10,8,25,3855.79827148814,25,-150.570991074167,25,-1180.85923270203,25,-292.073080907353
10,8,30,3711.7356520641,30,-302.290019505668,30,-1516.58174398235,30,-92.1647891664847
10,8,35,3518.39814331707,35,-418.809448304853,35,-1820.70340821119,35,133.398917949684
10,8,40,3281.60541713617,40,-495.564248396709,40,-2085.33048584595,40,376.578551317096
10,8,45,3008.78600257308,45,-529.95576957859,45,-2303.86759798593,45,628.651714883355
10,8,50,2708.67224552674,50,-521.453162963935,50,-2471.3707828621,50,880.742868902357
10,8,55,2390.91192718223,55,-471.546252330979,55,-2584.82392682988,55,1124.35853393546
10,8,60,2065.61722439768,60,-383.553218020481,60,-2643.31800244911,60,1351.8840933604
10,8,65,1742.87666986563,65,-262.299812698765,65,-2648.11831884668,65,1557.00074849672
10,8,70,1432.259063472,70,-113.698996537428,70,-2602.61201326193,70,1734.9878105814
10,8,75,1142.33963465259,75,55.7304927632026,75,-2512.13578556093,75,1882.88588120065
10,8,80,880.278034614297,80,239.362176279973,80,-2383.69184583332,80,1999.50962325134
10,8,85,651.474964212001,85,430.930541789906,85,-2225.56764062512,85,2085.31342658964
10,8,90,459.329573690239,90,624.927781414211,90,-2046.88159712844,90,2142.12775580973
15,8,0,4266.90444693545,0,1869.28415243649,0,1004.87457037865,0,-915.752944331531
15,8,5,4524.1982808651,5,1545.69315690191,5,588.711612981376,5,-977.044909993851
15,8,10,4713.36018850333,10,1201.31705937079,10,141.991417965156,10,-966.981670518961
15,8,15,4826.17017081395,15,852.94372531694,15,-323.214751419172,15,-882.742203653316
15,8,20,4857.10201050654,20,518.087265744932,20,-792.947120164764,20,-725.663358686228
15,8,25,4803.82313319445,25,213.835421635619,25,-1251.96575455286,25,-501.353724037021
15,8,30,4667.53020211254,30,-44.3289690790322,30,-1684.49717307158,30,-219.478213402036
15,8,35,4453.08357767994,35,-243.628686031808,35,-2075.07606685893,35,106.791549347807
15,8,40,4168.9177950185,40,-374.911889933847,40,-2409.42735947403,40,461.633082428525
15,8,45,3826.72208553849,45,-433.299416539412,45,-2675.32682498988,45,827.674748846692
15,8,50,3440.90285305582,50,-418.490068507626,50,-2863.37700993686,50,1187.25453976263
15,8,55,3027.85702908125,55,-334.684942491057,55,-2967.63940323774,55,1523.72618515703
15,8,60,2605.09979159757,60,-190.128200018404,60,-2986.07307306102,60,1822.6920786452
15,8,65,2190.30115911767,65,3.69970026499497,65,-2920.74323939898,65,2073.04394813688
15,8,70,1800.29292347902,70,233.163517230167,70,-2777.77916119993,70,2267.70668489891
15,8,75,1450.11012325887,75,483.725984979234,75,-2567.07800052148,75,2404.00766671788
15,8,80,1152.12986181258,80,741.247587589337,80,-2301.76884095349,80,2483.63108542467
15,8,85,915.364884606995,85,993.201482842952,85,-1997.46776778177,85,2512.16045517055
15,8,90,744.960133939144,90,1229.67885142143,90,-1671.36988574885,90,2498.25761459588
20,8,0,4617.00250561681,0,2884.01569631632,0,1424.7703484472,0,-1116.07898117086
20,8,5,5045.07944289438,5,2441.68556199171,5,973.436655132913,5,-1265.21300675381
20,8,10,5388.79138038758,10,1952.38842212938,10,467.811297143266,10,-1310.20960473768
20,8,15,5633.0482789183,15,1442.80946276541,15,-76.7600084383999,15,-1243.62284912534
20,8,20,5766.59793425277,20,941.86218656976,20,-641.321740529636,20,-1064.98656354965
20,8,25,5783.00117775227,25,478.582144944161,25,-1204.15893590191,25,-781.323362163628
20,8,30,5681.33923703098,30,79.8830888836601,30,-1741.94269201937,30,-407.024300833688
20,8,35,5466.57369875116,35,-231.610634751362,35,-2231.09925361447,35,36.9403621387056
20,8,40,5149.50957330739,40,-439.436807809012,40,-2649.30117423354,40,524.450095605436
20,8,45,4746.34882610119,45,-534.674205644314,45,-2976.96071974707,45,1026.20395701978
20,8,50,4277.85940626586,50,-516.670758822057,50,-3198.60190390238,50,1512.06931006347
20,8,55,3768.2175429258,55,-393.024641449348,55,-3303.99801772531,55,1953.5967209846
20,8,60,3243.60507357572,60,-178.795154225874,60,-3288.98309282798,60,2326.45632253826
20,8,65,2730.65775278716,65,105.000295731635,65,-3155.8737942643,65,2612.54260997243
20,8,70,2254.86622745198,70,433.468659348303,70,-2913.46837648595,70,2801.51389053656
20,8,75,1839.03116436652,75,780.300129439543,75,-2576.61868545115,75,2891.58095685919
20,8,80,1501.86995074825,80,1120.35017089637,80,-2165.39871013423,80,2889.43483795589
20,8,85,1256.86504817485,85,1432.06757942588,85,-1703.91897342914,85,2809.29894757965
20,8,90,1111.43254426024,90,1699.49984282797,90,-1218.86015506543,90,2671.1952930811
25,8,0,4803.39275007416,0,3893.24706344551,0,1870.6023734733,0,-1291.55191624961
25,8,5,5425.72317448156,5,3332.27111022091,5,1411.95227978361,5,-1553.84109431673
