"Theta [deg]","Freq [GHz]","Phi [deg]","re(rETheta) [mV]","Phi [deg]","im(rETheta) [mV]","Phi [deg]","re(rEPhi) [mV]","Phi [deg]","im(rEPhi) [mV]"
0,8,0,-1104.02245916094,0,-150.684464471477,0,2391.11612155426,0,-899.891895593146
0,8,5,-891.421818820373,5,-228.541811144297,5,2478.23910025232,5,-883.334518824078
0,8,10,-672.036920183376,10,-304.659816636991,10,2546.50118299577,10,-860.054432994793
0,8,15,-447.537414796797,15,-378.459176966452,15,2595.38285411718,15,-830.228813615352
0,8,20,-219.631879453135,20,-449.378234439297,20,2624.51209458374,20,-794.084651658436
0,8,25,9.94518711052006,25,-516.877252206063,25,2633.66721328678,25,-751.897026020977
0,8,30,239.446564795195,30,-580.442521984524,30,2622.77853424498,30,-703.987010007659
0,8,35,467.125609539988,35,-639.590273689904,35,2591.92892688058,35,-650.719227769205
0,8,40,691.24954633803,40,-693.870357217339,40,2541.35317533315,40,-592.499079292417
0,8,45,910.112656700551,45,-742.869668355972,45,2471.43619161044,45,-529.769655061486
0,8,50,1122.04926020453,50,-786.215292761447,50,2382.71008617559,50,-463.008363871874
0,8,55,1325.44639132649,55,-823.577344059235,55,2275.85011826527,55,-392.723299461102
0,8,60,1518.75607508404,60,-854.671474479135,60,2151.66955675907,60,-319.449373608621
0,8,65,1700.50710806021,65,-879.261038913501,65,2011.11349071233,65,-243.744245134172
0,8,70,1869.31625514978,70,-897.158895929407,70,1855.25163665775,70,-166.184075777453
0,8,75,2023.89877681364,75,-908.228832027936,75,1685.27019741663,75,-87.3591452593793
0,8,80,2163.07820672246,80,-912.386598311168,80,1502.46283437921,80,-7.86935889698723
0,8,85,2285.79530537578,85,-909.600551667164,85,1308.22082196029,85,71.6803180382592
0,8,90,2391.11612155426,90,-899.891895593144,90,1104.02245916093,90,150.684464471475
5,8,0,-1139.62194898232,0,128.963691501861,0,2449.21385674047,0,-192.034247020071
5,8,5,-922.538273604762,5,113.437083571469,5,2591.0658426042,5,-128.881960903869
5,8,10,-689.237101233202,10,108.276631774994,10,2713.06107040169,10,-70.9754843676949
5,8,15,-441.500865082522,15,111.724130222651,15,2813.52805310596,15,-19.9526939663051
5,8,20,-181.300114301585,20,121.729259658145,20,2890.91210679764,20,22.9638316765533
5,8,25,89.1979886093333,25,136.039247922113,25,2943.79102926285,25,57.0169271318019
5,8,30,367.621606945183,30,152.297689136102,30,2970.89802156977,30,81.9467998701477
5,8,35,651.389178704398,35,168.14909822139,35,2971.15209316028,35,98.0032258757034
5,8,40,937.710023828851,40,181.345454543719,40,2943.69545795053,40,105.936903718141
5,8,45,1223.59314543235,45,189.850702442832,45,2887.9366814222,45,106.969499474375
5,8,50,1505.86645522501,50,191.938954745736,50,2803.59761862457,50,102.742623145309
5,8,55,1781.20815941435,55,186.282029358582,55,2690.76153477142,55,95.2467924917433
5,8,60,2046.19137295662,60,172.021989015422,60,2549.9192693793,60,86.7323540636924
5,8,65,2297.34221262023,65,148.824602630706,65,2382.00993653914,65,79.6053138957426
5,8,70,2531.21069084022,70,116.910149299308,70,2188.45248897173,70,76.3120293485676
5,8,75,2744.4527431139,75,77.0587728545748,75,1971.16454535585,75,79.2176552859123
5,8,80,2933.9207329598,80,30.5886716536661,80,1732.56521057615,80,90.4840327920988
5,8,85,3096.75885937379,85,-20.6932505258887,85,1475.55921281779,85,111.953260362205
5,8,90,3230.49911479151,90,-74.5671008377236,90,1203.5005268224,90,145.043403282793
10,8,0,-1337.34529453759,0,157.258005671867,0,2375.47148458265,0,537.717365051322
10,8,5,-1133.60051838243,5,209.892715269254,5,2539.32753511385,5,668.421602105466
10,8,10,-909.3393782946,10,287.604439896328,10,2686.92928954136,10,780.290077589525
10,8,15,-665.253310804071,15,385.920407333081,15,2817.04428624944,15,869.407059311299
10,8,20,-402.041956183078,20,499.630340123899,20,2928.20028294457,20,932.781977486307
10,8,25,-120.528210028865,25,622.958599796486,25,3018.64789370745,25,968.459883940785
10,8,30,178.214288697568,30,749.754476033653,30,3086.35763356466,30,975.607949226349
10,8,35,492.730357044511,35,873.700707221024,35,3129.0539687394,35,954.575758652961
10,8,40,821.058952223911,40,988.539846050775,40,3144.28718711657,40,906.925353974291
10,8,45,1160.62553643986,45,1088.31654143075,45,3129.5419382339,45,835.425287809179
10,8,50,1508.16134183129,50,1167.63127239174,50,3082.37910733838,50,744.001840249701
10,8,55,1859.65926367645,55,1221.89778545097,55,3000.60529656361,55,637.640399487328
10,8,60,2210.37495417769,60,1247.59285998529,60,2882.46167764953,60,522.231160718136
10,8,65,2554.87975060726,65,1242.48359489059,65,2726.82153144799,65,404.35593979293
10,8,70,2887.16930699334,70,1205.81478961255,70,2533.38365230561,70,291.017022865174
10,8,75,3200.82827311593,75,1138.43779689368,75,2302.84726620594,75,189.314338285295
10,8,80,3489.24726671966,80,1042.86296925714,80,2037.05348148443,80,106.083357649762
10,8,85,3745.88401623839,85,923.220827885905,85,1739.07879368072,85,47.5123159719955
10,8,90,3964.55629450741,90,785.122397868491,90,1413.26793223004,90,18.7627599142361
15,8,0,-1660.44830581598,0,-72.5984663770688,0,2189.25002278055,0,1231.25805248341
15,8,5,-1484.3610556502,5,46.5558841200898,5,2343.17447864337,5,1436.66054588707
15,8,10,-1288.48390191793,10,208.324093340236,10,2488.10291424806,10,1610.22877935101
15,8,15,-1071.50578723255,15,405.938187939158,15,2624.47780931541,15,1746.08586652657
15,8,20,-831.679807808483,20,631.572994376678,20,2751.94924428215,20,1839.56229780098
15,8,25,-567.089495859511,25,876.48684562464,25,2869.25225599774,25,1887.29497091632
15,8,30,-275.948886687325,30,1131.16753510124,30,2974.14608564184,30,1887.33906562537
15,8,35,43.077339474284,35,1385.50508800174,35,3063.42016679636,35,1839.29658697609
15,8,40,390.549116266342,40,1629.01401985134,40,3132.97113748039,40,1744.45605358588
15,8,45,765.939585356565,45,1851.12464716625,45,3177.9542571628,45,1605.92794673336
15,8,50,1167.35779087501,50,2041.5556156789,50,3193.01063542539,50,1428.75139934984
15,8,55,1591.32871021739,55,2190.76850457997,55,3172.56801982736,55,1219.94060518821
15,8,60,2032.65495891019,60,2290.49109674926,60,3111.20731508063,60,988.436062577318
15,8,65,2484.38321440779,65,2334.28022589833,65,3004.07984402805,65,744.927403139838
15,8,70,2937.89399910472,70,2318.08012577698,70,2847.35251682766,70,501.522125508991
15,8,75,3383.12579878504,75,2240.72036962444,75,2638.65084904845,75,271.248205258711
15,8,80,3808.93409621254,80,2104.29124739056,80,2377.4645517732,80,67.3973807152863
15,8,85,4203.57388513224,85,1914.33575794509,85,2065.47835217734,85,-97.2621067709084
15,8,90,4555.2820580441,90,1679.8073294428,90,1706.79244124533,90,-211.352360939377
20,8,0,-2063.63990330852,0,-524.435287991311,0,1920.4272118161,0,1839.43482460807
20,8,5,-1924.52978432001,5,-347.300007058964,5,2035.38462344426,5,2112.84595152199
20,8,10,-1771.48950961613,10,-110.964730659682,10,2151.06321133598,10,2343.95945131636
20,8,15,-1600.59735651965,15,176.631256173936,15,2270.45026516594,15,2526.20950131537
20,8,20,-1406.80801473416,20,506.573204530767,20,2395.11312578229,20,2654.1001868303
20,8,25,-1184.38676943382,25,868.885027879363,25,2524.98769950201,25,2723.1636910229
20,8,30,-927.405807127363,30,1252.39598270425,30,2658.24514377672,30,2730.02356711442
20,8,35,-630.289810171396,35,1644.62887299064,35,2791.23922950922,35,2672.58249290868
20,8,40,-288.395979630971,40,2031.78373975425,40,2918.5414218785,40,2550.33285234076
20,8,45,101.392552306549,45,2398.88629340108,45,3033.07663467285,45,2364.76559888201
20,8,50,540.091208529461,50,2730.15571946759,50,3126.37669396511,50,2119.82944168847
20,8,55,1026.09976439519,55,3009.62224952861,55,3188.96729535713,55,1822.370419364
20,8,60,1554.80294332854,60,3221.99216639468,60,3210.89540424383,60,1482.46456453989
20,8,65,2118.34296210933,65,3353.71916217143,65,3182.38780294803,65,1113.54795876628
20,8,70,2705.61528937537,70,3394.20038914071,70,3094.61063403642,70,732.253620554152
20,8,75,3302.52276672174,75,3336.97901165197,75,2940.47888222092,75,357.886605362319
20,8,80,3892.49899133639,80,3180.80936700445,80,2715.44855458214,80,11.5076810420793
20,8,85,4457.28359483752,85,2930.43229740573,85,2418.21636604569,85,-285.351736220828
20,8,90,4977.9045792497,90,2596.92107322071,90,2051.25340167989,90,-512.262535600068
25,8,0,-2499.93493509913,0,-1132.48092102643,0,1603.54058516776,0,2328.21731379703
25,8,5,-2402.0602356423,5,-910.717462025285,5,1655.30265739094,5,2650.66109515736
25,8,10,-2301.39735154806,10,-617.933651203609,10,1718.768613589,10,2924.36937377334
25,8,15,-2191.0429487078,15,-261.600460015373,15,1800.01237695545,15,3144.05030673451
25,8,20,-2062.03366772088,20,150.556784159372,20,1903.05549754401,20,3304.80657202623
25,8,25,-1903.95843380873,25,609.986922772183,25,2029.58898480374,25,3401.80022480413
25,8,30,-1705.6629059575,30,1106.58935434052,30,2178.78211790695,30,3430.17535156672
25,8,35,-1456.04055808604,35,1627.99040462358,35,2347.16267559492,35,3385.27657790079
25,8,40,-1144.90882793231,40,2158.98034611706,40,2528.56672002411,40,3263.16718429574
25,8,45,-763.959257101687,45,2681.26178307259,45,2714.18043082201,45,3061.41678925255
25,8,50,-307.745058773266,50,3173.63327115805,50,2892.72107430047,50,2780.0924610907
25,8,55,225.366216471062,55,3612.68938816496,55,3050.81589855206,55,2422.84625012386
25,8,60,832.38063819934,60,3974.06078575027,60,3173.62720399915,60,1997.94880502572
25,8,65,1505.1288489222,65,4234.14713947787,65,3245.73833672141,65,1519.08218646958
25,8,70,2230.0927382946,70,4372.21780205368,70,3252.26746166721,70,1005.68946541691
25,8,75,2988.68415449206,75,4372.67904523194,75,3180.12766269851,75,482.698072057482
25,8,80,3757.99726790656,80,4227.24612736365,80,3019.3164591609,80,-20.5046931328507
25,8,85,4511.99654544758,85,3936.72691407645,85,2764.10284340583,85,-471.865976504225
25,8,90,5223.05040884686,90,3512.1325401085,90,2413.98580280578,90,-839.131229346758
30,8,0,-2925.47253044522,0,-1818.56693329785,0,1271.75035701503,0,2681.61644349807
30,8,5,-2869.03072791464,5,-1567.42946924023,5,1242.5790385262,5,3025.06065463139
30,8,10,-2826.12135225689,10,-1241.18052718911,10,1236.35957599933,10,3318.26052852521
30,8,15,-2786.62187964768,15,-844.975783272957,15,1262.49667995009,15,3559.53314862979
30,8,20,-2737.1751081002,20,-382.708027816282,20,1327.70979045166,20,3746.30682700056
30,8,25,-2662.0033653424,25,141.639240413258,25,1435.7400591448,25,3874.35577611953
30,8,30,-2543.82953411649,30,722.322256421633,30,1587.16503428522,30,3937.51814307466
30,8,35,-2364.91397089456,35,1350.1358767726,35,1779.25168838177,35,3927.93424789425
30,8,40,-2108.24367441002,40,2010.97243063798,40,2005.80468784258,40,3836.79419142703
30,8,45,-1758.90186831803,45,2684.90528769392,45,2257.03136470173,45,3655.55591453235
30,8,50,-1305.59141080884,50,3346.00969207858,50,2519.51943533787,50,3377.56803616626
30,8,55,-742.198305916324,55,3963.06150542748,55,2776.46970046532,55,2999.98394985285
