Freq_GHz,"dB(S(P3B:1,P3B:1))","dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1A:1))","dB(S(P2B:1,P2B:1))","dB(S(P2A:1,P2A:1))","dB(S(P3A:1,P3A:1))","dB(S(P4A:1,P4A:1))","dB(S(P1B:1,P1B:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P3A:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P1B:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P3A:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P1B:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P3A:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P1B:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P3A:1))","dB(S(P2B:1,P4A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P1B:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P4A:1))","dB(S(P3A:1,P1B:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P3A:1))","dB(S(P4A:1,P1B:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P3A:1))","dB(S(P1B:1,P4A:1))"
7.738000,-7.586761,-6.447303,-19.029615,-17.013731,-17.287730,-8.089181,-6.295243,-21.021586,-41.102010,-44.042328,-44.605123,-44.801325,-1.344868,-39.664205,-45.462118,-41.102010,-43.304650,-41.329156,-42.226151,-35.728904,-1.843203,-40.157041,-44.042328,-43.304650,-39.780368,-40.054560,-39.374174,-40.299683,-0.426715,-44.605123,-41.329156,-39.780368,-0.465151,-46.104031,-45.578093,-40.011787,-44.801325,-42.226151,-40.054560,-0.465151,-41.474786,-61.029860,-39.720000,-1.344868,-35.728904,-39.374174,-46.104031,-41.474786,-42.118175,-39.598969,-39.664205,-1.843203,-40.299683,-45.578093,-61.029860,-42.118175,-39.366462,-45.462118,-40.157041,-0.426715,-40.011787,-39.720000,-39.598969,-39.366462
7.985500,-7.490519,-7.148171,-20.829056,-24.641508,-24.322954,-7.886511,-6.971157,-23.547890,-38.499225,-43.722763,-48.696085,-45.197674,-1.294226,-38.905107,-42.765477,-38.499225,-40.210505,-41.320676,-41.282091,-35.449994,-1.482499,-40.428802,-43.722763,-40.210505,-43.922484,-45.782855,-40.564993,-42.796828,-0.375136,-48.696085,-41.320676,-43.922484,-0.291743,-46.271645,-45.698512,-44.324894,-45.197674,-41.282091,-45.782855,-0.291743,-43.255310,-47.004085,-47.507533,-1.294226,-35.449994,-40.564993,-46.271645,-43.255310,-37.332813,-40.032810,-38.905107,-1.482499,-42.796828,-45.698512,-47.004085,-37.332813,-41.705197,-42.765477,-40.428802,-0.375136,-44.324894,-47.507533,-40.032810,-41.705197
8.233000,-6.774965,-6.599264,-22.697712,-34.107375,-39.130380,-6.788874,-6.674681,-24.063764,-45.569947,-57.071653,-48.654215,-51.160709,-1.349457,-47.425139,-54.578842,-45.569947,-49.813334,-47.981202,-47.616154,-42.127902,-1.409188,-56.616755,-57.071653,-49.813334,-46.852451,-48.278538,-59.624797,-55.294333,-0.235862,-48.654215,-47.981202,-46.852451,-0.234408,-49.676593,-51.251758,-47.093703,-51.160709,-47.616154,-48.278538,-0.234408,-49.939945,-49.669058,-46.837773,-1.349457,-42.127902,-59.624797,-49.676593,-49.939945,-44.613273,-54.385401,-47.425139,-1.409188,-55.294333,-51.251758,-49.669058,-44.613273,-85.171603,-54.578842,-56.616755,-0.235862,-47.093703,-46.837773,-54.385401,-85.171603
