Freq_GHz,"dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1A:1))","dB(S(P4B:1,P4B:1))","dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P2A:1))","dB(S(P2B:1,P2B:1))","dB(S(P1B:1,P1B:1))","dB(S(P3A:1,P3A:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P3A:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P3A:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P3A:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P3A:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P4A:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P3A:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P4A:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P3A:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P4A:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P1B:1))"
7.738000,-14.221554,-13.969724,-6.927187,-7.377618,-12.012063,-11.546192,-13.846504,-14.245526,-64.588582,-54.573141,-49.698876,-45.721648,-48.411665,-48.367541,-0.416088,-64.588582,-50.709734,-44.367680,-50.468033,-43.370728,-0.602332,-52.291687,-54.573141,-50.709734,-1.217015,-50.954968,-62.925746,-45.940998,-64.769497,-49.698876,-44.367680,-1.217015,-47.986582,-56.350768,-44.983241,-55.124957,-45.721648,-50.468033,-50.954968,-47.986582,-0.711143,-42.993789,-48.355824,-48.411665,-43.370728,-62.925746,-56.350768,-0.711143,-57.235048,-46.231605,-48.367541,-0.602332,-45.940998,-44.983241,-42.993789,-57.235048,-52.159037,-0.416088,-52.291687,-64.769497,-55.124957,-48.355824,-46.231605,-52.159037
7.985500,-9.738086,-14.085761,-5.234671,-5.515061,-11.619492,-11.270492,-14.217506,-9.634744,-62.251015,-57.553726,-50.387776,-48.405866,-47.928418,-48.776534,-0.722122,-62.251015,-55.011497,-44.865320,-58.533913,-43.495706,-0.647371,-61.100469,-57.553726,-55.011497,-1.774327,-51.394646,-61.603084,-46.455158,-66.074116,-50.387776,-44.865320,-1.774327,-47.423817,-59.614811,-45.589596,-57.118809,-48.405866,-58.533913,-51.394646,-47.423817,-0.797807,-43.338974,-49.176001,-47.928418,-43.495706,-61.603084,-59.614811,-0.797807,-52.821884,-49.318395,-48.776534,-0.647371,-46.455158,-45.589596,-43.338974,-52.821884,-51.852376,-0.722122,-61.100469,-66.074116,-57.118809,-49.176001,-49.318395,-51.852376
8.233000,-6.987911,-9.813861,-4.132939,-4.347684,-8.414069,-8.495927,-10.792120,-6.881447,-64.113194,-58.041526,-50.066538,-52.264790,-48.621462,-46.958365,-1.227925,-64.113194,-55.789546,-45.286202,-48.320234,-39.819137,-1.143288,-62.822236,-58.041526,-55.789546,-2.360354,-49.424563,-52.897025,-46.737498,-65.165657,-50.066538,-45.286202,-2.360354,-45.098446,-60.439171,-46.527905,-59.623032,-52.264790,-48.320234,-49.424563,-45.098446,-1.383201,-41.623052,-50.154248,-48.621462,-39.819137,-52.897025,-60.439171,-1.383201,-41.282912,-51.207362,-46.958365,-1.143288,-46.737498,-46.527905,-41.623052,-41.282912,-49.003049,-1.227925,-62.822236,-65.165657,-59.623032,-50.154248,-51.207362,-49.003049
