Freq_GHz,"dB(S(P2A:1,P2A:1))","dB(S(P1A:1,P1A:1))","dB(S(P2B:1,P2B:1))","dB(S(P3B:1,P3B:1))","dB(S(P1B:1,P1B:1))","dB(S(P3A:1,P3A:1))","dB(S(P4B:1,P4B:1))","dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P4A:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P3A:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P4A:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P3A:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P4A:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P3A:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P4A:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P3A:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P4A:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P1B:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P4A:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P3A:1))","dB(S(P4B:1,P4A:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P3A:1))","dB(S(P4A:1,P4B:1))"
7.738000,-21.671530,-16.366155,-18.227756,-6.366433,-15.664260,-6.686532,-7.982462,-7.505588,-39.739562,-0.338336,-45.524788,-40.667106,-45.966072,-43.050263,-51.852150,-39.739562,-40.420833,-43.828764,-0.543170,-41.117026,-51.970256,-43.726766,-0.338336,-40.420833,-48.981933,-41.009589,-48.627588,-43.543420,-51.258291,-45.524788,-43.828764,-48.981933,-51.825001,-1.644956,-45.525594,-42.282639,-40.667106,-0.543170,-41.009589,-51.825001,-44.085372,-40.689924,-47.746716,-45.966072,-41.117026,-48.627588,-1.644956,-44.085372,-39.728939,-45.080229,-43.050263,-51.970256,-43.543420,-45.525594,-40.689924,-39.728939,-1.359621,-51.852150,-43.726766,-51.258291,-42.282639,-47.746716,-45.080229,-1.359621
7.985500,-24.275446,-21.316507,-20.602961,-7.255825,-21.031981,-7.419153,-8.919302,-8.478232,-43.030137,-0.275662,-47.747565,-43.808610,-48.065745,-44.027881,-48.656501,-43.030137,-43.003316,-45.069347,-0.361989,-43.033358,-53.428701,-49.056141,-0.275662,-43.003316,-53.715080,-42.953532,-51.584576,-45.243410,-51.465142,-47.747565,-45.069347,-53.715080,-47.158387,-1.303728,-43.329329,-43.827219,-43.808610,-0.361989,-42.953532,-47.158387,-44.347339,-46.615559,-47.851934,-48.065745,-43.033358,-51.584576,-1.303728,-44.347339,-40.392220,-43.376460,-44.027881,-53.428701,-45.243410,-43.329329,-46.615559,-40.392220,-1.034793,-48.656501,-49.056141,-51.465142,-43.827219,-47.851934,-43.376460,-1.034793
8.233000,-27.845147,-26.645890,-22.540200,-7.468307,-28.673033,-7.517216,-9.048036,-8.686373,-49.534531,-0.284100,-46.236224,-51.187214,-44.377631,-41.326045,-43.435851,-49.534531,-50.765150,-46.465959,-0.264614,-45.758980,-47.794291,-49.502414,-0.284100,-50.765150,-46.009948,-54.012014,-45.918834,-42.986860,-45.966333,-46.236224,-46.465959,-46.009948,-46.298569,-1.231621,-41.747461,-42.893101,-51.187214,-0.264614,-54.012014,-46.298569,-45.851145,-47.286674,-49.953074,-44.377631,-45.758980,-45.918834,-1.231621,-45.851145,-39.559030,-41.593709,-41.326045,-47.794291,-42.986860,-41.747461,-47.286674,-39.559030,-0.965915,-43.435851,-49.502414,-45.966333,-42.893101,-49.953074,-41.593709,-0.965915
