Freq_GHz,"dB(S(P2B:1,P2B:1))","dB(S(P3A:1,P3A:1))","dB(S(P2A:1,P2A:1))","dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1A:1))","dB(S(P4A:1,P4A:1))","dB(S(P1B:1,P1B:1))","dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P3A:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P4A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P4B:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P4A:1))","dB(S(P3A:1,P1B:1))","dB(S(P3A:1,P4B:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P4B:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P3A:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P4B:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P3A:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P4B:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P3A:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P4B:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P3A:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P4A:1))","dB(S(P1B:1,P4B:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P3A:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P1B:1))"
7.738000,-7.926703,-18.063656,-7.814435,-18.441778,-20.284737,-15.010366,-20.641274,-13.975684,-46.365176,-1.084932,-50.224407,-49.575759,-55.463462,-60.592388,-61.546158,-46.365176,-55.955083,-0.379551,-57.506180,-42.298129,-49.972100,-45.747836,-1.084932,-55.955083,-54.968215,-62.715951,-49.115922,-50.474642,-51.438525,-50.224407,-0.379551,-54.968215,-57.852869,-38.424170,-47.190615,-41.586378,-49.575759,-57.506180,-62.715951,-57.852869,-48.338041,-0.295473,-48.103981,-55.463462,-42.298129,-49.115922,-38.424170,-48.338041,-53.423754,-0.450487,-60.592388,-49.972100,-50.474642,-47.190615,-0.295473,-53.423754,-53.787919,-61.546158,-45.747836,-51.438525,-41.586378,-48.103981,-0.450487,-53.787919
7.985500,-5.509757,-12.513226,-5.422258,-12.540250,-15.451943,-10.108497,-15.665044,-9.883418,-52.829931,-1.816203,-56.179017,-51.076153,-63.374815,-54.219645,-66.376898,-52.829931,-62.981240,-0.464032,-62.596698,-51.851494,-57.057355,-61.433569,-1.816203,-62.981240,-58.290462,-59.575793,-57.145472,-50.535941,-59.187206,-56.179017,-0.464032,-58.290462,-62.832075,-48.948931,-55.021011,-51.857345,-51.076153,-62.596698,-59.575793,-62.832075,-52.098997,-0.391265,-54.415731,-63.374815,-51.851494,-57.145472,-48.948931,-52.098997,-57.922224,-0.666841,-54.219645,-57.057355,-50.535941,-55.021011,-0.391265,-57.922224,-56.427345,-66.376898,-61.433569,-59.187206,-51.857345,-54.415731,-0.666841,-56.427345
8.233000,-4.005046,-9.214217,-3.898961,-9.252682,-11.973986,-7.680696,-12.128807,-7.566358,-56.275581,-2.714535,-55.284083,-44.882301,-72.711476,-48.554565,-65.618747,-56.275581,-57.605273,-0.752503,-69.865676,-59.016653,-60.247822,-67.449234,-2.714535,-57.605273,-59.673110,-55.660675,-61.165079,-48.706525,-62.207552,-55.284083,-0.752503,-59.673110,-70.853364,-55.920523,-59.611026,-60.019502,-44.882301,-69.865676,-55.660675,-70.853364,-51.987016,-0.599851,-59.541196,-72.711476,-59.016653,-61.165079,-55.920523,-51.987016,-56.038458,-1.024341,-48.554565,-60.247822,-48.706525,-59.611026,-0.599851,-56.038458,-54.134488,-65.618747,-67.449234,-62.207552,-60.019502,-59.541196,-1.024341,-54.134488
