Freq_GHz,"dB(S(P4B:1,P4B:1))","dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1B:1))","dB(S(P2A:1,P2A:1))","dB(S(P2B:1,P2B:1))","dB(S(P4A:1,P4A:1))","dB(S(P1A:1,P1A:1))","dB(S(P3B:1,P3B:1))","dB(S(P4B:1,P3A:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P3B:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P1B:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P4A:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P3B:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P3A:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P4A:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P3B:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P3B:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P3A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P4A:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P3B:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P3A:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P3B:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P3A:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P3B:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P3A:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P1A:1))"
7.738000,-10.845494,-8.055114,-13.749694,-20.656817,-20.524872,-10.174389,-15.312449,-7.558760,-40.222004,-45.509960,-45.969922,-45.361704,-0.858639,-49.844617,-50.762799,-40.222004,-45.262100,-48.921006,-51.379148,-46.111052,-42.239453,-1.336795,-45.509960,-45.262100,-43.296340,-42.529648,-51.109439,-0.535206,-66.922634,-45.969922,-48.921006,-43.296340,-0.274195,-52.020994,-41.171177,-48.496719,-45.361704,-51.379148,-42.529648,-0.274195,-51.958793,-41.118590,-51.799555,-0.858639,-46.111052,-51.109439,-52.020994,-51.958793,-50.132315,-41.491251,-49.844617,-42.239453,-0.535206,-41.171177,-41.118590,-50.132315,-48.553498,-50.762799,-1.336795,-66.922634,-48.496719,-51.799555,-41.491251,-48.553498
7.985500,-10.967602,-9.470234,-16.668939,-23.007402,-22.980100,-10.475981,-18.611288,-9.001207,-41.465106,-60.170241,-47.974786,-48.304888,-0.727609,-61.421126,-46.323949,-41.465106,-48.417889,-52.814243,-52.800999,-45.294296,-46.337417,-0.932803,-60.170241,-48.417889,-46.602917,-45.508790,-57.819483,-0.331912,-56.101817,-47.974786,-52.814243,-46.602917,-0.223300,-51.166408,-44.558977,-51.168873,-48.304888,-52.800999,-45.508790,-0.223300,-52.700434,-44.503996,-58.950532,-0.727609,-45.294296,-57.819483,-51.166408,-52.700434,-61.573478,-45.367030,-61.421126,-46.337417,-0.331912,-44.558977,-44.503996,-61.573478,-51.967520,-46.323949,-0.932803,-56.101817,-51.168873,-58.950532,-45.367030,-51.967520
8.233000,-9.922633,-9.651473,-19.308563,-25.621146,-25.643098,-9.573259,-21.422741,-9.188688,-38.654292,-58.125107,-46.971378,-48.345857,-0.826176,-63.368409,-42.328720,-38.654292,-49.056025,-50.837978,-49.856629,-41.808857,-48.685403,-0.882882,-58.125107,-49.056025,-49.521382,-48.052743,-57.246625,-0.249573,-53.014043,-46.971378,-50.837978,-49.521382,-0.204376,-49.391438,-47.356377,-53.532109,-48.345857,-49.856629,-48.052743,-0.204376,-50.880907,-47.231191,-53.416265,-0.826176,-41.808857,-57.246625,-49.391438,-50.880907,-64.001982,-44.237453,-63.368409,-48.685403,-0.249573,-47.356377,-47.231191,-64.001982,-52.803049,-42.328720,-0.882882,-53.014043,-53.532109,-53.416265,-44.237453,-52.803049
