Freq_GHz,"dB(S(P2A:1,P2A:1))","dB(S(P4B:1,P4B:1))","dB(S(P3B:1,P3B:1))","dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1B:1))","dB(S(P2B:1,P2B:1))","dB(S(P1A:1,P1A:1))","dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P4A:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P3A:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P4A:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P3A:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P4A:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P1B:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P4A:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P3A:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P4A:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P3A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P4A:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P3A:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P4A:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P3A:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P1A:1))"
7.738000,-13.174915,-19.318219,-16.340015,-14.861461,-11.481999,-13.356763,-11.253170,-20.910600,-50.114606,-48.532719,-49.597064,-40.026073,-0.566906,-46.969842,-47.957661,-50.114606,-56.955647,-58.816496,-48.034106,-59.628700,-50.733976,-0.272050,-48.532719,-56.955647,-0.374902,-51.356609,-48.175391,-59.137189,-50.926533,-49.597064,-58.816496,-0.374902,-53.899040,-47.112047,-58.056451,-55.514310,-40.026073,-48.034106,-51.356609,-53.899040,-46.464572,-0.656630,-47.547611,-0.566906,-59.628700,-48.175391,-47.112047,-46.464572,-41.344810,-67.735867,-46.969842,-50.733976,-59.137189,-58.056451,-0.656630,-41.344810,-52.629782,-47.957661,-0.272050,-50.926533,-55.514310,-47.547611,-67.735867,-52.629782
7.985500,-9.983101,-13.186713,-11.414609,-10.728110,-8.502065,-10.280814,-8.467310,-13.759539,-52.009687,-60.574924,-55.385505,-45.145445,-0.786403,-52.348066,-49.618546,-52.009687,-57.573292,-63.769727,-49.907939,-61.219289,-57.337373,-0.410505,-60.574924,-57.573292,-0.591648,-51.254056,-47.431001,-58.962449,-51.182251,-55.385505,-63.769727,-0.591648,-53.976206,-48.904508,-61.502365,-55.174074,-45.145445,-49.907939,-51.254056,-53.976206,-49.325591,-0.983286,-50.684927,-0.786403,-61.219289,-47.431001,-48.904508,-49.325591,-47.184693,-55.627394,-52.348066,-57.337373,-58.962449,-61.502365,-0.983286,-47.184693,-51.091677,-49.618546,-0.410505,-51.182251,-55.174074,-50.684927,-55.627394,-51.091677
8.233000,-7.686084,-9.984937,-8.152053,-7.726751,-6.398232,-7.759175,-6.438859,-10.343523,-58.416384,-54.770603,-57.150212,-52.906692,-1.119045,-60.466953,-56.544527,-58.416384,-52.043668,-59.328230,-52.171458,-59.518379,-61.697533,-0.657479,-54.770603,-52.043668,-1.021413,-52.040701,-54.585841,-55.998004,-47.446140,-57.150212,-59.328230,-1.021413,-54.823315,-54.986470,-67.359553,-52.301144,-52.906692,-52.171458,-52.040701,-54.823315,-52.965947,-1.491497,-58.656917,-1.119045,-59.518379,-54.585841,-54.986470,-52.965947,-52.332443,-67.319125,-60.466953,-61.697533,-55.998004,-67.359553,-1.491497,-52.332443,-47.357821,-56.544527,-0.657479,-47.446140,-52.301144,-58.656917,-67.319125,-47.357821
