Freq_GHz,"dB(S(P2B:1,P2B:1))","dB(S(P1A:1,P1A:1))","dB(S(P4B:1,P4B:1))","dB(S(P2A:1,P2A:1))","dB(S(P1B:1,P1B:1))","dB(S(P3B:1,P3B:1))","dB(S(P4A:1,P4A:1))","dB(S(P3A:1,P3A:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P4A:1))","dB(S(P2B:1,P3A:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P3A:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P3A:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P3A:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P4A:1))","dB(S(P1B:1,P3A:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P3A:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P3A:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P1B:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P4A:1))"
7.738000,-11.228393,-23.065495,-12.966982,-10.913978,-21.736102,-7.972046,-13.020831,-7.928214,-39.638710,-42.309621,-0.703956,-39.275648,-58.818374,-50.537246,-56.020464,-39.638710,-56.071462,-39.880102,-0.443900,-44.264098,-40.959637,-42.131669,-42.309621,-56.071462,-43.096436,-40.211630,-47.383344,-0.812038,-38.769848,-0.703956,-39.880102,-43.096436,-40.784429,-52.938569,-51.938760,-57.397380,-39.275648,-0.443900,-40.211630,-40.784429,-50.013263,-48.490574,-43.496519,-58.818374,-44.264098,-47.383344,-52.938569,-50.013263,-38.887794,-1.252756,-50.537246,-40.959637,-0.812038,-51.938760,-48.490574,-38.887794,-46.966024,-56.020464,-42.131669,-38.769848,-57.397380,-43.496519,-1.252756,-46.966024
7.985500,-11.390213,-17.090035,-10.284962,-11.236116,-17.010084,-7.014933,-10.071740,-7.027899,-42.750446,-45.698269,-0.612119,-42.447166,-67.680095,-51.906503,-65.045449,-42.750446,-48.993121,-42.990154,-0.418093,-44.575680,-46.298135,-42.972784,-45.698269,-48.993121,-45.323777,-45.111701,-41.606944,-0.868112,-39.117686,-0.612119,-42.990154,-45.323777,-44.188198,-52.021525,-49.544309,-56.366740,-42.447166,-0.418093,-45.111701,-44.188198,-46.108252,-46.404389,-43.639341,-67.680095,-44.575680,-41.606944,-52.021525,-46.108252,-40.240004,-1.379236,-51.906503,-46.298135,-0.868112,-49.544309,-46.404389,-40.240004,-40.978750,-65.045449,-42.972784,-39.117686,-56.366740,-43.639341,-1.379236,-40.978750
8.233000,-11.342753,-14.688319,-8.303344,-11.253623,-14.672312,-6.066721,-8.127483,-6.067228,-46.046033,-47.449555,-0.580991,-47.054306,-54.307925,-52.243435,-54.808207,-46.046033,-43.741298,-45.318503,-0.458323,-46.705594,-48.998180,-45.511627,-47.449555,-43.741298,-45.542632,-43.685176,-40.566850,-1.079853,-39.311302,-0.580991,-45.318503,-45.542632,-46.450537,-51.346636,-47.612464,-51.238348,-47.054306,-0.458323,-43.685176,-46.450537,-46.265231,-48.996769,-45.317480,-54.307925,-46.705594,-40.566850,-51.346636,-46.265231,-40.094051,-1.631088,-52.243435,-48.998180,-1.079853,-47.612464,-48.996769,-40.094051,-39.538730,-54.808207,-45.511627,-39.311302,-51.238348,-45.317480,-1.631088,-39.538730
